date,close,down,downSize,recovery,redMark,,val
10-Nov-16,4129.46,0,152.78,1813,0,,0
11-Nov-16,4123.69,0,152.42,1814,0,,0
14-Nov-16,4123.81,0,152.43,1815,0,,0
15-Nov-16,4155.62,0,154.38,1816,0,,0
16-Nov-16,4150.21,0,154.05,1817,0,,0
17-Nov-16,4169.87,0,155.25,1818,0,,0
18-Nov-16,4160.58,0,154.68,1819,0,,0
21-Nov-16,4191.68,0,156.59,1820,0,,0
22-Nov-16,4200.95,0,157.15,1821,0,,0
23-Nov-16,4204.49,0,157.37,1822,0,,0
25-Nov-16,4221.02,0,158.38,1823,0,,0
28-Nov-16,4199.39,0,157.06,1824,0,,0
29-Nov-16,4205.99,0,157.46,1825,0,,0
30-Nov-16,4195.73,0,156.83,1826,0,,0
1-Dec-16,4181.15,0,155.94,1827,0,,0
2-Dec-16,4182.81,0,156.04,1828,0,,0
5-Dec-16,4207.57,0,157.56,1829,0,,0
6-Dec-16,4222.04,0,158.45,1830,0,,0
7-Dec-16,4278.44,0,161.9,1831,0,,0
8-Dec-16,4288.1,0,162.49,1832,0,,0
9-Dec-16,4313.61,0,164.05,1833,0,,0
12-Dec-16,4308.94,0,163.76,1834,0,,0
13-Dec-16,4337.86,0,165.54,1835,0,,0
14-Dec-16,4302.93,0,163.4,1836,0,,0
15-Dec-16,4319.84,0,164.43,1837,0,,0
16-Dec-16,4312.4,0,163.98,1838,0,,0
19-Dec-16,4321.02,0,164.5,1839,0,,0
20-Dec-16,4337.36,0,165.5,1840,0,,0
21-Dec-16,4326.85,0,164.86,1841,0,,0
22-Dec-16,4319.33,0,164.4,1842,0,,0
23-Dec-16,4325.17,0,164.76,1843,0,,0
27-Dec-16,4334.93,0,165.36,1844,0,,0
28-Dec-16,4299.45,0,163.18,1845,0,,0
29-Dec-16,4298.39,0,163.12,1846,0,,0
30-Dec-16,4278.66,0,161.91,1847,0,,0
3-Jan-17,4315.08,0,164.14,1848,0,,0
4-Jan-17,4340.75,0,165.71,1849,0,,0
5-Jan-17,4337.45,0,165.51,1850,0,,0
6-Jan-17,4354.05,0,166.53,1851,0,,0
9-Jan-17,4338.62,0,165.58,1852,0,,0
10-Jan-17,4338.64,0,165.58,1853,0,,0
11-Jan-17,4351.32,0,166.36,1854,0,,0
12-Jan-17,4342.09,0,165.79,1855,0,,0
13-Jan-17,4350.11,0,166.28,1856,0,,0
17-Jan-17,4337.2,0,165.49,1857,0,,0
18-Jan-17,4345.57,0,166.01,1858,0,,0
19-Jan-17,4329.96,0,165.05,1859,0,,0
20-Jan-17,4344.67,0,165.95,1860,0,,0
23-Jan-17,4333.1,0,165.24,1861,0,,0
24-Jan-17,4361.56,0,166.99,1862,0,,0
25-Jan-17,4396.57,0,169.13,1863,0,,0
26-Jan-17,4393.43,0,168.94,1864,0,,0
27-Jan-17,4389.85,0,168.72,1865,0,,0
30-Jan-17,4363.67,0,167.11,1866,0,,0
31-Jan-17,4359.81,0,166.88,1867,0,,0
1-Feb-17,4362.1,0,167.02,1868,0,,0
2-Feb-17,4364.85,0,167.19,1869,0,,0
3-Feb-17,4396.95,0,169.15,1870,0,,0
6-Feb-17,4387.67,0,168.58,1871,0,,0
7-Feb-17,4388.87,0,168.66,1872,0,,0
8-Feb-17,4393.31,0,168.93,1873,0,,0
9-Feb-17,4419.4,0,170.53,1874,0,,0
10-Feb-17,4435.42,0,171.51,1875,0,,0
13-Feb-17,4459.83,0,173,1876,0,,0
14-Feb-17,4478.98,0,174.17,1877,0,,0
15-Feb-17,4501.99,0,175.58,1878,0,,0
16-Feb-17,4498.56,0,175.37,1879,0,,0
17-Feb-17,4506.2,0,175.84,1880,0,,0
21-Feb-17,4533.46,0,177.51,1881,0,,0
22-Feb-17,4528.97,0,177.23,1882,0,,0
23-Feb-17,4531.39,0,177.38,1883,0,,0
24-Feb-17,4539.25,0,177.86,1884,0,,0
27-Feb-17,4544.51,0,178.18,1885,0,,0
28-Feb-17,4532.93,0,177.48,1886,0,,0
1-Mar-17,4595.73,0,181.32,1887,0,,0
2-Mar-17,4569.17,0,179.69,1888,0,,0
3-Mar-17,4571.6,0,179.84,1889,0,,0
6-Mar-17,4556.72,0,178.93,1890,0,,0
7-Mar-17,4543.75,0,178.14,1891,0,,0
8-Mar-17,4534.68,0,177.58,1892,0,,0
9-Mar-17,4538.36,0,177.81,1893,0,,0
10-Mar-17,4553.28,0,178.72,1894,0,,0
13-Mar-17,4556.44,0,178.92,1895,0,,0
14-Mar-17,4541.26,0,177.99,1896,0,,0
15-Mar-17,4579.44,0,180.32,1897,0,,0
16-Mar-17,4572.16,0,179.88,1898,0,,0
17-Mar-17,4566.17,0,179.51,1899,0,,0
20-Mar-17,4557.12,0,178.96,1900,0,,0
21-Mar-17,4500.98,0,175.52,1901,0,,0
22-Mar-17,4509.65,0,176.05,1902,0,,0
23-Mar-17,4504.92,0,175.76,1903,0,,0
24-Mar-17,4501.11,0,175.53,1904,0,,0
27-Mar-17,4496.53,0,175.25,1905,0,,0
28-Mar-17,4529.17,0,177.25,1906,0,,0
29-Mar-17,4535.01,0,177.6,1907,0,,0
30-Mar-17,4548.46,0,178.43,1908,0,,0
31-Mar-17,4538.21,0,177.8,1909,0,,0
3-Apr-17,4530.98,0,177.36,1910,0,,0
4-Apr-17,4534.25,0,177.56,1911,0,,0
5-Apr-17,4520.86,0,176.74,1912,0,,0
6-Apr-17,4530.93,0,177.35,1913,0,,0
7-Apr-17,4527.2,0,177.13,1914,0,,0
10-Apr-17,4530.57,0,177.33,1915,0,,0
11-Apr-17,4524.71,0,176.97,1916,0,,0
12-Apr-17,4507.76,0,175.94,1917,0,,0
13-Apr-17,4477.07,0,174.06,1918,0,,0
17-Apr-17,4515.65,0,176.42,1919,0,,0
18-Apr-17,4502.66,0,175.62,1920,0,,0
19-Apr-17,4495.56,0,175.19,1921,0,,0
20-Apr-17,4529.65,0,177.28,1922,0,,0
21-Apr-17,4515.9,0,176.43,1923,0,,0
24-Apr-17,4564.93,0,179.43,1924,0,,0
25-Apr-17,4592.74,0,181.14,1925,0,,0
26-Apr-17,4590.56,0,181,1926,0,,0
27-Apr-17,4593.57,0,181.19,1927,0,,0
28-Apr-17,4584.82,0,180.65,1928,0,,0
