date	close	down	downSize	recovery	redMark		val				
23-Feb-10	1809.05	1	8	35	1		1903.68				
24-Feb-10	1826.99	1	8	35	1		1903.68				
25-Feb-10	1823.64	1	8	35	1		1903.68				
26-Feb-10	1826.27	1	8	35	1		1903.68				
1-Mar-10	1844.87	1	8	35	1		1903.68				
2-Mar-10	1849.17	1	8	35	1		1903.68				
3-Mar-10	1850.24	1	8	35	1		1903.68				
4-Mar-10	1857.2	1	8	35	0		0				
5-Mar-10	1883.28	1	8	35	0		0				
8-Mar-10	1883.29	1	8	35	0		0				
9-Mar-10	1886.6	1	8	35	0		0				
10-Mar-10	1895.38	1	8	35	0		0				
11-Mar-10	1903.68	1	8	35	0		0				
12-Mar-10	1903.29	0	0	133	0		0				
15-Mar-10	1904.19	0	0	134	0		0				
16-Mar-10	1919.02	0	0	135	0		0				
17-Mar-10	1930.22	0	0	136	0		0				
18-Mar-10	1929.63	0	0	137	0		0				
19-Mar-10	1919.8	0	0	138	0		0				
22-Mar-10	1929.64	0	0	139	0		0				
23-Mar-10	1943.7	0	0	140	0		0				
24-Mar-10	1933.04	0	0	141	0		0				
25-Mar-10	1929.75	0	0	142	0		0				
26-Mar-10	1931.18	0	0	143	0		0				
29-Mar-10	1942.51	0	0	144	0		0				
30-Mar-10	1942.81	0	0	145	0		0				
31-Mar-10	1936.48	0	0	146	0		0				
1-Apr-10	1950.91	0	0	147	0		0				
5-Apr-10	1966.44	0	0	148	0		0				
6-Apr-10	1969.76	0	0	149	0		0				
7-Apr-10	1959.04	0	0	150	0		0				
8-Apr-10	1965.72	0	0	151	0		0				
9-Apr-10	1978.86	0	0	152	0		0				
12-Apr-10	1982.4	0	0	153	0		0				
13-Apr-10	1983.91	0	0	154	0		0				
14-Apr-10	2006.06	0	0	155	0		0				
15-Apr-10	2007.74	0	0	156	0		0				
16-Apr-10	1975.36	0	0	157	0		0				
19-Apr-10	1984.32	0	0	158	0		0				
20-Apr-10	2000.33	0	0	159	0		0				
21-Apr-10	1998.31	0	0	160	0		0				
22-Apr-10	2002.93	0	0	161	0		0				
23-Apr-10	2017.19	0	0	162	0		0				
26-Apr-10	2008.55	1	15.4	135	1	2045.62	2008.55		15.41%	15.41	
27-Apr-10	1961.6	1	15.4	135	1		2008.55				
28-Apr-10	1974.63	1	15.4	135	1		2008.55				
29-Apr-10	2000.34	1	15.4	135	1		2008.55				
30-Apr-10	1967.05	1	15.4	135	1		2008.55				
3-May-10	1992.87	1	15.4	135	1		2008.55				
4-May-10	1945.37	1	15.4	135	1		2008.55				
5-May-10	1933.25	1	15.4	135	1		2008.55				
6-May-10	1870.95	1	15.4	135	1		2008.55				
7-May-10	1842.32	1	15.4	135	1		2008.55				
10-May-10	1923.39	1	15.4	135	1		2008.55				
11-May-10	1917.25	1	15.4	135	1		2008.55				
12-May-10	1944.25	1	15.4	135	1		2008.55				
13-May-10	1920.76	1	15.4	135	1		2008.55				
14-May-10	1884.67	1	15.4	135	1		2008.55				
17-May-10	1887.11	1	15.4	135	1		2008.55				
18-May-10	1860.65	1	15.4	135	1		2008.55				
19-May-10	1851.28	1	15.4	135	1		2008.55				
20-May-10	1779.3	1	15.4	135	1		2008.55				
21-May-10	1806.05	1	15.4	135	1		2008.55				
24-May-10	1782.77	1	15.4	135	1		2008.55				
25-May-10	1783.4	1	15.4	135	1		2008.55				
26-May-10	1773.65	1	15.4	135	1		2008.55				
27-May-10	1832.61	1	15.4	135	1		2008.55				
28-May-10	1809.98	1	15.4	135	1		2008.55				
1-Jun-10	1778.99	1	15.4	135	1		2008.55				
2-Jun-10	1825.25	1	15.4	135	1		2008.55				
3-Jun-10	1832.72	1	15.4	135	1		2008.55				
4-Jun-10	1769.72	1	15.4	135	1		2008.55				
7-Jun-10	1745.87	1	15.4	135	1		2008.55				
8-Jun-10	1765.29	1	15.4	135	1		2008.55				
9-Jun-10	1754.91	1	15.4	135	1		2008.55				
10-Jun-10	1806.69	1	15.4	135	1		2008.55				
11-Jun-10	1815.26	1	15.4	135	1		2008.55				
14-Jun-10	1812.02	1	15.4	135	1		2008.55				
15-Jun-10	1854.61	1	15.4	135	1		2008.55				
16-Jun-10	1853.62	1	15.4	135	1		2008.55				
17-Jun-10	1856.25	1	15.4	135	1		2008.55				
18-Jun-10	1858.7	1	15.4	135	1		2008.55				
21-Jun-10	1851.55	1	15.4	135	1		2008.55				
22-Jun-10	1822.05	1	15.4	135	1		2008.55				
23-Jun-10	1816.65	1	15.4	135	1		2008.55				
24-Jun-10	1786.13	1	15.4	135	1		2008.55				
25-Jun-10	1791.24	1	15.4	135	1		2008.55				
28-Jun-10	1787.94	1	15.4	135	1		2008.55				
29-Jun-10	1732.55	1	15.4	135	1		2008.55				
30-Jun-10	1715.23	1	15.4	135	1		2008.55				
1-Jul-10	1709.77	1	15.4	135	1		2008.55				
2-Jul-10	1701.86	1	15.4	135	1		2008.55				
6-Jul-10	1710.97	1	15.4	135	1		2008.55				
7-Jul-10	1765.42	1	15.4	135	1		2008.55				
8-Jul-10	1782.1	1	15.4	135	1		2008.55				
9-Jul-10	1794.94	1	15.4	135	1		2008.55				
12-Jul-10	1796.3	1	15.4	135	1		2008.55				
13-Jul-10	1824.07	1	15.4	135	1		2008.55				
14-Jul-10	1823.82	1	15.4	135	1		2008.55				
15-Jul-10	1826	1	15.4	135	1		2008.55				
16-Jul-10	1773.43	1	15.4	135	1		2008.55				
19-Jul-10	1784.06	1	15.4	135	1		2008.55				
20-Jul-10	1804.48	1	15.4	135	1		2008.55				
21-Jul-10	1781.6	1	15.4	135	1		2008.55				
22-Jul-10	1821.76	1	15.4	135	1		2008.55				
23-Jul-10	1836.75	1	15.4	135	1		2008.55				
26-Jul-10	1857.34	1	15.4	135	1		2008.55				
27-Jul-10	1855.39	1	15.4	135	1		2008.55				
28-Jul-10	1842.66	1	15.4	135	1		2008.55				
29-Jul-10	1835.29	1	15.4	135	1		2008.55				
30-Jul-10	1835.4	1	15.4	135	1		2008.55				
2-Aug-10	1875.85	1	15.4	135	1		2008.55				
3-Aug-10	1866.87	1	15.4	135	1		2008.55				
4-Aug-10	1878.81	1	15.4	135	1		2008.55				
5-Aug-10	1876.51	1	15.4	135	1		2008.55				
6-Aug-10	1869.77	1	15.4	135	1		2008.55				
9-Aug-10	1880.06	1	15.4	135	1		2008.55				
10-Aug-10	1868.88	1	15.4	135	1		2008.55				
11-Aug-10	1817.13	1	15.4	135	1		2008.55				
12-Aug-10	1807.61	1	15.4	135	1		2008.55				
13-Aug-10	1800.39	1	15.4	135	1		2008.55				
16-Aug-10	1800.7	1	15.4	135	1		2008.55				
17-Aug-10	1823.18	1	15.4	135	1		2008.55				
18-Aug-10	1826.14	1	15.4	135	1		2008.55				
19-Aug-10	1795.24	1	15.4	135	1		2008.55				
20-Aug-10	1788.67	1	15.4	135	1		2008.55				
23-Aug-10	1781.47	1	15.4	135	1		2008.55				
24-Aug-10	1755.65	1	15.4	135	1		2008.55				
25-Aug-10	1761.62	1	15.4	135	1		2008.55				
26-Aug-10	1748.14	1	15.4	135	1		2008.55				
27-Aug-10	1777.6	1	15.4	135	1		2008.55				
30-Aug-10	1751.79	1	15.4	135	1		2008.55				
31-Aug-10	1752.55	1	15.4	135	1		2008.55				
1-Sep-10	1804.46	1	15.4	135	1		2008.55				
2-Sep-10	1820.98	1	15.4	135	1		2008.55				
3-Sep-10	1845.1	1	15.4	135	1		2008.55				
7-Sep-10	1824.05	1	15.4	135	1		2008.55				
8-Sep-10	1836.21	1	15.4	135	1		2008.55				
9-Sep-10	1845.09	1	15.4	135	1		2008.55				
10-Sep-10	1854.1	1	15.4	135	1		2008.55				
13-Sep-10	1875.41	1	15.4	135	1		2008.55				
14-Sep-10	1874.07	1	15.4	135	1		2008.55				
15-Sep-10	1880.74	1	15.4	135	1		2008.55				
16-Sep-10	1880.37	1	15.4	135	1		2008.55				
17-Sep-10	1881.93	1	15.4	135	1		2008.55				
20-Sep-10	1910.6	1	15.4	135	1		2008.55				
21-Sep-10	1905.74	1	15.4	135	1		2008.55				
22-Sep-10	1896.77	1	15.4	135	1		2008.55				
23-Sep-10	1880.97	1	15.4	135	1		2008.55				
24-Sep-10	1920.84	1	15.4	135	1		2008.55				
27-Sep-10	1909.98	1	15.4	135	1		2008.55				
28-Sep-10	1919.59	1	15.4	135	1		2008.55				
29-Sep-10	1914.84	1	15.4	135	1		2008.55				
30-Sep-10	1908.95	1	15.4	135	1		2008.55				
1-Oct-10	1917.42	1	15.4	135	1		2008.55				
4-Oct-10	1902.15	1	15.4	135	1		2008.55				
5-Oct-10	1941.82	1	15.4	135	1		2008.55				
6-Oct-10	1941.5	1	15.4	135	1		2008.55				
7-Oct-10	1938.31	1	15.4	135	1		2008.55				
8-Oct-10	1950.18	1	15.4	135	1		2008.55				
11-Oct-10	1950.47	1	15.4	135	1		2008.55				
12-Oct-10	1957.92	1	15.4	135	1		2008.55				
13-Oct-10	1972.08	1	15.4	135	1		2008.55				
14-Oct-10	1964.9	1	15.4	135	1		2008.55				
15-Oct-10	1968.87	1	15.4	135	1		2008.55				
18-Oct-10	1983.17	1	15.4	135	1		2008.55				
19-Oct-10	1951.67	1	15.4	135	1		2008.55				
20-Oct-10	1972.51	1	15.4	135	1		2008.55				
21-Oct-10	1976.12	1	15.4	135	1		2008.55				
22-Oct-10	1980.83	1	15.4	135	1		2008.55				
25-Oct-10	1985.11	1	15.4	135	1		2008.55				
26-Oct-10	1985.13	1	15.4	135	1		2008.55				
27-Oct-10	1980.05	1	15.4	135	1		2008.55				
28-Oct-10	1982.45	1	15.4	135	1		2008.55				
29-Oct-10	1981.59	1	15.4	135	0		0				
1-Nov-10	1983.47	1	15.4	135	0		0				
2-Nov-10	1998.86	1	15.4	135	0		0				
3-Nov-10	2006.58	1	15.4	135	0		0				
4-Nov-10	2045.62	1	15.4	135	0		0				
5-Nov-10	2053.77	0	0	299	0		0				
8-Nov-10	2049.69	0	0	300	0		0				
9-Nov-10	2033.85	0	0	301	0		0				
10-Nov-10	2043.16	0	0	302	0		0				
11-Nov-10	2034.48	0	0	303	0		0				
12-Nov-10	2010.57	0	0	304	0		0				
15-Nov-10	2008.25	0	0	305	0		0				
16-Nov-10	1976.26	0	0	306	0		0				
17-Nov-10	1977	0	0	307	0		0				
18-Nov-10	2007.38	0	0	308	0		0				
19-Nov-10	2012.59	0	0	309	0		0				
22-Nov-10	2009.52	0	0	310	0		0				
23-Nov-10	1980.89	0	0	311	0		0				
24-Nov-10	2010.56	0	0	312	0		0				
26-Nov-10	1996.03	0	0	313	0		0				
29-Nov-10	1993.83	0	0	314	0		0				
30-Nov-10	1981.84	0	0	315	0		0				
1-Dec-10	2024.97	0	0	316	0		0				
2-Dec-10	2050.96	0	0	317	0		0				
3-Dec-10	2056.4	0	0	318	0		0				
6-Dec-10	2053.8	0	0	319	0		0				
7-Dec-10	2054.89	0	0	320	0		0				
8-Dec-10	2063.03	0	0	321	0		0				
9-Dec-10	2071.12	1	4.2	27	0		0				
10-Dec-10	2083.57	1	4.2	27	0		0				
13-Dec-10	2084	1	4.2	27	0		0				
14-Dec-10	2085.93	1	4.2	27	0		0				
15-Dec-10	2075.29	1	4.2	27	0		0				
16-Dec-10	2088.19	1	4.2	27	0		0				
17-Dec-10	2089.95	1	4.2	27	0		0				
20-Dec-10	2095.32	1	4.2	27	0		0				
21-Dec-10	2108.26	1	4.2	27	0		0				
22-Dec-10	2115.69	1	4.2	27	0		0				
23-Dec-10	2112.37	1	4.2	27	0		0				
27-Dec-10	2113.67	1	4.2	27	0		0				
28-Dec-10	2115.32	1	4.2	27	0		0				
29-Dec-10	2117.83	1	4.2	27	0		0				
30-Dec-10	2114.7	1	4.2	27	0		0				
31-Dec-10	2114.29	1	4.2	27	0		0				
3-Jan-11	2138.3	1	4.2	27	0		0				
4-Jan-11	2135.53	1	4.2	27	0		0				
5-Jan-11	2146.5	1	4.2	27	0		0				
6-Jan-11	2142.76	1	4.2	27	0		0				
7-Jan-11	2138.81	1	4.2	27	0		0				
10-Jan-11	2135.86	1	4.2	27	0		0				
11-Jan-11	2143.82	1	4.2	27	0		0				
12-Jan-11	2163.36	1	4.2	27	0		0				
13-Jan-11	2159.66	1	4.2	27	0		0				
14-Jan-11	2175.68	1	4.2	27	0		0				
18-Jan-11	2178.72	1	4.2	27	0		0				
19-Jan-11	2156.97	1	4.2	27	0		0				
20-Jan-11	2154.18	1	4.2	27	0		0				
21-Jan-11	2159.43	1	4.2	27	0		0				
24-Jan-11	2172.03	1	4.2	27	0		0				
25-Jan-11	2172.67	1	4.2	27	0		0				
26-Jan-11	2181.92	1	4.2	27	0		0				
27-Jan-11	2186.93	1	4.2	27	0		0				
28-Jan-11	2147.95	1	4.2	27	0		0				
31-Jan-11	2164.4	1	4.2	27	0		0				
1-Feb-11	2200.54	1	4.2	27	0		0				
2-Feb-11	2194.94	1	4.2	27	0		0				
3-Feb-11	2200.42	1	4.2	27	0		0				
4-Feb-11	2206.8	1	4.2	27	0		0				
7-Feb-11	2220.6	1	4.2	27	0		0				
8-Feb-11	2230.59	1	4.2	27	0		0				
9-Feb-11	2224.64	1	4.2	27	0		0				
10-Feb-11	2226.51	1	4.2	27	0		0				
11-Feb-11	2239.08	1	4.2	27	0		0				
14-Feb-11	2244.89	1	4.2	27	0		0				
15-Feb-11	2237.9	1	4.2	27	0		0				
16-Feb-11	2252.3	1	4.2	27	0		0				
17-Feb-11	2259.42	1	4.2	27	0		0				
18-Feb-11	2263.79	1	4.2	27	0		0				
22-Feb-11	2217.35	1	4.2	27	0		0				
23-Feb-11	2203.89	1	4.2	27	0		0				
24-Feb-11	2202.23	1	4.2	27	0		0				
25-Feb-11	2226.05	1	4.2	27	0		0				
28-Feb-11	2238.55	1	4.2	27	0		0				
1-Mar-11	2203.32	1	4.2	27	0		0				
2-Mar-11	2207.24	1	4.2	27	0		0				
3-Mar-11	2245.33	1	4.2	27	0		0				
4-Mar-11	2228.78	1	4.2	27	0		0				
7-Mar-11	2210.26	1	4.2	27	0		0				
8-Mar-11	2230.4	1	4.2	27	0		0				
9-Mar-11	2227.7	1	4.2	27	0		0				
10-Mar-11	2185.65	1	4.2	27	0		0				
11-Mar-11	2201.81	1	4.2	27	0		0				
14-Mar-11	2188.56	1	4.2	27	0		0				
15-Mar-11	2164.06	1	4.2	27	0		0				
16-Mar-11	2121.94	1	6.2	44	0		0				
17-Mar-11	2150.43	1	6.2	44	0		0				
18-Mar-11	2159.69	1	6.2	44	0		0				
21-Mar-11	2192.09	1	6.2	44	0		0				
22-Mar-11	2184.57	1	6.2	44	0		0				
23-Mar-11	2190.96	1	6.2	44	0		0				
24-Mar-11	2211.42	1	6.2	44	0		0				
25-Mar-11	2218.42	1	6.2	44	0		0				
28-Mar-11	2212.32	1	6.2	44	0		0				
29-Mar-11	2228.41	1	6.2	44	0		0				
30-Mar-11	2243.55	1	6.2	44	0		0				
31-Mar-11	2239.44	1	6.2	44	0		0				
1-Apr-11	2250.58	1	6.2	44	0		0				
4-Apr-11	2251.64	1	6.2	44	0		0				
5-Apr-11	2251.26	1	6.2	44	0		0				
6-Apr-11	2257.11	1	6.2	44	0		0				
7-Apr-11	2253.76	1	6.2	44	0		0				
8-Apr-11	2244.74	1	6.2	44	0		0				
11-Apr-11	2238.51	1	6.2	44	0		0				
12-Apr-11	2221.12	1	6.2	44	0		0				
13-Apr-11	2221.77	1	6.2	44	0		0				
14-Apr-11	2221.99	1	6.2	44	0		0				
15-Apr-11	2230.7	1	6.2	44	0		0				
18-Apr-11	2206.15	1	6.2	44	0		0				
19-Apr-11	2218.86	1	6.2	44	0		0				
20-Apr-11	2248.9	1	6.2	44	0		0				
21-Apr-11	2260.84	1	6.2	44	0		0				
25-Apr-11	2257.24	1	6.2	44	0		0				
26-Apr-11	2277.51	1	6.2	44	0		0				
27-Apr-11	2292.13	0	6.2	44	0		0				
28-Apr-11	2300.46	0	6.2	44	0		0				
29-Apr-11	2305.76	0	6.2	44	0		0				
2-May-11	2301.72	1	18.6	192	0		0				
3-May-11	2293.95	1	18.6	192	0		0				
4-May-11	2278.63	1	18.6	192	0		0				
5-May-11	2258.08	1	18.6	192	0		0				
6-May-11	2266.97	1	18.6	192	0		0				
9-May-11	2277.3	1	18.6	192	0		0				
10-May-11	2295.72	1	18.6	192	0		0				
11-May-11	2271.47	1	18.6	192	0		0				
12-May-11	2282.84	1	18.6	192	0		0				
13-May-11	2264.52	1	18.6	192	0		0				
16-May-11	2250.61	1	18.6	192	0		0				
17-May-11	2250.35	1	18.6	192	0		0				
18-May-11	2270.57	1	18.6	192	0		0				
19-May-11	2275.71	1	18.6	192	0		0				
20-May-11	2258.21	1	18.6	192	0		0				
23-May-11	2231.31	1	18.6	192	0		0				
24-May-11	2229.49	1	18.6	192	0		0				
25-May-11	2236.75	1	18.6	192	0		0				
26-May-11	2246.13	1	18.6	192	0		0				
27-May-11	2255.74	1	18.6	192	0		0				
31-May-11	2279.66	1	18.6	192	0		0				
1-Jun-11	2227.96	1	18.6	192	0		0				
2-Jun-11	2225.36	1	18.6	192	0		0				
3-Jun-11	2203.81	1	18.6	192	0		0				
6-Jun-11	2180.14	1	18.6	192	0		0				
7-Jun-11	2178.15	1	18.6	192	0		0				
8-Jun-11	2169.5	1	18.6	192	0		0				
9-Jun-11	2185.52	1	18.6	192	0		0				
10-Jun-11	2155	1	18.6	192	0		0				
13-Jun-11	2157.15	1	18.6	192	0		0				
14-Jun-11	2184.48	1	18.6	192	0		0				
15-Jun-11	2146.45	1	18.6	192	0		0				
16-Jun-11	2150.58	1	18.6	192	0		0				
17-Jun-11	2157.14	1	18.6	192	0		0				
20-Jun-11	2168.8	1	18.6	192	0		0				
21-Jun-11	2198.15	1	18.6	192	0		0				
22-Jun-11	2184.03	1	18.6	192	0		0				
23-Jun-11	2177.85	1	18.6	192	0		0				
24-Jun-11	2152.31	1	18.6	192	0		0				
27-Jun-11	2172.08	1	18.6	192	0		0				
28-Jun-11	2200.68	1	18.6	192	0		0				
29-Jun-11	2219.2	1	18.6	192	0		0				
30-Jun-11	2241.66	1	18.6	192	0		0				
1-Jul-11	2274.26	1	18.6	192	0		0				
5-Jul-11	2271.29	1	18.6	192	0		0				
6-Jul-11	2274.42	1	18.6	192	0		0				
7-Jul-11	2298.31	1	18.6	192	0		0				
8-Jul-11	2282.32	1	18.6	192	0		0				
11-Jul-11	2241.07	1	18.6	192	0		0				
12-Jul-11	2231.15	1	18.6	192	0		0				
13-Jul-11	2238.29	1	18.6	192	0		0				
14-Jul-11	2223.29	1	18.6	192	0		0				
15-Jul-11	2235.65	1	18.6	192	0		0				
18-Jul-11	2217.55	1	18.6	192	0		0				
19-Jul-11	2253.71	1	18.6	192	0		0				
20-Jul-11	2252.52	1	18.6	192	0		0				
21-Jul-11	2283.23	1	18.6	192	0		0				
22-Jul-11	2285.34	1	18.6	192	1	2312.49	2285.34				
25-Jul-11	2272.47	1	18.6	192	1		2285.34				
26-Jul-11	2263.15	1	18.6	192	1		2285.34				
27-Jul-11	2217.29	1	18.6	192	1		2285.34				
28-Jul-11	2210.33	1	18.6	192	1		2285.34				
29-Jul-11	2196.08	1	18.6	192	1		2285.34				
1-Aug-11	2187	1	18.6	192	1		2285.34				
2-Aug-11	2131.1	1	18.6	192	1		2285.34				
3-Aug-11	2142.56	1	18.6	192	1		2285.34				
4-Aug-11	2040.2	1	18.6	192	1		2285.34				
5-Aug-11	2039.04	1	18.6	192	1		2285.34				
8-Aug-11	1903.47	1	18.6	192	1		2285.34				
9-Aug-11	1993.76	1	18.6	192	1		2285.34				
10-Aug-11	1906.53	1	18.6	192	1		2285.34				
11-Aug-11	1995.14	1	18.6	192	1		2285.34				
12-Aug-11	2005.67	1	18.6	192	1		2285.34				
15-Aug-11	2049.51	1	18.6	192	1		2285.34				
16-Aug-11	2029.92	1	18.6	192	1		2285.34				
17-Aug-11	2032.41	1	18.6	192	1		2285.34				
18-Aug-11	1941.92	1	18.6	192	1		2285.34				
19-Aug-11	1912.77	1	18.6	192	1		2285.34				
22-Aug-11	1913.27	1	18.6	192	1		2285.34				
23-Aug-11	1978.89	1	18.6	192	1		2285.34				
24-Aug-11	2005.13	1	18.6	192	1		2285.34				
25-Aug-11	1973.96	1	18.6	192	1		2285.34				
26-Aug-11	2004.11	1	18.6	192	1		2285.34				
29-Aug-11	2061.05	1	18.6	192	1		2285.34				
30-Aug-11	2066.37	1	18.6	192	1		2285.34				
31-Aug-11	2076.78	1	18.6	192	1		2285.34				
1-Sep-11	2052.3	1	18.6	192	1		2285.34				
2-Sep-11	2000.5	1	18.6	192	1		2285.34				
6-Sep-11	1985.67	1	18.6	192	1		2285.34				
7-Sep-11	2043.05	1	18.6	192	1		2285.34				
8-Sep-11	2021.42	1	18.6	192	1		2285.34				
9-Sep-11	1967.47	1	18.6	192	1		2285.34				
12-Sep-11	1981.3	1	18.6	192	1		2285.34				
13-Sep-11	2000.08	1	18.6	192	1		2285.34				
14-Sep-11	2027.04	1	18.6	192	1		2285.34				
15-Sep-11	2062.25	1	18.6	192	1		2285.34				
16-Sep-11	2074.06	1	18.6	192	1		2285.34				
19-Sep-11	2053.74	1	18.6	192	1		2285.34				
20-Sep-11	2050.39	1	18.6	192	1		2285.34				
21-Sep-11	1990.2	1	18.6	192	1		2285.34				
22-Sep-11	1926.76	1	18.6	192	1		2285.34				
23-Sep-11	1938.73	1	18.6	192	1		2285.34				
26-Sep-11	1983.97	1	18.6	192	1		2285.34				
27-Sep-11	2005.19	1	18.6	192	1		2285.34				
28-Sep-11	1964.2	1	18.6	192	1		2285.34				
29-Sep-11	1980.23	1	18.6	192	1		2285.34				
