date	close	down	downSize	recovery	redMark	val						
1-Aug-13	1706.87	0	128.21	986	0	0						0
2-Aug-13	1709.67	0	128.43	987	0	0						0
5-Aug-13	1707.14	0	127.87	988	0	0						0
6-Aug-13	1697.37	0	126.34	989	0	0						0
7-Aug-13	1690.91	0	124.58	990	0	0						0
8-Aug-13	1697.48	0	125.75	991	0	0						0
9-Aug-13	1691.42	0	125.45	992	0	0						0
12-Aug-13	1689.47	0	125.7	993	0	0						0
13-Aug-13	1694.16	0	126.42	994	0	0						0
14-Aug-13	1685.39	0	124.32	995	0	0						0
15-Aug-13	1661.32	0	121.74	996	0	0						0
16-Aug-13	1655.83	0	121.24	997	0	0						0
19-Aug-13	1646.06	0	120.19	998	0	0						0
20-Aug-13	1652.35	0	121.63	999	0	0						0
21-Aug-13	1642.8	0	119.95	1000	0	0						0
22-Aug-13	1656.96	0	122.15	1001	0	0						0
23-Aug-13	1663.5	0	122.51	1002	0	0						0
26-Aug-13	1656.78	0	121.62	1003	0	0						0
27-Aug-13	1630.48	0	117.97	1004	0	0						0
28-Aug-13	1634.96	0	118.47	1005	0	0						0
29-Aug-13	1638.17	0	118.98	1006	0	0						0
30-Aug-13	1632.97	0	118.21	1007	0	0						0
3-Sep-13	1639.77	0	119.77	1008	0	0						0
4-Sep-13	1653.08	0	121.52	1009	0	0						0
5-Sep-13	1655.08	0	121.98	1010	0	0						0
6-Sep-13	1655.17	0	121.34	1011	0	0						0
9-Sep-13	1671.71	0	123.27	1012	0	0						0
10-Sep-13	1683.99	0	124.83	1013	0	0						0
11-Sep-13	1689.13	0	126.1	1014	0	0						0
12-Sep-13	1683.42	0	125.42	1015	0	0						0
13-Sep-13	1687.99	0	126.23	1016	0	0						0
16-Sep-13	1697.6	0	128.08	1017	0	0						0
17-Sep-13	1704.76	0	128.53	1018	0	0						0
18-Sep-13	1725.52	0	131.2	1019	0	0						0
19-Sep-13	1722.34	0	130.84	1020	0	0						0
20-Sep-13	1709.91	0	128.77	1021	0	0						0
23-Sep-13	1701.84	0	128.24	1022	0	0						0
24-Sep-13	1697.42	0	127.94	1023	0	0						0
25-Sep-13	1692.77	0	127.31	1024	0	0						0
26-Sep-13	1698.67	0	128.47	1025	0	0						0
27-Sep-13	1691.75	0	127.61	1026	0	0						0
30-Sep-13	1681.55	0	126.66	1027	0	0						0
1-Oct-13	1695	0	128.17	1028	0	0						0
2-Oct-13	1693.87	0	127.86	1029	0	0						0
3-Oct-13	1678.66	0	126.07	1030	0	0						0
4-Oct-13	1690.5	0	127.53	1031	0	0						0
7-Oct-13	1676.12	0	125.02	1032	0	0						0
8-Oct-13	1655.45	0	123.06	1033	0	0						0
9-Oct-13	1656.4	0	122.59	1034	0	0						0
10-Oct-13	1692.56	0	126.5	1035	0	0						0
11-Oct-13	1703.2	0	127.29	1036	0	0						0
14-Oct-13	1710.14	0	128.29	1037	0	0						0
15-Oct-13	1698.06	0	126.42	1038	0	0						0
16-Oct-13	1721.54	0	128.52	1039	0	0						0
17-Oct-13	1733.15	0	129.26	1040	0	0						0
18-Oct-13	1744.5	0	131	1041	0	0						0
21-Oct-13	1744.66	0	131.36	1042	0	0						0
22-Oct-13	1754.67	0	133.41	1043	0	0						0
23-Oct-13	1746.38	0	132.34	1044	0	0						0
24-Oct-13	1752.07	0	133.57	1045	0	0						0
25-Oct-13	1759.77	0	133.84	1046	0	0						0
28-Oct-13	1762.11	0	133.94	1047	0	0						0
29-Oct-13	1771.95	0	134.79	1048	0	0						0
30-Oct-13	1763.31	0	132.47	1049	0	0						0
31-Oct-13	1756.54	0	132.6	1050	0	0						0
1-Nov-13	1761.64	0	133.65	1051	0	0						0
4-Nov-13	1767.93	0	134.21	1052	0	0						0
5-Nov-13	1762.97	0	134.18	1053	0	0						0
6-Nov-13	1770.49	0	135.69	1054	0	0						0
7-Nov-13	1747.15	0	132.3	1055	0	0						0
8-Nov-13	1770.61	0	134.76	1056	0	0						0
11-Nov-13	1771.89	0	135.44	1057	0	0						0
12-Nov-13	1767.69	0	135.01	1058	0	0						0
13-Nov-13	1782	0	137.96	1059	0	0						0
14-Nov-13	1790.62	0	139.12	1060	0	0						0
15-Nov-13	1798.18	0	139.12	1061	0	0						0
18-Nov-13	1791.53	0	137.4	1062	0	0						0
19-Nov-13	1787.87	0	136.65	1063	0	0						0
20-Nov-13	1781.37	0	136.26	1064	0	0						0
21-Nov-13	1795.85	0	137.76	1065	0	0						0
22-Nov-13	1804.76	0	138.39	1066	0	0						0
25-Nov-13	1802.48	0	138.21	1067	0	0						0
26-Nov-13	1802.75	0	139.17	1068	0	0						0
27-Nov-13	1807.23	0	139.16	1069	0	0						0
29-Nov-13	1805.81	0	138.96	1070	0	0						0
2-Dec-13	1800.9	0	138.1	1071	0	0						0
3-Dec-13	1795.15	0	137.12	1072	0	0						0
4-Dec-13	1792.81	0	135.98	1073	0	0						0
5-Dec-13	1785.03	0	135.33	1074	0	0						0
6-Dec-13	1805.09	0	137.83	1075	0	0						0
9-Dec-13	1808.37	0	137.64	1076	0	0						0
10-Dec-13	1802.62	0	137.22	1077	0	0						0
11-Dec-13	1782.22	0	135.73	1078	0	0						0
12-Dec-13	1775.5	0	135.69	1079	0	0						0
13-Dec-13	1775.32	0	135.68	1080	0	0						0
16-Dec-13	1786.54	0	137.5	1081	0	0						0
17-Dec-13	1781	0	136.18	1082	0	0						0
18-Dec-13	1810.65	0	140.2	1083	0	0						0
19-Dec-13	1809.6	0	140.13	1084	0	0						0
20-Dec-13	1818.32	0	140.82	1085	0	0						0
23-Dec-13	1827.99	0	141.84	1086	0	0						0
24-Dec-13	1833.32	0	142.78	1087	0	0						0
26-Dec-13	1842.02	0	143.9	1088	0	0						0
27-Dec-13	1841.4	0	143.65	1089	0	0						0
30-Dec-13	1841.07	0	144.57	1090	0	0						0
31-Dec-13	1848.36	0	145.12	1091	0	0						0
2-Jan-14	1831.98	1	7.2	36	0	0						0
3-Jan-14	1831.37	1	7.2	36	0	0						0
6-Jan-14	1826.77	1	7.2	36	0	0						0
7-Jan-14	1837.88	1	7.2	36	0	0						0
8-Jan-14	1837.49	1	7.2	36	0	0						0
9-Jan-14	1838.13	1	7.2	36	0	0						0
10-Jan-14	1842.37	1	7.2	36	0	0						0
13-Jan-14	1819.2	1	7.2	36	0	0						0
14-Jan-14	1838.88	1	7.2	36	0	0						0
15-Jan-14	1848.38	1	7.2	36	0	0						0
16-Jan-14	1845.89	1	7.2	36	0	0						0
17-Jan-14	1838.7	1	7.2	36	0	0						0
21-Jan-14	1843.8	1	7.2	36	0	0						0
22-Jan-14	1844.86	1	7.2	36	0	0						0
23-Jan-14	1828.46	1	7.2	36	1	1819.75						0
24-Jan-14	1790.29	1	7.2	36	1	1819.75						0
27-Jan-14	1781.56	1	7.2	36	1	1819.75						0
28-Jan-14	1792.5	1	7.2	36	1	1819.75						0
29-Jan-14	1774.2	1	7.2	36	1	1819.75						0
30-Jan-14	1794.19	1	7.2	36	1	1819.75						0
31-Jan-14	1782.59	1	7.2	36	1	1819.75						0
3-Feb-14	1741.89	1	7.2	36	1	1819.75						0
4-Feb-14	1755.2	1	7.2	36	1	1819.75						0
5-Feb-14	1751.64	1	7.2	36	1	1819.75						0
6-Feb-14	1773.43	1	7.2	36	1	1819.75						0
7-Feb-14	1797.02	1	7.2	36	1	1819.75						0
10-Feb-14	1799.84	1	7.2	36	1	1819.75						0
11-Feb-14	1819.75	1	7.2	36	1	1819.75						0
12-Feb-14	1819.26	1	7.2	36	1	1819.75						0
13-Feb-14	1829.83	1	7.2	36	0	0						0
14-Feb-14	1838.63	1	7.2	36	0	0						0
18-Feb-14	1840.76	1	7.2	36	0	0						0
19-Feb-14	1828.75	1	7.2	36	0	0						0
20-Feb-14	1839.78	1	7.2	36	0	0						0
21-Feb-14	1836.25	1	7.2	36	0	0						0
24-Feb-14	1847.61	1	7.2	36	0	0						0
25-Feb-14	1845.12	1	7.2	36	0	0						0
26-Feb-14	1845.16	0	146.24	1129	0	0						0
27-Feb-14	1854.29	0	147.04	1130	0	0						0
28-Feb-14	1859.45	0	148.52	1131	0	0						0
3-Mar-14	1845.73	0	146.57	1132	0	0						0
4-Mar-14	1873.91	0	149.76	1133	0	0						0
5-Mar-14	1873.81	0	149.27	1134	0	0						0
6-Mar-14	1877.03	0	150.08	1135	0	0						0
7-Mar-14	1878.04	0	150.72	1136	0	0						0
10-Mar-14	1877.17	0	150.22	1137	0	0						0
11-Mar-14	1867.63	0	149.19	1138	0	0						0
12-Mar-14	1868.2	0	149.08	1139	0	0						0
13-Mar-14	1846.34	0	146.53	1140	0	0						0
14-Mar-14	1841.13	0	146.33	1141	0	0						0
17-Mar-14	1858.83	0	149.22	1142	0	0						0
18-Mar-14	1872.25	0	150.13	1143	0	0						0
19-Mar-14	1860.77	0	147.98	1144	0	0						0
20-Mar-14	1872.01	0	148.62	1145	0	0						0
21-Mar-14	1866.52	0	147.84	1146	0	0						0
24-Mar-14	1857.44	0	146.44	1147	0	0						0
25-Mar-14	1865.62	0	146.2	1148	0	0						0
26-Mar-14	1852.56	0	144.22	1149	0	0						0
27-Mar-14	1849.04	0	144.25	1150	0	0						0
28-Mar-14	1857.62	0	146.1	1151	0	0						0
31-Mar-14	1872.34	0	147.82	1152	0	0						0
1-Apr-14	1885.52	0	149.86	1153	0	0						0
2-Apr-14	1890.9	0	150.58	1154	0	0						0
3-Apr-14	1888.77	0	150.46	1155	0	0						0
4-Apr-14	1865.09	0	147.69	1156	0	0						0
7-Apr-14	1845.04	0	143.53	1157	0	0						0
8-Apr-14	1851.96	0	145.06	1158	0	0						0
9-Apr-14	1872.18	0	147.49	1159	0	0						0
10-Apr-14	1833.08	0	142.82	1160	0	0						0
11-Apr-14	1815.69	0	140.42	1161	0	0						0
14-Apr-14	1830.61	0	142.11	1162	0	0						0
15-Apr-14	1842.98	0	143.2	1163	0	0						0
16-Apr-14	1862.31	0	146	1164	0	0						0
17-Apr-14	1864.85	0	145.89	1165	0	0						0
21-Apr-14	1871.89	0	146.57	1166	0	0						0
22-Apr-14	1879.55	0	147.19	1167	0	0						0
23-Apr-14	1875.39	0	147.67	1168	0	0						0
24-Apr-14	1878.61	0	147.26	1169	0	0						0
25-Apr-14	1863.4	0	144.79	1170	0	0						0
28-Apr-14	1869.43	0	144.31	1171	0	0						0
29-Apr-14	1878.33	0	145.65	1172	0	0						0
30-Apr-14	1883.95	0	146.31	1173	0	0						0
1-May-14	1883.68	0	146.33	1174	0	0						0
2-May-14	1881.14	0	146.83	1175	0	0						0
5-May-14	1884.66	0	147.44	1176	0	0						0
6-May-14	1867.72	0	145.41	1177	0	0						0
7-May-14	1878.21	0	146.42	1178	0	0						0
8-May-14	1875.63	0	147.13	1179	0	0						0
9-May-14	1878.48	0	146.87	1180	0	0						0
12-May-14	1896.65	0	148.98	1181	0	0						0
13-May-14	1897.45	0	148.67	1182	0	0						0
14-May-14	1888.53	0	147.45	1183	0	0						0
15-May-14	1870.85	0	145.57	1184	0	0						0
16-May-14	1877.86	0	147.34	1185	0	0						0
19-May-14	1885.08	0	148.26	1186	0	0						0
20-May-14	1872.83	0	144.96	1187	0	0						0
21-May-14	1888.03	0	147.78	1188	0	0						0
22-May-14	1892.49	0	148.2	1189	0	0						0
23-May-14	1900.53	0	150.02	1190	0	0						0
27-May-14	1911.91	0	150.7	1191	0	0						0
28-May-14	1909.78	0	151.47	1192	0	0						0
29-May-14	1920.03	0	152.52	1193	0	0						0
30-May-14	1923.57	0	153.44	1194	0	0						0
2-Jun-14	1924.97	0	154.05	1195	0	0						0
3-Jun-14	1924.24	0	153.84	1196	0	0						0
4-Jun-14	1927.88	0	154.77	1197	0	0						0
5-Jun-14	1940.46	0	155.79	1198	0	0						0
6-Jun-14	1949.44	0	157.67	1199	0	0						0
9-Jun-14	1951.27	0	157.89	1200	0	0						0
10-Jun-14	1950.79	0	157.51	1201	0	0						0
11-Jun-14	1943.89	0	156.27	1202	0	0						0
12-Jun-14	1930.11	0	153.29	1203	0	0						0
13-Jun-14	1936.16	0	154.05	1204	0	0						0
16-Jun-14	1937.78	0	154.13	1205	0	0						0
17-Jun-14	1941.99	0	154.56	1206	0	0						0
18-Jun-14	1956.98	0	156.43	1207	0	0						0
19-Jun-14	1959.48	0	157.11	1208	0	0						0
20-Jun-14	1962.87	0	157.56	1209	0	0						0
23-Jun-14	1962.61	0	157.19	1210	0	0						0
24-Jun-14	1949.98	0	154.71	1211	0	0						0
25-Jun-14	1959.53	0	156.34	1212	0	0						0
26-Jun-14	1957.22	0	156.09	1213	0	0						0
27-Jun-14	1960.96	0	156.62	1214	0	0						0
30-Jun-14	1960.23	0	157.07	1215	0	0						0
1-Jul-14	1973.32	0	158.66	1216	0	0						0
2-Jul-14	1974.62	0	158.7	1217	0	0						0
3-Jul-14	1985.44	0	160.29	1218	0	0						0
7-Jul-14	1977.65	0	158.62	1219	0	0						0
8-Jul-14	1963.71	0	157.55	1220	0	0						0
9-Jul-14	1972.83	0	159.11	1221	0	0						0
10-Jul-14	1964.68	0	157.03	1222	0	0						0
11-Jul-14	1967.57	0	156.83	1223	0	0						0
14-Jul-14	1977.1	0	157.5	1224	0	0						0
15-Jul-14	1973.28	0	157.25	1225	0	0						0
16-Jul-14	1981.57	0	158.03	1226	0	0						0
17-Jul-14	1958.12	0	155.69	1227	0	0						0
18-Jul-14	1978.22	0	157.52	1228	0	0						0
21-Jul-14	1973.63	0	156.31	1229	0	0						0
22-Jul-14	1983.53	0	158.43	1230	0	0						0
23-Jul-14	1987.01	0	158.99	1231	0	0						0
24-Jul-14	1987.98	0	159.33	1232	0	0						0
25-Jul-14	1978.34	0	158.51	1233	0	0						0
28-Jul-14	1978.91	0	157.87	1234	0	0						0
29-Jul-14	1969.95	0	156.17	1235	0	0						0
30-Jul-14	1970.07	0	156.96	1236	0	0						0
31-Jul-14	1930.67	0	153.02	1237	0	0						0
1-Aug-14	1925.15	0	153.29	1238	0	0						0
4-Aug-14	1938.99	0	155.7	1239	0	0						0
5-Aug-14	1920.21	0	153.58	1240	0	0						0
6-Aug-14	1920.24	0	153.66	1241	0	0						0
7-Aug-14	1909.57	0	151.63	1242	0	0						0
8-Aug-14	1931.59	0	155.44	1243	0	0						0
11-Aug-14	1936.92	0	156.74	1244	0	0						0
12-Aug-14	1933.75	0	156.32	1245	0	0						0
13-Aug-14	1946.72	0	157.24	1246	0	0						0
14-Aug-14	1955.18	0	158.37	1247	0	0						0
15-Aug-14	1955.06	0	158.05	1248	0	0						0
18-Aug-14	1971.74	0	160.85	1249	0	0						0
19-Aug-14	1981.6	0	162.76	1250	0	0						0
20-Aug-14	1986.51	0	164.18	1251	0	0						0
21-Aug-14	1992.37	0	164.38	1252	0	0						0
22-Aug-14	1988.4	0	165.01	1253	0	0						0
25-Aug-14	1997.92	0	166.07	1254	0	0						0
26-Aug-14	2000.02	0	166.24	1255	0	0						0
27-Aug-14	2000.12	0	165.99	1256	0	0						0
28-Aug-14	1996.74	0	165.38	1257	0	0						0
29-Aug-14	2003.37	0	165.85	1258	0	0						0
2-Sep-14	2002.28	0	166.31	1259	0	0						0
3-Sep-14	2000.72	0	166.46	1260	0	0						0
4-Sep-14	1997.65	0	167.16	1261	0	0						0
5-Sep-14	2007.71	0	168.75	1262	0	0						0
8-Sep-14	2001.54	1	7.1	38	0	0						0
9-Sep-14	1988.44	1	7.1	38	0	0						0
10-Sep-14	1995.69	1	7.1	38	0	0						0
11-Sep-14	1997.45	1	7.1	38	0	0						0
12-Sep-14	1985.54	1	7.1	38	0	0						0
15-Sep-14	1984.13	1	7.1	38	0	0						0
16-Sep-14	1998.98	1	7.1	38	1	1994.29						0
17-Sep-14	2001.57	1	7.1	38	1	1994.29						0
18-Sep-14	2011.36	1	7.1	38	1	1994.29						0
19-Sep-14	2010.4	1	7.1	38	1	1994.29						0
22-Sep-14	1994.29	1	7.1	38	1	1994.29						0
23-Sep-14	1982.77	1	7.1	38	1	1994.29						0
24-Sep-14	1998.3	1	7.1	38	1	1994.29						0
25-Sep-14	1965.99	1	7.1	38	1	1994.29						0
26-Sep-14	1982.85	1	7.1	38	1	1994.29						0
29-Sep-14	1977.8	1	7.1	38	1	1994.29						0
30-Sep-14	1972.29	1	7.1	38	1	1994.29						0
1-Oct-14	1946.16	1	7.1	38	1	1994.29						0
2-Oct-14	1946.17	1	7.1	38	1	1994.29						0
3-Oct-14	1967.9	1	7.1	38	1	1994.29						0
6-Oct-14	1964.82	1	7.1	38	1	1994.29						0
7-Oct-14	1935.1	1	7.1	38	1	1994.29						0
8-Oct-14	1968.89	1	7.1	38	1	1994.29						0
9-Oct-14	1928.21	1	7.1	38	1	1994.29						0
10-Oct-14	1906.13	1	7.1	38	1	1994.29						0
13-Oct-14	1874.74	1	7.1	38	1	1994.29						0
14-Oct-14	1877.7	1	7.1	38	1	1994.29						0
15-Oct-14	1862.49	1	7.1	38	1	1994.29						0
16-Oct-14	1862.76	1	7.1	38	1	1994.29						0
17-Oct-14	1886.76	1	7.1	38	1	1994.29						0
20-Oct-14	1904.01	1	7.1	38	1	1994.29						0
21-Oct-14	1941.28	1	7.1	38	1	1994.29						0
22-Oct-14	1927.11	1	7.1	38	1	1994.29						0
23-Oct-14	1950.82	1	7.1	38	1	1994.29						0
24-Oct-14	1964.58	1	7.1	38	1	1994.29						0
27-Oct-14	1961.63	1	7.1	38	1	1994.29						0
28-Oct-14	1985.05	1	7.1	38	1	1994.29						0
29-Oct-14	1982.3	1	7.1	38	0	0						0
30-Oct-14	1994.65	1	7.1	38	0	0						0
31-Oct-14	2018.05	0	172.37	1302	0	0						0
3-Nov-14	2017.81	0	172.38	1303	0	0						0
4-Nov-14	2012.1	0	170.73	1304	0	0						0
5-Nov-14	2023.57	0	173.07	1305	0	0						0
6-Nov-14	2031.21	0	175.62	1306	0	0						0
7-Nov-14	2031.92	0	175.35	1307	0	0						0
10-Nov-14	2038.26	0	176.33	1308	0	0						0
11-Nov-14	2039.68	0	176.81	1309	0	0						0
12-Nov-14	2038.25	0	177.71	1310	0	0						0
13-Nov-14	2039.33	0	177.41	1311	0	0						0
14-Nov-14	2039.82	0	177.26	1312	0	0						0
17-Nov-14	2041.32	0	176.83	1313	0	0						0
18-Nov-14	2051.8	0	178.25	1314	0	0						0
19-Nov-14	2048.72	0	178.12	1315	0	0						0
20-Nov-14	2052.75	0	179.17	1316	0	0						0
21-Nov-14	2063.5	0	181.42	1317	0	0						0
24-Nov-14	2069.41	0	183.23	1318	0	0						0
25-Nov-14	2067.03	0	183.29	1319	0	0						0
26-Nov-14	2072.83	0	183.71	1320	0	0						0
28-Nov-14	2067.56	0	183.58	1321	0	0						0
1-Dec-14	2053.44	0	180.5	1322	0	0						0
2-Dec-14	2066.55	0	182.49	1323	0	0						0
3-Dec-14	2074.33	0	185.25	1324	0	0						0
4-Dec-14	2071.92	0	184.38	1325	0	0						0
5-Dec-14	2075.37	0	184.8	1326	0	0						0
8-Dec-14	2060.31	0	182.71	1327	0	0						0
9-Dec-14	2059.82	0	182.57	1328	0	0						0
10-Dec-14	2026.14	0	179.01	1329	0	0						0
11-Dec-14	2035.33	0	180.93	1330	0	0						0
12-Dec-14	2002.33	0	177.22	1331	0	0						0
15-Dec-14	1989.63	0	177.15	1332	0	0						0
16-Dec-14	1972.74	0	174.74	1333	0	0						0
17-Dec-14	2012.89	0	179.9	1334	0	0						0
18-Dec-14	2061.23	0	185.26	1335	0	0						0
19-Dec-14	2070.65	0	185.34	1336	0	0						0
22-Dec-14	2078.54	0	187.54	1337	0	0						0
23-Dec-14	2082.17	0	188.78	1338	0	0						0
24-Dec-14	2081.88	0	189.15	1339	0	0						0
26-Dec-14	2088.77	0	189.38	1340	0	0						0
29-Dec-14	2090.57	0	189.96	1341	0	0						0
30-Dec-14	2080.35	0	189.26	1342	0	0						0
31-Dec-14	2058.9	0	187.2	1343	0	0						0
2-Jan-15	2058.2	0	186.57	1344	0	0						0
5-Jan-15	2020.58	0	182.1	1345	0	0						0
6-Jan-15	2002.61	0	179.74	1346	0	0						0
7-Jan-15	2025.9	0	183.33	1347	0	0						0
8-Jan-15	2062.14	0	188.65	1348	0	0						0
9-Jan-15	2044.81	0	185.74	1349	0	0						0
12-Jan-15	2028.26	0	184.57	1350	0	0						0
13-Jan-15	2023.03	0	184.49	1351	0	0						0
14-Jan-15	2011.27	0	182.05	1352	0	0						0
15-Jan-15	1992.67	0	179.52	1353	0	0						0
16-Jan-15	2019.42	0	183.3	1354	0	0						0
20-Jan-15	2022.55	0	183.33	1355	0	0						0
21-Jan-15	2032.12	0	185.2	1356	0	0						0
22-Jan-15	2063.15	0	191.23	1357	0	0						0
23-Jan-15	2051.82	0	190.54	1358	0	0						0
26-Jan-15	2057.09	0	191.43	1359	0	0						0
27-Jan-15	2029.55	0	189.26	1360	0	0						0
28-Jan-15	2002.16	0	186.99	1361	0	0						0
29-Jan-15	2021.25	0	190.36	1362	0	0						0
30-Jan-15	1994.99	0	185.26	1363	0	0						0
2-Feb-15	2020.85	0	186.78	1364	0	0						0
3-Feb-15	2050.03	0	190.96	1365	0	0						0
4-Feb-15	2041.51	0	191.35	1366	0	0						0
5-Feb-15	2062.52	0	192.38	1367	0	0						0
6-Feb-15	2055.47	0	193.17	1368	0	0						0
9-Feb-15	2046.74	0	192.16	1369	0	0						0
10-Feb-15	2068.59	0	195	1370	0	0						0
11-Feb-15	2068.53	0	195.35	1371	0	0						0
12-Feb-15	2088.48	0	198.47	1372	0	0						0
13-Feb-15	2096.99	0	198.7	1373	0	0						0
17-Feb-15	2100.34	0	198.65	1374	0	0						0
18-Feb-15	2099.68	0	199.09	1375	0	0						0
19-Feb-15	2097.45	0	199.01	1376	0	0						0
20-Feb-15	2110.3	0	201.99	1377	0	0						0
23-Feb-15	2109.66	0	202.16	1378	0	0						0
24-Feb-15	2115.48	0	202.11	1379	0	0						0
25-Feb-15	2113.86	0	202.52	1380	0	0						0
26-Feb-15	2110.74	0	201.1	1381	0	0						0
27-Feb-15	2104.5	0	200.87	1382	0	0						0
2-Mar-15	2117.39	0	203.54	1383	0	0						0
3-Mar-15	2107.78	0	202.54	1384	0	0						0
4-Mar-15	2098.53	0	201.34	1385	0	0						0
5-Mar-15	2101.04	0	202.82	1386	0	0						0
6-Mar-15	2071.26	0	199.91	1387	0	0						0
9-Mar-15	2079.43	0	201.6	1388	0	0						0
10-Mar-15	2044.16	0	197.39	1389	0	0						0
11-Mar-15	2040.24	0	197.3	1390	0	0						0
12-Mar-15	2065.95	0	202.16	1391	0	0						0
13-Mar-15	2053.4	0	200.57	1392	0	0						0
16-Mar-15	2081.19	0	204.53	1393	0	0						0
17-Mar-15	2074.28	0	204.37	1394	0	0						0
18-Mar-15	2099.5	0	206.1	1395	0	0						0
19-Mar-15	2089.27	0	205.54	1396	0	0						0
20-Mar-15	2108.1	0	207.44	1397	0	0						0
23-Mar-15	2104.42	0	205.44	1398	0	0						0
24-Mar-15	2091.5	0	204.51	1399	0	0						0
25-Mar-15	2061.05	0	199.92	1400	0	0						0
26-Mar-15	2056.15	0	198.76	1401	0	0						0
27-Mar-15	2061.02	0	199.71	1402	0	0						0
30-Mar-15	2086.24	0	203.62	1403	0	0						0
31-Mar-15	2067.89	0	201.33	1404	0	0						0
1-Apr-15	2059.69	0	199.92	1405	0	0						0
2-Apr-15	2066.96	0	201.37	1406	0	0						0
6-Apr-15	2080.62	0	201.4	1407	0	0						0
7-Apr-15	2076.33	0	200.58	1408	0	0						0
8-Apr-15	2081.9	0	203.1	1409	0	0						0
9-Apr-15	2091.18	0	202.71	1410	0	0						0
10-Apr-15	2102.06	0	203.23	1411	0	0						0
13-Apr-15	2092.43	0	202.78	1412	0	0						0
14-Apr-15	2095.84	0	202.82	1413	0	0						0
15-Apr-15	2106.63	0	202.39	1414	0	0						0
16-Apr-15	2104.99	0	202.41	1415	0	0						0
17-Apr-15	2081.18	0	198.41	1416	0	0						0
20-Apr-15	2100.4	0	201.55	1417	0	0						0
21-Apr-15	2097.29	0	202.27	1418	0	0						0
22-Apr-15	2107.96	0	202.55	1419	0	0						0
23-Apr-15	2112.93	0	203.8	1420	0	0						0
24-Apr-15	2117.69	0	203.07	1421	0	0						0
27-Apr-15	2108.92	0	201	1422	0	0						0
28-Apr-15	2114.76	0	201.09	1423	0	0						0
29-Apr-15	2106.85	0	198.52	1424	0	0						0
30-Apr-15	2085.51	0	195.71	1425	0	0						0
1-May-15	2108.29	0	199.93	1426	0	0						0
4-May-15	2114.49	0	200.76	1427	0	0						0
5-May-15	2089.46	0	198.04	1428	0	0						0
6-May-15	2080.15	0	197.88	1429	0	0						0
7-May-15	2088	0	199.58	1430	0	0						0
8-May-15	2116.1	0	203.2	1431	0	0						0
11-May-15	2105.33	0	202.41	1432	0	0						0
12-May-15	2099.12	0	201.37	1433	0	0						0
13-May-15	2098.48	0	200.15	1434	0	0						0
14-May-15	2121.1	0	203.04	1435	0	0						0
15-May-15	2122.73	0	204.03	1436	0	0						0
18-May-15	2129.2	0	205.85	1437	0	0						0
19-May-15	2127.83	0	206.36	1438	0	0						0
20-May-15	2125.85	0	204.71	1439	0	0						0
21-May-15	2130.82	0	205.06	1440	0	0						0
22-May-15	2126.06	0	203.91	1441	0	0						0
26-May-15	2104.2	0	200.49	1442	0	0						0
27-May-15	2123.48	0	203.07	1443	0	0						0
28-May-15	2120.79	0	202.57	1444	0	0						0
29-May-15	2107.39	0	200.52	1445	0	0						0
1-Jun-15	2111.73	0	201.3	1446	0	0						0
2-Jun-15	2109.6	0	201.12	1447	0	0						0
3-Jun-15	2114.07	0	202.59	1448	0	0						0
4-Jun-15	2095.84	0	199.55	1449	0	0						0
5-Jun-15	2092.83	0	199.48	1450	0	0						0
8-Jun-15	2079.28	0	197.65	1451	0	0						0
9-Jun-15	2080.15	0	197.02	1452	0	0						0
10-Jun-15	2105.2	0	200.08	1453	0	0						0
11-Jun-15	2108.86	0	201.71	1454	0	0						0
12-Jun-15	2094.11	0	200.63	1455	0	0						0
15-Jun-15	2084.43	0	199.56	1456	0	0						0
16-Jun-15	2096.29	0	200.91	1457	0	0						0
17-Jun-15	2100.44	0	201.43	1458	0	0						0
18-Jun-15	2121.24	0	204.67	1459	0	0						0
19-Jun-15	2109.99	0	203.79	1460	0	0						0
22-Jun-15	2122.85	0	205.41	1461	0	0						0
23-Jun-15	2124.2	0	205.83	1462	0	0						0
24-Jun-15	2108.58	0	203.32	1463	0	0						0
25-Jun-15	2102.31	0	202.83	1464	0	0						0
26-Jun-15	2101.49	0	203.68	1465	0	0						0
29-Jun-15	2057.64	0	197.97	1466	0	0						0
30-Jun-15	2063.11	0	198.87	1467	0	0						0
1-Jul-15	2077.42	0	201.07	1468	0	0						0
2-Jul-15	2076.78	0	200.32	1469	0	0						0
6-Jul-15	2068.76	0	200.11	1470	0	0						0
7-Jul-15	2081.34	0	201.99	1471	0	0						0
8-Jul-15	2046.68	0	197.42	1472	0	0						0
9-Jul-15	2051.31	0	198.98	1473	0	0						0
10-Jul-15	2076.62	0	202.93	1474	0	0						0
13-Jul-15	2099.6	0	206.2	1475	0	0						0
14-Jul-15	2108.95	0	206.91	1476	0	0						0
15-Jul-15	2107.4	0	206.62	1477	0	0						0
16-Jul-15	2124.29	0	208.33	1478	0	0						0
17-Jul-15	2126.64	0	207.43	1479	0	0						0
20-Jul-15	2128.28	0	207.91	1480	0	0						0
21-Jul-15	2119.21	0	207.08	1481	0	0						0
22-Jul-15	2114.15	0	208.81	1482	0	0						0
23-Jul-15	2102.15	0	207.14	1483	0	0						0
24-Jul-15	2079.65	0	205.33	1484	0	0						0
27-Jul-15	2067.64	0	202.99	1485	0	0						0
28-Jul-15	2093.25	0	205.52	1486	0	0						0
