date	close	down	downSize	recovery	redMark	val						
6-Oct-10	1159.97	1	13.9	133	1	1191.36						1212.05
7-Oct-10	1158.06	1	13.9	133	1	1191.36						1212.05
8-Oct-10	1165.15	1	13.9	133	1	1191.36						1212.05
11-Oct-10	1165.32	1	13.9	133	1	1191.36						1212.05
12-Oct-10	1169.77	1	13.9	133	1	1191.36						1212.05
13-Oct-10	1178.1	1	13.9	133	1	1191.36						1212.05
14-Oct-10	1173.81	1	13.9	133	1	1191.36						1212.05
15-Oct-10	1176.19	1	13.9	133	1	1191.36						1212.05
18-Oct-10	1184.71	1	13.9	133	1	1191.36						1212.05
19-Oct-10	1165.9	1	13.9	133	1	1191.36						1212.05
20-Oct-10	1178.17	1	13.9	133	1	1191.36						1212.05
21-Oct-10	1180.26	1	13.9	133	1	1191.36						1212.05
22-Oct-10	1183.08	1	13.9	133	1	1191.36						1212.05
25-Oct-10	1185.62	1	13.9	133	1	1191.36						1212.05
26-Oct-10	1185.64	1	13.9	133	1	1191.36						1212.05
27-Oct-10	1182.45	1	13.9	133	1	1191.36						1212.05
28-Oct-10	1183.78	1	13.9	133	1	1191.36						1212.05
29-Oct-10	1183.26	1	13.9	133	1	1191.36						1212.05
1-Nov-10	1184.38	1	13.9	133	1	1191.36						1212.05
2-Nov-10	1193.57	1	13.9	133	0	0						1212.05
3-Nov-10	1197.96	0	31.23	297	0	0						0
4-Nov-10	1221.06	0	33.41	298	0	0						0
5-Nov-10	1225.85	0	33.6	299	0	0						0
8-Nov-10	1223.25	0	33.34	300	0	0						0
9-Nov-10	1213.4	0	32.47	301	0	0						0
10-Nov-10	1218.71	0	32.88	302	0	0						0
11-Nov-10	1213.54	0	32.63	303	0	0						0
12-Nov-10	1199.21	0	31.04	304	0	0						0
15-Nov-10	1197.75	0	30.95	305	0	0						0
16-Nov-10	1178.34	0	29.19	306	0	0						0
17-Nov-10	1178.59	0	29.49	307	0	0						0
18-Nov-10	1196.69	0	31.05	308	0	0						0
19-Nov-10	1199.73	0	31.66	309	0	0						0
22-Nov-10	1197.84	0	31.53	310	0	0						0
23-Nov-10	1180.73	0	30.08	311	0	0						0
24-Nov-10	1198.35	0	31.94	312	0	0						0
26-Nov-10	1189.4	0	30.77	313	0	0						0
29-Nov-10	1187.76	0	30.31	314	0	0						0
30-Nov-10	1180.55	0	29.81	315	0	0						0
1-Dec-10	1206.07	0	32.12	316	0	0						0
2-Dec-10	1221.53	0	33.01	317	0	0						0
3-Dec-10	1224.71	0	33.43	318	0	0						0
6-Dec-10	1223.12	0	33.1	319	0	0						0
7-Dec-10	1223.75	0	33.56	320	0	0						0
8-Dec-10	1228.28	0	33.59	321	0	0						0
9-Dec-10	1233	0	33.46	322	0	0						0
10-Dec-10	1240.4	0	33.48	323	0	0						0
13-Dec-10	1240.46	0	33	324	0	0						0
14-Dec-10	1241.59	0	33.83	325	0	0						0
15-Dec-10	1235.23	0	33.51	326	0	0						0
16-Dec-10	1242.87	0	34.52	327	0	0						0
17-Dec-10	1243.91	0	34.48	328	0	0						0
20-Dec-10	1247.08	0	34.6	329	0	0						0
21-Dec-10	1254.6	0	35.02	330	0	0						0
22-Dec-10	1258.84	0	35.32	331	0	0						0
23-Dec-10	1256.77	0	35.4	332	0	0						0
27-Dec-10	1257.54	0	35.12	333	0	0						0
28-Dec-10	1258.51	0	35.17	334	0	0						0
29-Dec-10	1259.78	0	35.52	335	0	0						0
30-Dec-10	1257.88	0	35.37	336	0	0						0
31-Dec-10	1257.64	0	35.24	337	0	0						0
3-Jan-11	1271.87	0	35.9	338	0	0						0
4-Jan-11	1270.2	0	35.23	339	0	0						0
5-Jan-11	1276.56	0	35.12	340	0	0						0
6-Jan-11	1273.85	0	35.35	341	0	0						0
7-Jan-11	1271.5	0	35.82	342	0	0						0
10-Jan-11	1269.75	0	35.52	343	0	0						0
11-Jan-11	1274.48	0	36.17	344	0	0						0
12-Jan-11	1285.96	0	37.33	345	0	0						0
13-Jan-11	1283.76	0	37.18	346	0	0						0
14-Jan-11	1293.24	0	37.8	347	0	0						0
18-Jan-11	1295.02	0	38.63	348	0	0						0
19-Jan-11	1281.92	0	38.09	349	0	0						0
20-Jan-11	1280.26	0	37.94	350	0	0						0
21-Jan-11	1283.35	0	37.91	351	0	0						0
24-Jan-11	1290.84	0	38.86	352	0	0						0
25-Jan-11	1291.18	0	38.92	353	0	0						0
26-Jan-11	1296.63	0	39.2	354	0	0						0
27-Jan-11	1299.54	0	39.46	355	0	0						0
28-Jan-11	1276.34	0	36.83	356	0	0						0
31-Jan-11	1286.12	0	37.54	357	0	0						0
1-Feb-11	1307.59	0	38.83	358	0	0						0
2-Feb-11	1304.03	0	37.84	359	0	0						0
3-Feb-11	1307.1	0	37.9	360	0	0						0
4-Feb-11	1310.87	0	38.7	361	0	0						0
7-Feb-11	1319.05	0	39.66	362	0	0						0
8-Feb-11	1324.57	0	40.82	363	0	0						0
9-Feb-11	1320.88	0	40.63	364	0	0						0
10-Feb-11	1321.87	0	40.89	365	0	0						0
11-Feb-11	1329.15	0	41.53	366	0	0						0
14-Feb-11	1332.32	0	41.47	367	0	0						0
15-Feb-11	1328.01	0	41.07	368	0	0						0
16-Feb-11	1336.32	0	42.43	369	0	0						0
17-Feb-11	1340.43	0	43.27	370	0	0						0
18-Feb-11	1343.01	0	43.9	371	0	0						0
22-Feb-11	1315.44	0	41.3	372	0	0						0
23-Feb-11	1307.4	0	39.97	373	0	0						0
24-Feb-11	1306.1	0	40.39	374	0	0						0
25-Feb-11	1319.88	0	41.76	375	0	0						0
28-Feb-11	1327.22	0	42.27	376	0	0						0
1-Mar-11	1306.33	0	40.53	377	0	0						0
2-Mar-11	1308.44	0	41.09	378	0	0						0
3-Mar-11	1330.97	0	43.52	379	0	0						0
4-Mar-11	1321.15	0	42.51	380	0	0						0
7-Mar-11	1310.13	0	41.41	381	0	0						0
8-Mar-11	1321.82	0	42.58	382	0	0						0
9-Mar-11	1320.02	0	43	383	0	0						0
10-Mar-11	1295.11	0	41.22	384	0	0						0
11-Mar-11	1304.28	0	42.21	385	0	0						0
14-Mar-11	1296.39	0	41.09	386	0	0						0
15-Mar-11	1281.87	0	39.53	387	0	0						0
16-Mar-11	1256.88	0	37.61	388	0	0						0
17-Mar-11	1273.72	0	38.69	389	0	0						0
18-Mar-11	1279.21	0	39.61	390	0	0						0
21-Mar-11	1298.38	0	41.81	391	0	0						0
22-Mar-11	1293.77	0	41.57	392	0	0						0
23-Mar-11	1297.54	0	41.76	393	0	0						0
24-Mar-11	1309.66	0	42.93	394	0	0						0
25-Mar-11	1313.8	0	43.19	395	0	0						0
28-Mar-11	1310.19	0	42.64	396	0	0						0
29-Mar-11	1319.44	0	43.71	397	0	0						0
30-Mar-11	1328.26	0	44.22	398	0	0						0
31-Mar-11	1325.83	0	43.97	399	0	0						0
1-Apr-11	1332.41	0	44.78	400	0	0						0
4-Apr-11	1332.87	0	45.14	401	0	0						0
5-Apr-11	1332.63	0	49.72	402	0	0						0
6-Apr-11	1335.54	0	50.27	403	0	0						0
7-Apr-11	1333.51	0	49.8	404	0	0						0
8-Apr-11	1328.17	0	49.33	405	0	0						0
11-Apr-11	1324.46	0	49.3	406	0	0						0
12-Apr-11	1314.16	0	48.65	407	0	0						0
13-Apr-11	1314.41	0	48.41	408	0	0						0
14-Apr-11	1314.52	0	48.28	409	0	0						0
15-Apr-11	1319.68	0	49.02	410	0	0						0
18-Apr-11	1305.14	0	48.06	411	0	0						0
19-Apr-11	1312.62	0	48.91	412	0	0						0
20-Apr-11	1330.36	0	50.37	413	0	0						0
21-Apr-11	1337.38	0	50.77	414	0	0						0
25-Apr-11	1335.25	0	50.43	415	0	0						0
26-Apr-11	1347.24	0	52.17	416	0	0						0
27-Apr-11	1355.66	0	53.47	417	0	0						0
28-Apr-11	1360.48	0	54.36	418	0	0						0
29-Apr-11	1363.61	0	54.67	419	0	0						0
2-May-11	1361.22	0	54.36	420	0	0						0
3-May-11	1356.62	0	54.61	421	0	0						0
4-May-11	1347.32	0	53.18	422	0	0						0
5-May-11	1335.1	0	53	423	0	0						0
6-May-11	1340.2	0	53.31	424	0	0						0
9-May-11	1346.29	0	54.2	425	0	0						0
10-May-11	1357.16	0	55.34	426	0	0						0
11-May-11	1342.08	0	54.08	427	0	0						0
12-May-11	1348.65	0	55.23	428	0	0						0
13-May-11	1337.77	0	54.48	429	0	0						0
16-May-11	1329.47	0	54.37	430	0	0						0
17-May-11	1328.98	0	54.04	431	0	0						0
18-May-11	1340.68	0	54.78	432	0	0						0
19-May-11	1343.6	0	55.3	433	0	0						0
20-May-11	1333.27	0	54.48	434	0	0						0
23-May-11	1317.37	0	53.39	435	0	0						0
24-May-11	1316.28	0	53.07	436	0	0						0
25-May-11	1320.47	0	53.58	437	0	0						0
26-May-11	1325.69	0	54.1	438	0	0						0
27-May-11	1331.1	0	54.08	439	0	0						0
31-May-11	1345.2	0	54.73	440	0	0						0
1-Jun-11	1314.55	0	51.83	441	0	0						0
2-Jun-11	1312.94	0	51.46	442	0	0						0
3-Jun-11	1300.16	0	50.24	443	0	0						0
6-Jun-11	1286.17	0	49.2	444	0	0						0
7-Jun-11	1284.94	0	49.68	445	0	0						0
8-Jun-11	1279.56	0	48.92	446	0	0						0
9-Jun-11	1289	0	49.75	447	0	0						0
10-Jun-11	1270.98	0	47.92	448	0	0						0
13-Jun-11	1271.83	0	48.31	449	0	0						0
14-Jun-11	1287.87	0	49.97	450	0	0						0
15-Jun-11	1265.42	0	48.22	451	0	0						0
16-Jun-11	1267.64	0	48.63	452	0	0						0
17-Jun-11	1271.5	0	49.41	453	0	0						0
20-Jun-11	1278.36	0	50.27	454	0	0						0
21-Jun-11	1295.52	0	51.74	455	0	0						0
22-Jun-11	1287.14	0	51.26	456	0	0						0
23-Jun-11	1283.5	0	50.72	457	0	0						0
24-Jun-11	1268.45	0	48.92	458	0	0						0
27-Jun-11	1280.1	0	49.82	459	0	0						0
28-Jun-11	1296.67	0	51.98	460	0	0						0
29-Jun-11	1307.41	0	52.51	461	0	0						0
30-Jun-11	1320.64	0	53.71	462	0	0						0
1-Jul-11	1339.67	0	56.17	463	0	0						0
5-Jul-11	1337.88	0	55.43	464	0	0						0
6-Jul-11	1339.22	0	55.92	465	0	0						0
7-Jul-11	1353.22	0	56.86	466	0	0						0
8-Jul-11	1343.8	1	13.9	78	0	0						0
11-Jul-11	1319.49	1	13.9	78	0	0						0
12-Jul-11	1313.64	1	13.9	78	0	0						0
13-Jul-11	1317.72	1	13.9	78	0	0						0
14-Jul-11	1308.87	1	13.9	78	0	0						0
15-Jul-11	1316.14	1	13.9	78	0	0						0
18-Jul-11	1305.44	1	13.9	78	0	0						0
19-Jul-11	1326.73	1	13.9	78	0	0						0
20-Jul-11	1325.84	1	13.9	78	0	0						0
21-Jul-11	1343.8	1	13.9	78	0	0						0
22-Jul-11	1345.02	1	13.9	78	0	0						0
25-Jul-11	1337.43	1	13.9	78	0	0						0
26-Jul-11	1331.94	1	13.9	78	0	0						0
27-Jul-11	1304.89	1	13.9	78	0	0						0
28-Jul-11	1300.67	1	13.9	78	0	0						0
29-Jul-11	1292.28	1	13.9	78	0	0						0
1-Aug-11	1286.94	1	13.9	78	0	0						1286.94
2-Aug-11	1254.05	1	13.9	78	0	0	0					1286.94
3-Aug-11	1260.34	1	13.9	78	1	1254.19						1286.94
