,,,,,,,S&P 500 Total Return,,,,,,,N'th,,Row of,High Price,Row of ,,Value ,# Days Since,Length of ,Min Value,Start ,,
,,,,,,,Closing,Daily,Closing Price,,,,% Max,Largest,Drawdown,Drawdown,Prior to ,1st Day of,,At,Prior ,Drawdown,During,Date of,,
,Date,,,,,,Price,% Return,(100 scale),100,0,,Drawdown,Drawdown,Size,Recovery,Drawdown,Drawdown,,Recovery,Drawdown,in # Days,Drawdown,Drawdown,,
"1,245",8/12/2014,,,,,,"3,511.96",-0.16%,214.98,220.74,8.51,,,,,,,,,,,,,,,
"1,246",8/13/2014,,,,,,"3,536.42",0.70%,216.48,220.74,8.51,,,,,,,,,,,,,,,
"1,247",8/14/2014,,,,,,"3,551.97",0.44%,217.43,220.74,8.51,,,,,,,,,,,,,,,
"1,248",8/15/2014,,,,,,"3,552.17",0.01%,217.44,220.74,8.51,,,,,,,,,,,,,,,
"1,249",8/18/2014,,,,,,"3,582.70",0.86%,219.31,220.74,8.51,,,,,,,,,,,,,,,
"1,250",8/19/2014,,,,,,"3,601.33",0.52%,220.45,220.74,8.51,,,,,,,,,,,,,,,
"1,251",8/20/2014,,,,,,"3,610.49",0.25%,221.01,221.01,0,8.51,3.85%,,,,,,,,,,,,,
"1,252",8/21/2014,,,,,,"3,621.23",0.30%,221.67,221.67,0,,,,,,,,,,,,,,,
"1,253",8/22/2014,,,,,,"3,614.50",-0.19%,221.26,221.67,0.41,,,,,,,,,,,,,,,
"1,254",8/25/2014,,,,,,"3,631.86",0.48%,222.32,222.32,0,0.41,0.19%,,,,,,,,,,,,,
"1,255",8/26/2014,,,,,,"3,635.71",0.11%,222.55,222.55,0,,,,,,,,,,,,,,,
"1,256",8/27/2014,,,,,,"3,636.64",0.03%,222.61,222.61,0,,,,,,,,,,,,,,,
"1,257",8/28/2014,,,,,,"3,630.98",-0.16%,222.26,222.61,0.35,,,,,,,,,,,,,,,
"1,258",8/29/2014,,,,,,"3,643.33",0.34%,223.02,223.02,0,0.35,0.16%,,,,,,,,,,,,,
"1,259",9/2/2014,,,,,,"3,641.52",-0.05%,222.91,223.02,0.11,,,,,,,,,,,,,,,
"1,260",9/3/2014,,,,,,"3,639.35",-0.06%,222.78,223.02,0.24,,,,,,,,,,,,,,,
"1,261",9/4/2014,,,,,,"3,633.87",-0.15%,222.44,223.02,0.58,,,,,,,,,,,,,,,
"1,262",9/5/2014,,,,,,"3,652.26",0.51%,223.57,223.57,0,0.58,0.26%,,,,,,,,,,,,,
"1,263",9/8/2014,,,,,,"3,641.66",-0.29%,222.92,223.57,0.65,,,,,,,,,,,,,,,
"1,264",9/9/2014,,,,,,"3,617.89",-0.65%,221.46,223.57,2.1,,,,,,,,,,,,,,,
"1,265",9/10/2014,,,,,,"3,631.45",0.37%,222.29,223.57,2.1,,,,,,,,,,,,,,,
"1,266",9/11/2014,,,,,,"3,635.66",0.12%,222.55,223.57,2.1,,,,,,,,,,,,,,,
"1,267",9/12/2014,,,,,,"3,614.06",-0.59%,221.23,223.57,2.34,,,,,,,,,,,,,,,
"1,268",9/15/2014,,,,,,"3,611.52",-0.07%,221.07,223.57,2.49,,,,,,,,,,,,,,,
"1,269",9/16/2014,,,,,,"3,638.60",0.75%,222.73,223.57,2.49,,,,,,,,,,,,,,,
"1,270",9/17/2014,,,,,,"3,643.40",0.13%,223.02,223.57,2.49,,,,,,,,,,,,,,,
"1,271",9/18/2014,,,,,,"3,661.73",0.50%,224.15,224.15,0,2.49,1.11%,,,,,,,,,,,,,
"1,272",9/19/2014,,,,,1,"3,660.03",-0.05%,224.04,224.15,0.1,,,,,,,,,,,,,,,
"1,273",9/22/2014,,,,,1,"3,630.70",-0.80%,222.25,224.15,1.9,,,,,,,,,,,,,,,
"1,274",9/23/2014,,,,,1,"3,610.10",-0.57%,220.99,224.15,3.16,,,,,,,,,,,,,,,
"1,275",9/24/2014,,,,,1,"3,638.44",0.79%,222.72,224.15,3.16,,,,,,,,,,,,,,,
"1,276",9/25/2014,,,,,1,"3,579.61",-1.62%,219.12,224.15,5.03,,,,,,,,,,,,,,,
"1,277",9/26/2014,,,,,1,"3,610.98",0.88%,221.04,224.15,5.03,,,,,,,,,,,,,,,
"1,278",9/29/2014,,,,,1,"3,602.09",-0.25%,220.5,224.15,5.03,,,,,,,,,,,,,,,
"1,279",9/30/2014,,,,,1,"3,592.25",-0.27%,219.89,224.15,5.03,,,,,,,,,,,,,,,
"1,280",10/1/2014,,,,,1,"3,544.98",-1.32%,217,224.15,7.15,,,,,,,,,,,,,,,
"1,281",10/2/2014,,,,,1,"3,545.30",0.01%,217.02,224.15,7.15,,,,,,,,,,,,,,,
"1,282",10/3/2014,,,,,1,"3,584.94",1.12%,219.45,224.15,7.15,,,,,,,,,,,,,,,
"1,283",10/6/2014,,,,,1,"3,579.42",-0.15%,219.11,224.15,7.15,,,,,,,,,,,,,,,
"1,284",10/7/2014,,,,,1,"3,525.29",-1.51%,215.79,224.15,8.35,,,,,,,,,,,,,,,
"1,285",10/8/2014,,,,,1,"3,588.07",1.78%,219.64,224.15,8.35,,,,,,,,,,,,,,,
"1,286",10/9/2014,,,,,1,"3,514.12",-2.06%,215.11,224.15,9.04,,,,,,,,,,,,,,,
"1,287",10/10/2014,,,,,1,"3,474.23",-1.14%,212.67,224.15,11.48,,,,,,,,,,,,,,,
"1,288",10/13/2014,,,,,1,"3,417.01",-1.65%,209.17,224.15,14.98,,,,,,,,,,,,,,,
"1,289",10/14/2014,,,,,1,"3,422.43",0.16%,209.5,224.15,14.98,,,,,,,,,,,,,,,
"1,290",10/15/2014,,,,,1,"3,395.03",-0.80%,207.82,224.15,16.33,,,,,,,,,,,,,,,
"1,291",10/16/2014,,,,,1,"3,395.64",0.02%,207.86,224.15,16.33,,,,,,,,,,,,,,,
"1,292",10/17/2014,,,,,1,"3,439.39",1.29%,210.54,224.15,16.33,,,,,,,,,,,,,,,
"1,293",10/20/2014,,,,,1,"3,470.89",0.92%,212.46,224.15,16.33,,,,,,,,,,,,,,,
"1,294",10/21/2014,,,,,1,"3,538.90",1.96%,216.63,224.15,16.33,,,,,,,,,,,,,,,
"1,295",10/22/2014,,,,,1,"3,513.47",-0.72%,215.07,224.15,16.33,,,,,,,,,,,,,,,
"1,296",10/23/2014,,,,,1,"3,556.70",1.23%,217.72,224.15,16.33,,,,,,,,,,,,,,,
"1,297",10/24/2014,,,,,1,"3,581.82",0.71%,219.26,224.15,16.33,,,,,,,,,,,,,,,
"1,298",10/27/2014,,,,,1,"3,576.47",-0.15%,218.93,224.15,16.33,,,,,,,,,,,,,,,
"1,299",10/28/2014,,,,,1,"3,619.16",1.19%,221.54,224.15,16.33,,,,,,,,,,,,,,,
"1,300",10/29/2014,,,,,1,"3,614.53",-0.13%,221.26,224.15,16.33,,,,,,,,,,,,,,,
"1,301",10/30/2014,,,,,1,"3,637.30",0.63%,222.65,224.15,16.33,,,,,,,,,,,,,,,
"1,302",10/31/2014,,,,,1,"3,679.99",1.17%,225.26,225.26,0,16.33,7.25%,,,,,,,,,,,,,
"1,303",11/3/2014,,,,,,"3,679.58",-0.01%,225.24,225.26,0.03,,,,,,,,,,,,,,,
"1,304",11/4/2014,,,,,,"3,669.18",-0.28%,224.6,225.26,0.66,,,,,,,,,,,,,,,
"1,305",11/5/2014,,,,,,"3,691.38",0.61%,225.96,225.96,0,0.66,0.29%,,,,,,,,,,,,,
"1,306",11/6/2014,,,,,,"3,706.45",0.41%,226.88,226.88,0,,,,,,,,,,,,,,,
"1,307",11/7/2014,,,,,,"3,708.46",0.05%,227.01,227.01,0,,,,,,,,,,,,,,,
"1,308",11/10/2014,,,,,,"3,720.25",0.32%,227.73,227.73,0,,,,,,,,,,,,,,,
"1,309",11/11/2014,,,,,,"3,722.84",0.07%,227.89,227.89,0,,,,,,,,,,,,,,,
"1,310",11/12/2014,,,,,,"3,721.30",-0.04%,227.79,227.89,0.09,,,,,,,,,,,,,,,
"1,311",11/13/2014,,,,,,"3,723.58",0.06%,227.93,227.93,0,0.09,0.04%,,,,,,,,,,,,,
"1,312",11/14/2014,,,,,,"3,724.92",0.04%,228.01,228.01,0,,,,,,,,,,,,,,,
"1,313",11/17/2014,,,,,,"3,727.86",0.08%,228.19,228.19,0,,,,,,,,,,,,,,,
"1,314",11/18/2014,,,,,,"3,747.74",0.53%,229.41,229.41,0,,,,,,,,,,,,,,,
"1,315",11/19/2014,,,,,,"3,742.35",-0.14%,229.08,229.41,0.33,,,,,,,,,,,,,,,
"1,316",11/20/2014,,,,,,"3,749.87",0.20%,229.54,229.54,0,0.33,0.14%,,,,,,,,,,,,,
"1,317",11/21/2014,,,,,,"3,770.03",0.54%,230.78,230.78,0,,,,,,,,,,,,,,,
"1,318",11/24/2014,,,,,,"3,780.88",0.29%,231.44,231.44,0,,,,,,,,,,,,,,,
"1,319",11/25/2014,,,,,,"3,776.94",-0.10%,231.2,231.44,0.24,,,,,,,,,,,,,,,
"1,320",11/26/2014,,,,,,"3,788.42",0.30%,231.9,231.9,0,0.24,0.10%,,,,,,,,,,,,,
"1,321",11/28/2014,,,,,,"3,778.96",-0.25%,231.32,231.9,0.58,,,,,,,,,,,,,,,
"1,322",12/1/2014,,,,,,"3,753.31",-0.68%,229.75,231.9,2.15,,,,,,,,,,,,,,,
"1,323",12/2/2014,,,,,,"3,777.47",0.64%,231.23,231.9,2.15,,,,,,,,,,,,,,,
"1,324",12/3/2014,,,,,,"3,792.68",0.40%,232.16,232.16,0,2.15,0.93%,,,,,,,,,,,,,
"1,325",12/4/2014,,,,,,"3,788.34",-0.11%,231.9,232.16,0.27,,,,,,,,,,,,,,,
"1,326",12/5/2014,,,,,,"3,794.68",0.17%,232.29,232.29,0,0.27,0.11%,,,,,,,,,,,,,
"1,327",12/8/2014,,,,,,"3,767.70",-0.71%,230.63,232.29,1.65,,,,,,,,,,,,,,,
"1,328",12/9/2014,,,,,,"3,758.87",-0.23%,230.09,232.29,2.19,,,,,,,,,,,,,,,
"1,329",12/10/2014,,,,,,"3,705.51",-1.42%,226.83,232.29,5.46,,,,,,,,,,,,,,,
"1,330",12/11/2014,,,,,,"3,723.32",0.48%,227.92,232.29,5.46,,,,,,,,,,,,,,,
"1,331",12/12/2014,,,,,,"3,663.10",-1.62%,224.23,232.29,8.05,,,,,,,,,,,,,,,
"1,332",12/15/2014,,,,,,"3,639.97",-0.63%,222.81,232.29,9.47,,,,,,,,,,,,,,,
"1,333",12/16/2014,,,,,,"3,609.06",-0.85%,220.92,232.29,11.36,,,,,,,,,,,,,,,
"1,334",12/17/2014,,,,,,"3,682.70",2.04%,225.43,232.29,11.36,,,,,,,,,,,,,,,
"1,335",12/18/2014,,,,,,"3,771.72",2.42%,230.88,232.29,11.36,,,,,,,,,,,,,,,
"1,336",12/19/2014,,,,,,"3,788.97",0.46%,231.94,232.29,11.36,,,,,,,,,,,,,,,
"1,337",12/22/2014,,,,,,"3,803.94",0.40%,232.85,232.85,0,11.36,4.88%,,,,,,,,,,,,,
"1,338",12/23/2014,,,,,,"3,810.78",0.18%,233.27,233.27,0,,,,,,,,,,,,,,,
"1,339",12/24/2014,,,,,,"3,810.39",-0.01%,233.25,233.27,0.02,,,,,,,,,,,,,,,
"1,340",12/26/2014,,,,,,"3,823.00",0.33%,234.02,234.02,0,0.02,0.01%,,,,,,,,,,,,,
"1,341",12/29/2014,,,,,,"3,826.95",0.10%,234.26,234.26,0,,,,,,,,,,,,,,,
"1,342",12/30/2014,,,,,,"3,808.69",-0.48%,233.14,234.26,1.12,,,,,,,,,,,,,,,
"1,343",12/31/2014,,,,,,"3,769.44",-1.03%,230.74,234.26,3.52,,,,,,,,,,,,,,,
"1,344",1/2/2015,,,,,,"3,768.68",-0.02%,230.69,234.26,3.57,,,,,,,,,,,,,,,
"1,345",1/5/2015,,,,,,"3,700.03",-1.82%,226.49,234.26,7.77,,,,,,,,,,,,,,,
"1,346",1/6/2015,,,,,,"3,667.14",-0.89%,224.48,234.26,9.78,,,,,,,,,,,,,,,
"1,347",1/7/2015,,,,,,"3,710.94",1.19%,227.16,234.26,9.78,,,,,,,,,,,,,,,
"1,348",1/8/2015,,,,,,"3,777.40",1.79%,231.23,234.26,9.78,,,,,,,,,,,,,,,
"1,349",1/9/2015,,,,,,"3,745.67",-0.84%,229.29,234.26,9.78,,,,,,,,,,,,,,,
"1,350",1/12/2015,,,,,,"3,715.36",-0.81%,227.43,234.26,9.78,,,,,,,,,,,,,,,
"1,351",1/13/2015,,,,,,"3,706.15",-0.25%,226.87,234.26,9.78,,,,,,,,,,,,,,,
"1,352",1/14/2015,,,,,,"3,684.72",-0.58%,225.55,234.26,9.78,,,,,,,,,,,,,,,
"1,353",1/15/2015,,,,,,"3,650.74",-0.92%,223.47,234.26,10.79,,,,,,,,,,,,,,,
"1,354",1/16/2015,,,,,,"3,699.79",1.34%,226.48,234.26,10.79,,,,,,,,,,,,,,,
"1,355",1/20/2015,,,,,,"3,705.64",0.16%,226.83,234.26,10.79,,,,,,,,,,,,,,,
"1,356",1/21/2015,,,,,,"3,723.62",0.49%,227.94,234.26,10.79,,,,,,,,,,,,,,,
"1,357",1/22/2015,,,,,,"3,780.51",1.53%,231.42,234.26,10.79,,,,,,,,,,,,,,,
"1,358",1/23/2015,,,,,,"3,759.76",-0.55%,230.15,234.26,10.79,,,,,,,,,,,,,,,
"1,359",1/26/2015,,,,,,"3,769.45",0.26%,230.74,234.26,10.79,,,,,,,,,,,,,,,
"1,360",1/27/2015,,,,,,"3,718.99",-1.34%,227.65,234.26,10.79,,,,,,,,,,,,,,,
"1,361",1/28/2015,,,,,,"3,669.10",-1.34%,224.6,234.26,10.79,,,,,,,,,,,,,,,
"1,362",1/29/2015,,,,,,"3,704.35",0.96%,226.76,234.26,10.79,,,,,,,,,,,,,,,
"1,363",1/30/2015,,,,,,"3,656.28",-1.30%,223.81,234.26,10.79,,,,,,,,,,,,,,,
"1,364",2/2/2015,,,,,,"3,703.77",1.30%,226.72,234.26,10.79,,,,,,,,,,,,,,,
"1,365",2/3/2015,,,,,,"3,757.34",1.45%,230,234.26,10.79,,,,,,,,,,,,,,,
"1,366",2/4/2015,,,,,,"3,742.84",-0.39%,229.11,234.26,10.79,,,,,,,,,,,,,,,
"1,367",2/5/2015,,,,,,"3,782.11",1.05%,231.52,234.26,10.79,,,,,,,,,,,,,,,
"1,368",2/6/2015,,,,,,"3,770.20",-0.31%,230.79,234.26,10.79,,,,,,,,,,,,,,,
"1,369",2/9/2015,,,,,,"3,754.36",-0.42%,229.82,234.26,10.79,,,,,,,,,,,,,,,
"1,370",2/10/2015,,,,,,"3,794.62",1.07%,232.28,234.26,10.79,,,,,,,,,,,,,,,
"1,371",2/11/2015,,,,,,"3,795.82",0.03%,232.35,234.26,10.79,,,,,,,,,,,,,,,
"1,372",2/12/2015,,,,,,"3,833.35",0.99%,234.65,234.65,0,10.79,4.60%,,,,,,,,,,,,,
"1,373",2/13/2015,,,,,,"3,849.29",0.42%,235.63,235.63,0,,,,,,,,,,,,,,,
"1,374",2/17/2015,,,,,,"3,856.04",0.18%,236.04,236.04,0,,,,,,,,,,,,,,,
"1,375",2/18/2015,,,,,,"3,855.00",-0.03%,235.98,236.04,0.06,,,,,,,,,,,,,,,
"1,376",2/19/2015,,,,,,"3,851.53",-0.09%,235.77,236.04,0.28,,,,,,,,,,,,,,,
"1,377",2/20/2015,,,,,,"3,875.60",0.62%,237.24,237.24,0,0.28,0.12%,,,,,,,,,,,,,
"1,378",2/23/2015,,,,,,"3,874.46",-0.03%,237.17,237.24,0.07,,,,,,,,,,,,,,,
"1,379",2/24/2015,,,,,,"3,885.27",0.28%,237.83,237.83,0,0.07,0.03%,,,,,,,,,,,,,
"1,380",2/25/2015,,,,,,"3,882.95",-0.06%,237.69,237.83,0.14,,,,,,,,,,,,,,,
"1,381",2/26/2015,,,,,,"3,877.85",-0.13%,237.38,237.83,0.45,,,,,,,,,,,,,,,
"1,382",2/27/2015,,,,,,"3,866.42",-0.29%,236.68,237.83,1.15,,,,,,,,,,,,,,,
"1,383",3/2/2015,,,,,,"3,890.32",0.62%,238.14,238.14,0,1.15,0.48%,,,,,,,,,,,,,
"1,384",3/3/2015,,,,,,"3,872.71",-0.45%,237.06,238.14,1.08,,,,,,,,,,,,,,,
"1,385",3/4/2015,,,,,,"3,856.51",-0.42%,236.07,238.14,2.07,,,,,,,,,,,,,,,
"1,386",3/5/2015,,,,,,"3,861.29",0.12%,236.36,238.14,2.07,,,,,,,,,,,,,,,
"1,387",3/6/2015,,,,,,"3,807.04",-1.40%,233.04,238.14,5.1,,,,,,,,,,,,,,,
"1,388",3/9/2015,,,,,,"3,822.42",0.40%,233.98,238.14,5.1,,,,,,,,,,,,,,,
"1,389",3/10/2015,,,,,,"3,757.83",-1.69%,230.03,238.14,8.11,,,,,,,,,,,,,,,
"1,390",3/11/2015,,,,,,"3,751.20",-0.18%,229.62,238.14,8.52,,,,,,,,,,,,,,,
"1,391",3/12/2015,,,,,,"3,799.43",1.29%,232.58,238.14,8.52,,,,,,,,,,,,,,,
"1,392",3/13/2015,,,,,,"3,776.44",-0.61%,231.17,238.14,8.52,,,,,,,,,,,,,,,
"1,393",3/16/2015,,,,,,"3,827.62",1.36%,234.3,238.14,8.52,,,,,,,,,,,,,,,
"1,394",3/17/2015,,,,,,"3,814.91",-0.33%,233.52,238.14,8.52,,,,,,,,,,,,,,,
"1,395",3/18/2015,,,,,,"3,861.39",1.22%,236.37,238.14,8.52,,,,,,,,,,,,,,,
"1,396",3/19/2015,,,,,,"3,842.62",-0.49%,235.22,238.14,8.52,,,,,,,,,,,,,,,
"1,397",3/20/2015,,,,,,"3,877.26",0.90%,237.34,238.14,8.52,,,,,,,,,,,,,,,
"1,398",3/23/2015,,,,,,"3,870.49",-0.17%,236.93,238.14,8.52,,,,,,,,,,,,,,,
"1,399",3/24/2015,,,,,,"3,847.05",-0.61%,235.49,238.14,8.52,,,,,,,,,,,,,,,
"1,400",3/25/2015,,,,,,"3,791.13",-1.45%,232.07,238.14,8.52,,,,,,,,,,,,,,,
"1,401",3/26/2015,,,,,,"3,782.21",-0.24%,231.52,238.14,8.52,,,,,,,,,,,,,,,
"1,402",3/27/2015,,,,,,"3,791.90",0.26%,232.11,238.14,8.52,,,,,,,,,,,,,,,
"1,403",3/30/2015,,,,,,"3,838.65",1.23%,234.98,238.14,8.52,,,,,,,,,,,,,,,
"1,404",3/31/2015,,,,,,"3,805.27",-0.87%,232.93,238.14,8.52,,,,,,,,,,,,,,,
"1,405",4/1/2015,,,,,,"3,790.66",-0.38%,232.04,238.14,8.52,,,,,,,,,,,,,,,
"1,406",4/2/2015,,,,,,"3,804.14",0.36%,232.86,238.14,8.52,,,,,,,,,,,,,,,
"1,407",4/6/2015,,,,,,"3,829.31",0.66%,234.4,238.14,8.52,,,,,,,,,,,,,,,
"1,408",4/7/2015,,,,,,"3,821.49",-0.20%,233.93,238.14,8.52,,,,,,,,,,,,,,,
"1,409",4/8/2015,,,,,,"3,833.20",0.31%,234.64,238.14,8.52,,,,,,,,,,,,,,,
"1,410",4/9/2015,,,,,,"3,850.29",0.45%,235.69,238.14,8.52,,,,,,,,,,,,,,,
"1,411",4/10/2015,,,,,,"3,870.31",0.52%,236.91,238.14,8.52,,,,,,,,,,,,,,,
"1,412",4/13/2015,,,,,,"3,852.93",-0.45%,235.85,238.14,8.52,,,,,,,,,,,,,,,
"1,413",4/14/2015,,,,,,"3,859.22",0.16%,236.24,238.14,8.52,,,,,,,,,,,,,,,
"1,414",4/15/2015,,,,,,"3,879.10",0.52%,237.45,238.14,8.52,,,,,,,,,,,,,,,
"1,415",4/16/2015,,,,,,"3,876.17",-0.08%,237.27,238.14,8.52,,,,,,,,,,,,,,,
"1,416",4/17/2015,,,,,,"3,832.33",-1.13%,234.59,238.14,8.52,,,,,,,,,,,,,,,
"1,417",4/20/2015,,,,,,"3,867.82",0.93%,236.76,238.14,8.52,,,,,,,,,,,,,,,
"1,418",4/21/2015,,,,,,"3,862.15",-0.15%,236.42,238.14,8.52,,,,,,,,,,,,,,,
"1,419",4/22/2015,,,,,,"3,881.93",0.51%,237.63,238.14,8.52,,,,,,,,,,,,,,,
"1,420",4/23/2015,,,,,,"3,891.46",0.25%,238.21,238.21,0,8.52,3.58%,,,,,,,,,,,,,
"1,421",4/24/2015,,,,,,"3,900.24",0.23%,238.75,238.75,0,,,,,,,,,,,,,,,
"1,422",4/27/2015,,,,,,"3,884.10",-0.41%,237.76,238.75,0.99,,,,,,,,,,,,,,,
"1,423",4/28/2015,,,,,,"3,895.21",0.29%,238.44,238.75,0.99,,,,,,,,,,,,,,,
"1,424",4/29/2015,,,,,,"3,880.90",-0.37%,237.56,238.75,1.18,,,,,,,,,,,,,,,
"1,425",4/30/2015,,,,,,"3,841.78",-1.01%,235.17,238.75,3.58,,,,,,,,,,,,,,,
"1,426",5/1/2015,,,,,,"3,883.75",1.09%,237.74,238.75,3.58,,,,,,,,,,,,,,,
"1,427",5/4/2015,,,,,,"3,895.16",0.29%,238.44,238.75,3.58,,,,,,,,,,,,,,,
"1,428",5/5/2015,,,,,,"3,849.41",-1.17%,235.64,238.75,3.58,,,,,,,,,,,,,,,
"1,429",5/6/2015,,,,,,"3,833.70",-0.41%,234.67,238.75,4.07,,,,,,,,,,,,,,,
"1,430",5/7/2015,,,,,,"3,849.13",0.40%,235.62,238.75,4.07,,,,,,,,,,,,,,,
"1,431",5/8/2015,,,,,,"3,901.01",1.35%,238.79,238.79,0,4.07,1.71%,,,,,,,,,,,,,
"1,432",5/11/2015,,,,,,"3,881.93",-0.49%,237.63,238.79,1.17,,,,,,,,,,,,,,,
"1,433",5/12/2015,,,,,,"3,870.69",-0.29%,236.94,238.79,1.86,,,,,,,,,,,,,,,
"1,434",5/13/2015,,,,,,"3,870.36",-0.01%,236.92,238.79,1.88,,,,,,,,,,,,,,,
"1,435",5/14/2015,,,,,,"3,912.52",1.09%,239.5,239.5,0,1.88,0.78%,,,,,,,,,,,,,
"1,436",5/15/2015,,,,,,"3,915.99",0.09%,239.71,239.71,0,,,,,,,,,,,,,,,
"1,437",5/18/2015,,,,,,"3,928.15",0.31%,240.46,240.46,0,,,,,,,,,,,,,,,
"1,438",5/19/2015,,,,,,"3,926.41",-0.04%,240.35,240.46,0.11,,,,,,,,,,,,,,,
"1,439",5/20/2015,,,,,,"3,923.18",-0.08%,240.15,240.46,0.3,,,,,,,,,,,,,,,
"1,440",5/21/2015,,,,,,"3,932.90",0.25%,240.75,240.75,0,0.3,0.13%,,,,,,,,,,,,,
"1,441",5/22/2015,,,,,,"3,924.16",-0.22%,240.21,240.75,0.54,,,,,,,,,,,,,,,
"1,442",5/26/2015,,,,,,"3,883.88",-1.03%,237.75,240.75,3,,,,,,,,,,,,,,,
"1,443",5/27/2015,,,,,,"3,920.11",0.93%,239.96,240.75,3,,,,,,,,,,,,,,,
"1,444",5/28/2015,,,,,,"3,915.82",-0.11%,239.7,240.75,3,,,,,,,,,,,,,,,
"1,445",5/29/2015,,,,,,"3,891.18",-0.63%,238.19,240.75,3,,,,,,,,,,,,,,,
"1,446",6/1/2015,,,,,,"3,899.59",0.22%,238.71,240.75,3,,,,,,,,,,,,,,,
"1,447",6/2/2015,,,,,,"3,895.85",-0.10%,238.48,240.75,3,,,,,,,,,,,,,,,
"1,448",6/3/2015,,,,,,"3,904.83",0.23%,239.03,240.75,3,,,,,,,,,,,,,,,
"1,449",6/4/2015,,,,,,"3,871.23",-0.86%,236.97,240.75,3.78,,,,,,,,,,,,,,,
"1,450",6/5/2015,,,,,,"3,865.83",-0.14%,236.64,240.75,4.11,,,,,,,,,,,,,,,
"1,451",6/8/2015,,,,,,"3,841.45",-0.63%,235.15,240.75,5.6,,,,,,,,,,,,,,,
"1,452",6/9/2015,,,,,,"3,843.16",0.04%,235.25,240.75,5.6,,,,,,,,,,,,,,,
"1,453",6/10/2015,,,,,,"3,889.70",1.21%,238.1,240.75,5.6,,,,,,,,,,,,,,,
"1,454",6/11/2015,,,,,,"3,897.59",0.20%,238.58,240.75,5.6,,,,,,,,,,,,,,,
"1,455",6/12/2015,,,,,,"3,870.56",-0.69%,236.93,240.75,5.6,,,,,,,,,,,,,,,
"1,456",6/15/2015,,,,,,"3,852.75",-0.46%,235.84,240.75,5.6,,,,,,,,,,,,,,,
"1,457",6/16/2015,,,,,,"3,874.73",0.57%,237.19,240.75,5.6,,,,,,,,,,,,,,,
"1,458",6/17/2015,,,,,,"3,882.49",0.20%,237.66,240.75,5.6,,,,,,,,,,,,,,,
"1,459",6/18/2015,,,,,,"3,921.43",1.00%,240.04,240.75,5.6,,,,,,,,,,,,,,,
"1,460",6/19/2015,,,,,,"3,900.64",-0.53%,238.77,240.75,5.6,,,,,,,,,,,,,,,
"1,461",6/22/2015,,,,,,"3,924.41",0.61%,240.23,240.75,5.6,,,,,,,,,,,,,,,
"1,462",6/23/2015,,,,,,"3,927.23",0.07%,240.4,240.75,5.6,,,,,,,,,,,,,,,
"1,463",6/24/2015,,,,,,"3,898.47",-0.73%,238.64,240.75,5.6,,,,,,,,,,,,,,,
"1,464",6/25/2015,,,,,,"3,887.04",-0.29%,237.94,240.75,5.6,,,,,,,,,,,,,,,
"1,465",6/26/2015,,,,,,"3,886.21",-0.02%,237.89,240.75,5.6,,,,,,,,,,,,,,,
"1,466",6/29/2015,,,,,,"3,805.50",-2.08%,232.95,240.75,7.8,,,,,,,,,,,,,,,
"1,467",6/30/2015,,,,,,"3,815.85",0.27%,233.58,240.75,7.8,,,,,,,,,,,,,,,
"1,468",7/1/2015,,,,,,"3,843.26",0.72%,235.26,240.75,7.8,,,,,,,,,,,,,,,
"1,469",7/2/2015,,,,,,"3,842.06",-0.03%,235.19,240.75,7.8,,,,,,,,,,,,,,,
"1,470",7/6/2015,,,,,,"3,827.35",-0.38%,234.29,240.75,7.8,,,,,,,,,,,,,,,
"1,471",7/7/2015,,,,,,"3,850.66",0.61%,235.71,240.75,7.8,,,,,,,,,,,,,,,
"1,472",7/8/2015,,,,,,"3,787.67",-1.64%,231.86,240.75,8.89,,,,,,,,,,,,,,,
"1,473",7/9/2015,,,,,,"3,796.26",0.23%,232.38,240.75,8.89,,,,,,,,,,,,,,,
"1,474",7/10/2015,,,,,,"3,843.10",1.23%,235.25,240.75,8.89,,,,,,,,,,,,,,,
"1,475",7/13/2015,,,,,,"3,885.97",1.12%,237.87,240.75,8.89,,,,,,,,,,,,,,,
"1,476",7/14/2015,,,,,,"3,903.31",0.45%,238.93,240.75,8.89,,,,,,,,,,,,,,,
"1,477",7/15/2015,,,,,,"3,900.50",-0.07%,238.76,240.75,8.89,,,,,,,,,,,,,,,
"1,478",7/16/2015,,,,,,"3,931.85",0.80%,240.68,240.75,8.89,,,,,,,,,,,,,,,
"1,479",7/17/2015,,,,,,"3,936.22",0.11%,240.95,240.95,0,8.89,3.69%,,,,,,,,,,,,,
"1,480",7/20/2015,,,,,,"3,939.35",0.08%,241.14,241.14,0,,,,,,,,,,,,,,,
"1,481",7/21/2015,,,,,1,"3,922.70",-0.42%,240.12,241.14,1.02,,,,,,,,,,,,,,,
"1,482",7/22/2015,,,,,1,"3,913.75",-0.23%,239.57,241.14,1.57,,,,,,,,,,,,,,,
"1,483",7/23/2015,,,,,1,"3,891.79",-0.56%,238.23,241.14,2.91,,,,,,,,,,,,,,,
"1,484",7/24/2015,,,,,1,"3,850.15",-1.07%,235.68,241.14,5.46,,,,,,,,,,,,,,,
"1,485",7/27/2015,,,,,1,"3,827.93",-0.58%,234.32,241.14,6.82,,,,,,,,,,,,,,,
"1,486",7/28/2015,,,,,1,"3,875.37",1.24%,237.22,241.14,6.82,,,,,,,,,,,,,,,
