,,,,,,,S&P 500 Total Return,,,,,,,N'th,,Row of,High Price,Row of ,,Value ,# Days Since,Length of ,Min Value,Start ,,
,,,,,,,Closing,Daily,Closing Price,,,,% Max,Largest,Drawdown,Drawdown,Prior to ,1st Day of,,At,Prior ,Drawdown,During,Date of,,
,Date,,,,,,Price,% Return,(100 scale),100,0,,Drawdown,Drawdown,Size,Recovery,Drawdown,Drawdown,,Recovery,Drawdown,in # Days,Drawdown,Drawdown,,
494,8/16/2011,,,,,1,"2,029.92",-0.96%,124.26,141.14,24.63,,,,,,,,,,,,,,,
495,8/17/2011,,,,,1,"2,032.41",0.12%,124.41,141.14,24.63,,,,,,,,,,,,,,,
496,8/18/2011,,,,,1,"1,941.92",-4.45%,118.87,141.14,24.63,,,,,,,,,,,,,,,
497,8/19/2011,,,,,1,"1,912.77",-1.50%,117.09,141.14,24.63,,,,,,,,,,,,,,,
498,8/22/2011,,,,,1,"1,913.27",0.03%,117.12,141.14,24.63,,,,,,,,,,,,,,,
499,8/23/2011,,,,,1,"1,978.89",3.43%,121.13,141.14,24.63,,,,,,,,,,,,,,,
500,8/24/2011,,,,,1,"2,005.13",1.33%,122.74,141.14,24.63,,,,,,,,,,,,,,,
501,8/25/2011,,,,,1,"1,973.96",-1.55%,120.83,141.14,24.63,,,,,,,,,,,,,,,
502,8/26/2011,,,,,1,"2,004.11",1.53%,122.68,141.14,24.63,,,,,,,,,,,,,,,
503,8/29/2011,,,,,1,"2,061.05",2.84%,126.16,141.14,24.63,,,,,,,,,,,,,,,
504,8/30/2011,,,,,1,"2,066.37",0.26%,126.49,141.14,24.63,,,,,,,,,,,,,,,
505,8/31/2011,,,,,1,"2,076.78",0.50%,127.13,141.14,24.63,,,,,,,,,,,,,,,
506,9/1/2011,,,,,1,"2,052.30",-1.18%,125.63,141.14,24.63,,,,,,,,,,,,,,,
507,9/2/2011,,,,,1,"2,000.50",-2.52%,122.46,141.14,24.63,,,,,,,,,,,,,,,
508,9/6/2011,,,,,1,"1,985.67",-0.74%,121.55,141.14,24.63,,,,,,,,,,,,,,,
509,9/7/2011,,,,,1,"2,043.05",2.89%,125.06,141.14,24.63,,,,,,,,,,,,,,,
510,9/8/2011,,,,,1,"2,021.42",-1.06%,123.74,141.14,24.63,,,,,,,,,,,,,,,
511,9/9/2011,,,,,1,"1,967.47",-2.67%,120.44,141.14,24.63,,,,,,,,,,,,,,,
512,9/12/2011,,,,,1,"1,981.30",0.70%,121.28,141.14,24.63,,,,,,,,,,,,,,,
513,9/13/2011,,,,,1,"2,000.08",0.95%,122.43,141.14,24.63,,,,,,,,,,,,,,,
514,9/14/2011,,,,,1,"2,027.04",1.35%,124.08,141.14,24.63,,,,,,,,,,,,,,,
515,9/15/2011,,,,,1,"2,062.25",1.74%,126.24,141.14,24.63,,,,,,,,,,,,,,,
516,9/16/2011,,,,,1,"2,074.06",0.57%,126.96,141.14,24.63,,,,,,,,,,,,,,,
517,9/19/2011,,,,,1,"2,053.74",-0.98%,125.72,141.14,24.63,,,,,,,,,,,,,,,
518,9/20/2011,,,,,1,"2,050.39",-0.16%,125.51,141.14,24.63,,,,,,,,,,,,,,,
519,9/21/2011,,,,,1,"1,990.20",-2.94%,121.83,141.14,24.63,,,,,,,,,,,,,,,
520,9/22/2011,,,,,1,"1,926.76",-3.19%,117.94,141.14,24.63,,,,,,,,,,,,,,,
521,9/23/2011,,,,,1,"1,938.73",0.62%,118.68,141.14,24.63,,,,,,,,,,,,,,,
522,9/26/2011,,,,,1,"1,983.97",2.33%,121.45,141.14,24.63,,,,,,,,,,,,,,,
523,9/27/2011,,,,,1,"2,005.19",1.07%,122.74,141.14,24.63,,,,,,,,,,,,,,,
524,9/28/2011,,,,,1,"1,964.20",-2.04%,120.24,141.14,24.63,,,,,,,,,,,,,,,
525,9/29/2011,,,,,1,"1,980.23",0.82%,121.22,141.14,24.63,,,,,,,,,,,,,,,
526,9/30/2011,,,,,1,"1,930.79",-2.50%,118.19,141.14,24.63,,,,,,,,,,,,,,,
527,10/3/2011,,,,,1,"1,875.95",-2.84%,114.83,141.14,26.31,,,,,,,,,,,,,,,
528,10/4/2011,,,,,1,"1,918.39",2.26%,117.43,141.14,26.31,,,,,,,,,,,,,,,
529,10/5/2011,,,,,1,"1,953.67",1.84%,119.59,141.14,26.31,,,,,,,,,,,,,,,
530,10/6/2011,,,,,1,"1,989.61",1.84%,121.79,141.14,26.31,,,,,,,,,,,,,,,
531,10/7/2011,,,,,1,"1,973.42",-0.81%,120.8,141.14,26.31,,,,,,,,,,,,,,,
532,10/10/2011,,,,,1,"2,040.76",3.41%,124.92,141.14,26.31,,,,,,,,,,,,,,,
533,10/11/2011,,,,,1,"2,041.90",0.06%,124.99,141.14,26.31,,,,,,,,,,,,,,,
534,10/12/2011,,,,,1,"2,062.22",1.00%,126.24,141.14,26.31,,,,,,,,,,,,,,,
535,10/13/2011,,,,,1,"2,056.26",-0.29%,125.87,141.14,26.31,,,,,,,,,,,,,,,
536,10/14/2011,,,,,1,"2,091.99",1.74%,128.06,141.14,26.31,,,,,,,,,,,,,,,
537,10/17/2011,,,,,1,"2,051.54",-1.93%,125.58,141.14,26.31,,,,,,,,,,,,,,,
538,10/18/2011,,,,,1,"2,093.43",2.04%,128.15,141.14,26.31,,,,,,,,,,,,,,,
539,10/19/2011,,,,,1,"2,067.28",-1.25%,126.55,141.14,26.31,,,,,,,,,,,,,,,
540,10/20/2011,,,,,1,"2,076.75",0.46%,127.12,141.14,26.31,,,,,,,,,,,,,,,
541,10/21/2011,,,,,1,"2,115.86",1.88%,129.52,141.14,26.31,,,,,,,,,,,,,,,
542,10/24/2011,,,,,1,"2,143.13",1.29%,131.19,141.14,26.31,,,,,,,,,,,,,,,
543,10/25/2011,,,,,1,"2,100.17",-2.00%,128.56,141.14,26.31,,,,,,,,,,,,,,,
544,10/26/2011,,,,,1,"2,122.32",1.05%,129.91,141.14,26.31,,,,,,,,,,,,,,,
545,10/27/2011,,,,,1,"2,195.22",3.43%,134.38,141.14,26.31,,,,,,,,,,,,,,,
546,10/28/2011,,,,,1,"2,196.13",0.04%,134.43,141.14,26.31,,,,,,,,,,,,,,,
547,10/31/2011,,,,,1,"2,141.81",-2.47%,131.11,141.14,26.31,,,,,,,,,,,,,,,
548,11/1/2011,,,,,1,"2,081.97",-2.79%,127.44,141.14,26.31,,,,,,,,,,,,,,,
549,11/2/2011,,,,,1,"2,115.70",1.62%,129.51,141.14,26.31,,,,,,,,,,,,,,,
550,11/3/2011,,,,,1,"2,155.87",1.90%,131.97,141.14,26.31,,,,,,,,,,,,,,,
551,11/4/2011,,,,,1,"2,142.34",-0.63%,131.14,141.14,26.31,,,,,,,,,,,,,,,
552,11/7/2011,,,,,1,"2,156.00",0.64%,131.98,141.14,26.31,,,,,,,,,,,,,,,
553,11/8/2011,,,,,1,"2,182.61",1.23%,133.6,141.14,26.31,,,,,,,,,,,,,,,
554,11/9/2011,,,,,1,"2,102.72",-3.66%,128.71,141.14,26.31,,,,,,,,,,,,,,,
555,11/10/2011,,,,,1,"2,121.14",0.88%,129.84,141.14,26.31,,,,,,,,,,,,,,,
556,11/11/2011,,,,,1,"2,162.48",1.95%,132.37,141.14,26.31,,,,,,,,,,,,,,,
557,11/14/2011,,,,,1,"2,142.09",-0.94%,131.12,141.14,26.31,,,,,,,,,,,,,,,
558,11/15/2011,,,,,1,"2,152.80",0.50%,131.78,141.14,26.31,,,,,,,,,,,,,,,
559,11/16/2011,,,,,1,"2,117.64",-1.63%,129.63,141.14,26.31,,,,,,,,,,,,,,,
560,11/17/2011,,,,,1,"2,082.10",-1.68%,127.45,141.14,26.31,,,,,,,,,,,,,,,
561,11/18/2011,,,,,1,"2,081.42",-0.03%,127.41,141.14,26.31,,,,,,,,,,,,,,,
562,11/21/2011,,,,,1,"2,042.71",-1.86%,125.04,141.14,26.31,,,,,,,,,,,,,,,
563,11/22/2011,,,,,1,"2,034.41",-0.41%,124.53,141.14,26.31,,,,,,,,,,,,,,,
564,11/23/2011,,,,,1,"1,989.54",-2.21%,121.79,141.14,26.31,,,,,,,,,,,,,,,
565,11/25/2011,,,,,1,"1,984.50",-0.25%,121.48,141.14,26.31,,,,,,,,,,,,,,,
566,11/28/2011,,,,,1,"2,042.80",2.94%,125.05,141.14,26.31,,,,,,,,,,,,,,,
567,11/29/2011,,,,,1,"2,048.06",0.26%,125.37,141.14,26.31,,,,,,,,,,,,,,,
568,11/30/2011,,,,,1,"2,137.08",4.35%,130.82,141.14,26.31,,,,,,,,,,,,,,,
569,12/1/2011,,,,,1,"2,133.07",-0.19%,130.57,141.14,26.31,,,,,,,,,,,,,,,
570,12/2/2011,,,,,1,"2,132.64",-0.02%,130.55,141.14,26.31,,,,,,,,,,,,,,,
571,12/5/2011,,,,,1,"2,154.68",1.03%,131.9,141.14,26.31,,,,,,,,,,,,,,,
572,12/6/2011,,,,,1,"2,157.10",0.11%,132.04,141.14,26.31,,,,,,,,,,,,,,,
573,12/7/2011,,,,,1,"2,162.07",0.23%,132.35,141.14,26.31,,,,,,,,,,,,,,,
574,12/8/2011,,,,,1,"2,116.41",-2.11%,129.55,141.14,26.31,,,,,,,,,,,,,,,
575,12/9/2011,,,,,1,"2,152.15",1.69%,131.74,141.14,26.31,,,,,,,,,,,,,,,
576,12/12/2011,,,,,1,"2,120.15",-1.49%,129.78,141.14,26.31,,,,,,,,,,,,,,,
577,12/13/2011,,,,,1,"2,102.15",-0.85%,128.68,141.14,26.31,,,,,,,,,,,,,,,
578,12/14/2011,,,,,1,"2,078.51",-1.12%,127.23,141.14,26.31,,,,,,,,,,,,,,,
579,12/15/2011,,,,,1,"2,085.44",0.33%,127.66,141.14,26.31,,,,,,,,,,,,,,,
580,12/16/2011,,,,,1,"2,092.18",0.32%,128.07,141.14,26.31,,,,,,,,,,,,,,,
581,12/19/2011,,,,,1,"2,067.67",-1.17%,126.57,141.14,26.31,,,,,,,,,,,,,,,
582,12/20/2011,,,,,1,"2,129.67",3.00%,130.36,141.14,26.31,,,,,,,,,,,,,,,
583,12/21/2011,,,,,1,"2,133.86",0.20%,130.62,141.14,26.31,,,,,,,,,,,,,,,
584,12/22/2011,,,,,1,"2,152.04",0.85%,131.73,141.14,26.31,,,,,,,,,,,,,,,
585,12/23/2011,,,,,1,"2,171.50",0.90%,132.92,141.14,26.31,,,,,,,,,,,,,,,
586,12/27/2011,,,,,1,"2,171.71",0.01%,132.94,141.14,26.31,,,,,,,,,,,,,,,
587,12/28/2011,,,,,1,"2,145.09",-1.23%,131.31,141.14,26.31,,,,,,,,,,,,,,,
588,12/29/2011,,,,,1,"2,168.12",1.07%,132.72,141.14,26.31,,,,,,,,,,,,,,,
589,12/30/2011,,,,,1,"2,158.94",-0.42%,132.16,141.14,26.31,,,,,,,,,,,,,,,
590,1/3/2012,,,,,1,"2,192.40",1.55%,134.2,141.14,26.31,,,,,,,,,,,,,,,
591,1/4/2012,,,,,1,"2,193.28",0.04%,134.26,141.14,26.31,,,,,,,,,,,,,,,
592,1/5/2012,,,,,1,"2,199.73",0.29%,134.65,141.14,26.31,,,,,,,,,,,,,,,
593,1/6/2012,,,,,1,"2,194.98",-0.22%,134.36,141.14,26.31,,,,,,,,,,,,,,,
594,1/9/2012,,,,,1,"2,200.00",0.23%,134.67,141.14,26.31,,,,,,,,,,,,,,,
595,1/10/2012,,,,,1,"2,219.58",0.89%,135.87,141.14,26.31,,,,,,,,,,,,,,,
596,1/11/2012,,,,,1,"2,220.48",0.04%,135.92,141.14,26.31,,,,,,,,,,,,,,,
597,1/12/2012,,,,,1,"2,225.74",0.24%,136.25,141.14,26.31,,,,,,,,,,,,,,,
598,1/13/2012,,,,,1,"2,214.73",-0.49%,135.57,141.14,26.31,,,,,,,,,,,,,,,
599,1/17/2012,,,,,1,"2,222.59",0.35%,136.05,141.14,26.31,,,,,,,,,,,,,,,
600,1/18/2012,,,,,1,"2,247.64",1.13%,137.59,141.14,26.31,,,,,,,,,,,,,,,
601,1/19/2012,,,,,1,"2,258.80",0.50%,138.27,141.14,26.31,,,,,,,,,,,,,,,
602,1/20/2012,,,,,1,"2,260.37",0.07%,138.36,141.14,26.31,,,,,,,,,,,,,,,
603,1/23/2012,,,,,1,"2,261.47",0.05%,138.43,141.14,26.31,,,,,,,,,,,,,,,
604,1/24/2012,,,,,1,"2,259.22",-0.10%,138.29,141.14,26.31,,,,,,,,,,,,,,,
605,1/25/2012,,,,,1,"2,278.83",0.87%,139.49,141.14,26.31,,,,,,,,,,,,,,,
606,1/26/2012,,,,,1,"2,265.84",-0.57%,138.7,141.14,26.31,,,,,,,,,,,,,,,
607,1/27/2012,,,,,1,"2,262.35",-0.15%,138.49,141.14,26.31,,,,,,,,,,,,,,,
608,1/30/2012,,,,,1,"2,256.72",-0.25%,138.14,141.14,26.31,,,,,,,,,,,,,,,
609,1/31/2012,,,,,1,"2,255.69",-0.05%,138.08,141.14,26.31,,,,,,,,,,,,,,,
610,2/1/2012,,,,,1,"2,276.24",0.91%,139.34,141.14,26.31,,,,,,,,,,,,,,,
611,2/2/2012,,,,,1,"2,278.92",0.12%,139.5,141.14,26.31,,,,,,,,,,,,,,,
612,2/3/2012,,,,,1,"2,312.49",1.47%,141.56,141.56,0,26.31,18.59%,,,,,,,,,,,,,
613,2/6/2012,,,,,,"2,311.55",-0.04%,141.5,141.56,0.06,,,,,,,,,,,,,,,
614,2/7/2012,,,,,,"2,316.27",0.20%,141.79,141.79,0,0.06,0.04%,,,,,,,,,,,,,
615,2/8/2012,,,,,,"2,322.11",0.25%,142.14,142.14,0,,,,,,,,,,,,,,,
616,2/9/2012,,,,,,"2,325.56",0.15%,142.36,142.36,0,,,,,,,,,,,,,,,
617,2/10/2012,,,,,,"2,309.60",-0.69%,141.38,142.36,0.98,,,,,,,,,,,,,,,
618,2/13/2012,,,,,,"2,325.81",0.70%,142.37,142.37,0,0.98,0.69%,,,,,,,,,,,,,
619,2/14/2012,,,,,,"2,324.00",-0.08%,142.26,142.37,0.11,,,,,,,,,,,,,,,
620,2/15/2012,,,,,,"2,312.28",-0.50%,141.54,142.37,0.83,,,,,,,,,,,,,,,
621,2/16/2012,,,,,,"2,338.12",1.12%,143.12,143.12,0,0.83,0.58%,,,,,,,,,,,,,
622,2/17/2012,,,,,,"2,343.67",0.24%,143.46,143.46,0,,,,,,,,,,,,,,,
623,2/21/2012,,,,,,"2,345.41",0.07%,143.57,143.57,0,,,,,,,,,,,,,,,
624,2/22/2012,,,,,,"2,337.67",-0.33%,143.1,143.57,0.47,,,,,,,,,,,,,,,
625,2/23/2012,,,,,,"2,348.11",0.45%,143.74,143.74,0,0.47,0.33%,,,,,,,,,,,,,
626,2/24/2012,,,,,,"2,352.34",0.18%,143.99,143.99,0,,,,,,,,,,,,,,,
627,2/27/2012,,,,,,"2,355.74",0.14%,144.2,144.2,0,,,,,,,,,,,,,,,
628,2/28/2012,,,,,,"2,364.03",0.35%,144.71,144.71,0,,,,,,,,,,,,,,,
629,2/29/2012,,,,,,"2,353.23",-0.46%,144.05,144.71,0.66,,,,,,,,,,,,,,,
630,3/1/2012,,,,,,"2,367.87",0.62%,144.95,144.95,0,0.66,0.46%,,,,,,,,,,,,,
631,3/2/2012,,,,,,"2,360.28",-0.32%,144.48,144.95,0.46,,,,,,,,,,,,,,,
632,3/5/2012,,,,,,"2,351.28",-0.38%,143.93,144.95,1.02,,,,,,,,,,,,,,,
633,3/6/2012,,,,,,"2,315.21",-1.53%,141.72,144.95,3.22,,,,,,,,,,,,,,,
634,3/7/2012,,,,,,"2,331.89",0.72%,142.74,144.95,3.22,,,,,,,,,,,,,,,
635,3/8/2012,,,,,,"2,355.01",0.99%,144.16,144.95,3.22,,,,,,,,,,,,,,,
636,3/9/2012,,,,,,"2,363.56",0.36%,144.68,144.95,3.22,,,,,,,,,,,,,,,
637,3/12/2012,,,,,,"2,364.10",0.02%,144.71,144.95,3.22,,,,,,,,,,,,,,,
638,3/13/2012,,,,,,"2,407.79",1.85%,147.39,147.39,0,3.22,2.19%,,,,,,,,,,,,,
639,3/14/2012,,,,,,"2,404.98",-0.12%,147.22,147.39,0.17,,,,,,,,,,,,,,,
640,3/15/2012,,,,,,"2,419.37",0.60%,148.1,148.1,0,0.17,0.12%,,,,,,,,,,,,,
641,3/16/2012,,,,,,"2,422.09",0.11%,148.26,148.26,0,,,,,,,,,,,,,,,
642,3/19/2012,,,,,,"2,431.73",0.40%,148.85,148.85,0,,,,,,,,,,,,,,,
643,3/20/2012,,,,,,"2,424.46",-0.30%,148.41,148.85,0.45,,,,,,,,,,,,,,,
644,3/21/2012,,,,,,"2,420.02",-0.18%,148.14,148.85,0.72,,,,,,,,,,,,,,,
645,3/22/2012,,,,,,"2,402.71",-0.72%,147.08,148.85,1.78,,,,,,,,,,,,,,,
646,3/23/2012,,,,,,"2,410.16",0.31%,147.53,148.85,1.78,,,,,,,,,,,,,,,
647,3/26/2012,,,,,,"2,443.64",1.39%,149.58,149.58,0,1.78,1.19%,,,,,,,,,,,,,
648,3/27/2012,,,,,,"2,437.01",-0.27%,149.18,149.58,0.41,,,,,,,,,,,,,,,
649,3/28/2012,,,,,,"2,425.55",-0.47%,148.48,149.58,1.11,,,,,,,,,,,,,,,
650,3/29/2012,,,,,,"2,421.70",-0.16%,148.24,149.58,1.34,,,,,,,,,,,,,,,
651,3/30/2012,,,,,,"2,430.67",0.37%,148.79,149.58,1.34,,,,,,,,,,,,,,,
652,4/2/2012,,,,,,"2,449.08",0.76%,149.92,149.92,0,1.34,0.90%,,,,,,,,,,,,,
653,4/3/2012,,,,,1,"2,439.89",-0.38%,149.35,149.92,0.56,,,,,,,,,,,,,,,
654,4/4/2012,,,,,1,"2,415.05",-1.02%,147.83,149.92,2.08,,,,,,,,,,,,,,,
655,4/5/2012,,,,,1,"2,414.40",-0.03%,147.79,149.92,2.12,,,,,,,,,,,,,,,
656,4/9/2012,,,,,1,"2,387.03",-1.13%,146.12,149.92,3.8,,,,,,,,,,,,,,,
657,4/10/2012,,,,,1,"2,346.27",-1.71%,143.62,149.92,6.29,,,,,,,,,,,,,,,
658,4/11/2012,,,,,1,"2,364.09",0.76%,144.71,149.92,6.29,,,,,,,,,,,,,,,
659,4/12/2012,,,,,1,"2,396.69",1.38%,146.71,149.92,6.29,,,,,,,,,,,,,,,
660,4/13/2012,,,,,1,"2,366.84",-1.25%,144.88,149.92,6.29,,,,,,,,,,,,,,,
661,4/16/2012,,,,,1,"2,365.65",-0.05%,144.81,149.92,6.29,,,,,,,,,,,,,,,
662,4/17/2012,,,,,1,"2,402.29",1.55%,147.05,149.92,6.29,,,,,,,,,,,,,,,
663,4/18/2012,,,,,1,"2,392.57",-0.40%,146.46,149.92,6.29,,,,,,,,,,,,,,,
664,4/19/2012,,,,,1,"2,378.48",-0.59%,145.59,149.92,6.29,,,,,,,,,,,,,,,
665,4/20/2012,,,,,1,"2,381.32",0.12%,145.77,149.92,6.29,,,,,,,,,,,,,,,
666,4/23/2012,,,,,1,"2,361.35",-0.84%,144.55,149.92,6.29,,,,,,,,,,,,,,,
667,4/24/2012,,,,,1,"2,370.04",0.37%,145.08,149.92,6.29,,,,,,,,,,,,,,,
668,4/25/2012,,,,,1,"2,402.71",1.38%,147.08,149.92,6.29,,,,,,,,,,,,,,,
669,4/26/2012,,,,,1,"2,418.89",0.67%,148.07,149.92,6.29,,,,,,,,,,,,,,,
670,4/27/2012,,,,,1,"2,424.78",0.24%,148.43,149.92,6.29,,,,,,,,,,,,,,,
671,4/30/2012,,,,,1,"2,415.42",-0.39%,147.86,149.92,6.29,,,,,,,,,,,,,,,
672,5/1/2012,,,,,1,"2,429.10",0.57%,148.69,149.92,6.29,,,,,,,,,,,,,,,
673,5/2/2012,,,,,1,"2,423.29",-0.24%,148.34,149.92,6.29,,,,,,,,,,,,,,,
674,5/3/2012,,,,,1,"2,405.17",-0.75%,147.23,149.92,6.29,,,,,,,,,,,,,,,
675,5/4/2012,,,,,1,"2,366.39",-1.61%,144.85,149.92,6.29,,,,,,,,,,,,,,,
676,5/7/2012,,,,,1,"2,367.26",0.04%,144.91,149.92,6.29,,,,,,,,,,,,,,,
677,5/8/2012,,,,,1,"2,357.45",-0.41%,144.31,149.92,6.29,,,,,,,,,,,,,,,
678,5/9/2012,,,,,1,"2,342.31",-0.64%,143.38,149.92,6.54,,,,,,,,,,,,,,,
679,5/10/2012,,,,,1,"2,348.93",0.28%,143.79,149.92,6.54,,,,,,,,,,,,,,,
680,5/11/2012,,,,,1,"2,341.23",-0.33%,143.31,149.92,6.6,,,,,,,,,,,,,,,
681,5/14/2012,,,,,1,"2,315.45",-1.10%,141.74,149.92,8.18,,,,,,,,,,,,,,,
682,5/15/2012,,,,,1,"2,302.56",-0.56%,140.95,149.92,8.97,,,,,,,,,,,,,,,
683,5/16/2012,,,,,1,"2,293.21",-0.41%,140.38,149.92,9.54,,,,,,,,,,,,,,,
684,5/17/2012,,,,,1,"2,258.93",-1.49%,138.28,149.92,11.64,,,,,,,,,,,,,,,
685,5/18/2012,,,,,1,"2,242.25",-0.74%,137.26,149.92,12.66,,,,,,,,,,,,,,,
686,5/21/2012,,,,,1,"2,278.24",1.61%,139.46,149.92,12.66,,,,,,,,,,,,,,,
687,5/22/2012,,,,,1,"2,279.40",0.05%,139.53,149.92,12.66,,,,,,,,,,,,,,,
688,5/23/2012,,,,,1,"2,283.36",0.17%,139.77,149.92,12.66,,,,,,,,,,,,,,,
689,5/24/2012,,,,,1,"2,286.87",0.15%,139.99,149.92,12.66,,,,,,,,,,,,,,,
690,5/25/2012,,,,,1,"2,281.92",-0.22%,139.68,149.92,12.66,,,,,,,,,,,,,,,
691,5/29/2012,,,,,1,"2,307.57",1.12%,141.25,149.92,12.66,,,,,,,,,,,,,,,
692,5/30/2012,,,,,1,"2,275.19",-1.40%,139.27,149.92,12.66,,,,,,,,,,,,,,,
693,5/31/2012,,,,,1,"2,270.25",-0.22%,138.97,149.92,12.66,,,,,,,,,,,,,,,
694,6/1/2012,,,,,1,"2,214.41",-2.46%,135.55,149.92,14.36,,,,,,,,,,,,,,,
695,6/4/2012,,,,,1,"2,214.70",0.01%,135.57,149.92,14.36,,,,,,,,,,,,,,,
696,6/5/2012,,,,,1,"2,227.45",0.58%,136.35,149.92,14.36,,,,,,,,,,,,,,,
697,6/6/2012,,,,,1,"2,279.42",2.33%,139.53,149.92,14.36,,,,,,,,,,,,,,,
698,6/7/2012,,,,,1,"2,279.28",-0.01%,139.52,149.92,14.36,,,,,,,,,,,,,,,
699,6/8/2012,,,,,1,"2,297.82",0.81%,140.66,149.92,14.36,,,,,,,,,,,,,,,
700,6/11/2012,,,,,1,"2,268.94",-1.26%,138.89,149.92,14.36,,,,,,,,,,,,,,,
701,6/12/2012,,,,,1,"2,295.40",1.17%,140.51,149.92,14.36,,,,,,,,,,,,,,,
702,6/13/2012,,,,,1,"2,280.13",-0.67%,139.57,149.92,14.36,,,,,,,,,,,,,,,
703,6/14/2012,,,,,1,"2,304.83",1.08%,141.09,149.92,14.36,,,,,,,,,,,,,,,
704,6/15/2012,,,,,1,"2,328.66",1.03%,142.55,149.92,14.36,,,,,,,,,,,,,,,
705,6/18/2012,,,,,1,"2,332.07",0.15%,142.75,149.92,14.36,,,,,,,,,,,,,,,
706,6/19/2012,,,,,1,"2,355.01",0.98%,144.16,149.92,14.36,,,,,,,,,,,,,,,
707,6/20/2012,,,,,1,"2,351.14",-0.16%,143.92,149.92,14.36,,,,,,,,,,,,,,,
708,6/21/2012,,,,,1,"2,299.16",-2.21%,140.74,149.92,14.36,,,,,,,,,,,,,,,
709,6/22/2012,,,,,1,"2,315.65",0.72%,141.75,149.92,14.36,,,,,,,,,,,,,,,
710,6/25/2012,,,,,1,"2,278.98",-1.58%,139.5,149.92,14.36,,,,,,,,,,,,,,,
711,6/26/2012,,,,,1,"2,289.86",0.48%,140.17,149.92,14.36,,,,,,,,,,,,,,,
712,6/27/2012,,,,,1,"2,310.98",0.92%,141.46,149.92,14.36,,,,,,,,,,,,,,,
713,6/28/2012,,,,,1,"2,306.22",-0.21%,141.17,149.92,14.36,,,,,,,,,,,,,,,
714,6/29/2012,,,,,1,"2,363.79",2.50%,144.7,149.92,14.36,,,,,,,,,,,,,,,
715,7/2/2012,,,,,1,"2,369.75",0.25%,145.06,149.92,14.36,,,,,,,,,,,,,,,
716,7/3/2012,,,,,1,"2,385.06",0.65%,146,149.92,14.36,,,,,,,,,,,,,,,
717,7/5/2012,,,,,1,"2,373.91",-0.47%,145.32,149.92,14.36,,,,,,,,,,,,,,,
718,7/6/2012,,,,,1,"2,352.34",-0.91%,143.99,149.92,14.36,,,,,,,,,,,,,,,
719,7/9/2012,,,,,1,"2,348.52",-0.16%,143.76,149.92,14.36,,,,,,,,,,,,,,,
720,7/10/2012,,,,,1,"2,329.46",-0.81%,142.59,149.92,14.36,,,,,,,,,,,,,,,
721,7/11/2012,,,,,1,"2,329.71",0.01%,142.61,149.92,14.36,,,,,,,,,,,,,,,
722,7/12/2012,,,,,1,"2,318.09",-0.50%,141.9,149.92,14.36,,,,,,,,,,,,,,,
723,7/13/2012,,,,,1,"2,356.40",1.65%,144.24,149.92,14.36,,,,,,,,,,,,,,,
724,7/16/2012,,,,,1,"2,350.94",-0.23%,143.91,149.92,14.36,,,,,,,,,,,,,,,
725,7/17/2012,,,,,1,"2,368.36",0.74%,144.98,149.92,14.36,,,,,,,,,,,,,,,
726,7/18/2012,,,,,1,"2,384.54",0.68%,145.97,149.92,14.36,,,,,,,,,,,,,,,
727,7/19/2012,,,,,1,"2,391.27",0.28%,146.38,149.92,14.36,,,,,,,,,,,,,,,
728,7/20/2012,,,,,1,"2,367.26",-1.00%,144.91,149.92,14.36,,,,,,,,,,,,,,,
729,7/23/2012,,,,,1,"2,346.22",-0.89%,143.62,149.92,14.36,,,,,,,,,,,,,,,
730,7/24/2012,,,,,1,"2,325.02",-0.90%,142.32,149.92,14.36,,,,,,,,,,,,,,,
731,7/25/2012,,,,,1,"2,324.33",-0.03%,142.28,149.92,14.36,,,,,,,,,,,,,,,
732,7/26/2012,,,,,1,"2,362.85",1.66%,144.64,149.92,14.36,,,,,,,,,,,,,,,
733,7/27/2012,,,,,1,"2,408.07",1.91%,147.41,149.92,14.36,,,,,,,,,,,,,,,
734,7/30/2012,,,,,1,"2,406.99",-0.04%,147.34,149.92,14.36,,,,,,,,,,,,,,,
735,7/31/2012,,,,,1,"2,396.62",-0.43%,146.71,149.92,14.36,,,,,,,,,,,,,,,
736,8/1/2012,,,,,1,"2,389.73",-0.29%,146.28,149.92,14.36,,,,,,,,,,,,,,,
737,8/2/2012,,,,,1,"2,372.31",-0.73%,145.22,149.92,14.36,,,,,,,,,,,,,,,
738,8/3/2012,,,,,1,"2,417.77",1.92%,148,149.92,14.36,,,,,,,,,,,,,,,
739,8/6/2012,,,,,1,"2,423.46",0.24%,148.35,149.92,14.36,,,,,,,,,,,,,,,
740,8/7/2012,,,,,1,"2,435.88",0.51%,149.11,149.92,14.36,,,,,,,,,,,,,,,
741,8/8/2012,,,,,1,"2,438.16",0.09%,149.25,149.92,14.36,,,,,,,,,,,,,,,
742,8/9/2012,,,,,1,"2,440.23",0.08%,149.37,149.92,14.36,,,,,,,,,,,,,,,
743,8/10/2012,,,,,1,"2,445.64",0.22%,149.71,149.92,14.36,,,,,,,,,,,,,,,
744,8/13/2012,,,,,1,"2,443.05",-0.11%,149.55,149.92,14.36,,,,,,,,,,,,,,,
745,8/14/2012,,,,,1,"2,443.16",0.00%,149.55,149.92,14.36,,,,,,,,,,,,,,,
746,8/15/2012,,,,,1,"2,446.82",0.15%,149.78,149.92,14.36,,,,,,,,,,,,,,,
