date	snp	bg	line							
1-Sep-09	100	100								
2-Sep-09	99.7	99.52								
3-Sep-09	100.55	100.87								
4-Sep-09	101.88	102.62								
8-Sep-09	102.8	103.78			280.65	280.65				
9-Sep-09	103.6	104.63								
10-Sep-09	104.68	105.72								
11-Sep-09	104.56	105.78								
14-Sep-09	105.23	106.79								
15-Sep-09	105.56	107.73								
16-Sep-09	107.18	109.65								
17-Sep-09	106.87	109.08								
18-Sep-09	107.15	109.07								
21-Sep-09	106.78	108.53								
22-Sep-09	107.49	109.75								
23-Sep-09	106.41	108.08								
24-Sep-09	105.41	106.29								
25-Sep-09	104.77	105.48								
28-Sep-09	106.65	107.03								
29-Sep-09	106.42	106.92								
30-Sep-09	106.07	107.36								
1-Oct-09	103.34	104.46								
2-Oct-09	102.88	103.82								
5-Oct-09	104.41	106.02								
6-Oct-09	105.85	107.81								
7-Oct-09	106.19	107.98								
8-Oct-09	106.98	110.1								
9-Oct-09	107.59	111.07								
12-Oct-09	108.06	111.66								
13-Oct-09	107.77	111.6								
14-Oct-09	109.66	114								
15-Oct-09	110.12	114.96								
16-Oct-09	109.23	114.38								
19-Oct-09	110.25	115.99								
20-Oct-09	109.57	115.54								
21-Oct-09	108.61	114.55								
22-Oct-09	109.78	115.28								
23-Oct-09	108.44	112.88								
26-Oct-09	107.17	111.63								
27-Oct-09	106.81	110.76								
28-Oct-09	104.74	107.65								
29-Oct-09	107.11	110.16								
30-Oct-09	104.1	106.76								
2-Nov-09	104.78	107.61								
3-Nov-09	105.03	109.08								
4-Nov-09	105.18	109.55								
5-Nov-09	107.21	110.95								
6-Nov-09	107.49	111.21								
9-Nov-09	109.91	113.84								
10-Nov-09	109.93	113.75								
11-Nov-09	110.49	114.1								
12-Nov-09	109.37	112.41								
13-Nov-09	110	112.81								
16-Nov-09	111.61	114.93								
17-Nov-09	111.73	114.97								
18-Nov-09	111.69	114.22								
19-Nov-09	110.19	112.27								
20-Nov-09	109.86	111.96								
23-Nov-09	111.36	113.13								
24-Nov-09	111.3	113.05								
25-Nov-09	111.82	114.09								
27-Nov-09	109.92	112.05								
30-Nov-09	110.35	112.17								
1-Dec-09	111.69	113.83								
2-Dec-09	111.74	113.41								
3-Dec-09	110.8	112.15								
4-Dec-09	111.42	112.57								
7-Dec-09	111.15	113								
8-Dec-09	110.02	111.88								
9-Dec-09	110.44	112.03								
10-Dec-09	111.09	113.05								
11-Dec-09	111.5	113.42								
14-Dec-09	112.3	114.53								
15-Dec-09	111.68	114.35								
16-Dec-09	111.8	114.2								
17-Dec-09	110.49	112.84								
18-Dec-09	111.12	113.17								
21-Dec-09	112.3	114.33								
22-Dec-09	112.7	114.42								
23-Dec-09	112.99	114.86								
24-Dec-09	113.58	115.12								
28-Dec-09	113.73	115.51								
29-Dec-09	113.59	115.74								
30-Dec-09	113.62	115.71								
31-Dec-09	112.48	114.54								
4-Jan-10	114.29	116.05								
5-Jan-10	114.65	116.54								
6-Jan-10	114.76	116.62								
7-Jan-10	115.22	117.25								
8-Jan-10	115.56	117.94								
11-Jan-10	115.76	118.33								
12-Jan-10	114.67	117.81								
13-Jan-10	115.64	118.81								
14-Jan-10	115.92	119.01								
15-Jan-10	114.67	117.95								
19-Jan-10	116.1	119.16								
20-Jan-10	114.89	117.86								
21-Jan-10	112.72	116.34								
22-Jan-10	110.22	114.65								
25-Jan-10	110.73	115.58								
26-Jan-10	110.27	115.69								
27-Jan-10	110.81	115.69								
28-Jan-10	109.51	114.23								
29-Jan-10	108.43	113.15								
1-Feb-10	109.98	115.14								
2-Feb-10	111.41	116.67								
3-Feb-10	110.84	116.12								
4-Feb-10	107.39	112.87								
5-Feb-10	107.7	112.53								
8-Feb-10	106.78	111.77								
9-Feb-10	108.18	113.31								
10-Feb-10	107.96	112.95								
11-Feb-10	109.02	114.22								
12-Feb-10	108.75	113.88								
16-Feb-10	110.72	115.62								
17-Feb-10	111.21	116.48								
18-Feb-10	111.95	117.35								
19-Feb-10	112.21	117.81								
22-Feb-10	112.09	117.81								
23-Feb-10	110.74	116.87								
24-Feb-10	111.84	117.74								
25-Feb-10	111.63	117.7								
26-Feb-10	111.79	117.64								
1-Mar-10	112.93	118.77								
2-Mar-10	113.19	119.08								
3-Mar-10	113.26	119.07								
4-Mar-10	113.69	119.32								
5-Mar-10	115.28	120.63								
8-Mar-10	115.28	120.56								
9-Mar-10	115.49	120.84								
10-Mar-10	116.02	121.36								
11-Mar-10	116.53	121.8								
12-Mar-10	116.51	121.66								
15-Mar-10	116.56	122.21								
16-Mar-10	117.47	122.99								
17-Mar-10	118.16	123.68								
18-Mar-10	118.12	124.31								
19-Mar-10	117.52	123.54								
22-Mar-10	118.12	124.28								
23-Mar-10	118.98	124.67								
24-Mar-10	118.33	123.72								
25-Mar-10	118.13	123.53								
26-Mar-10	118.21	123.7								
29-Mar-10	118.91	124.53								
30-Mar-10	118.93	124.96								
31-Mar-10	118.54	124.37								
1-Apr-10	119.42	125.08								
5-Apr-10	120.37	126.06								
6-Apr-10	120.58	125.77								
7-Apr-10	119.92	125.24								
8-Apr-10	120.33	125.72								
9-Apr-10	121.13	126.69								
12-Apr-10	121.35	126.77								
13-Apr-10	121.44	126.87								
14-Apr-10	122.8	127.37								
15-Apr-10	122.9	127.52								
16-Apr-10	120.92	126.22								
19-Apr-10	121.47	126.75								
20-Apr-10	122.45	128.01								
21-Apr-10	122.32	128.39								
22-Apr-10	122.61	129.34								
23-Apr-10	123.48	129.99								
26-Apr-10	122.95	129.69								
27-Apr-10	120.08	127.17								
28-Apr-10	120.87	127.19								
29-Apr-10	122.45	129.17								
30-Apr-10	120.41	127.09								
3-May-10	121.99	128.75								
4-May-10	119.08	125.97								
5-May-10	118.34	125.46								
6-May-10	114.53	122.15								
7-May-10	112.77	119.72								
10-May-10	117.74	125.05								
11-May-10	117.36	124.63								
12-May-10	119.01	126.41								
13-May-10	117.58	124.81								
14-May-10	115.37	122.76								
17-May-10	115.52	123.21								
18-May-10	113.9	121.99								
19-May-10	113.32	120.92								
20-May-10	108.92	116.78								
21-May-10	110.55	118.51								
24-May-10	109.13	117.35								
25-May-10	109.17	117.58								
26-May-10	108.57	116.89								
27-May-10	112.18	119.52								
28-May-10	110.79	118.3								
1-Jun-10	108.9	116.47								
2-Jun-10	111.73	119.35								
3-Jun-10	112.19	119.76								
4-Jun-10	108.33	115.68								
7-Jun-10	106.87	113.75								
8-Jun-10	108.06	114.7								
9-Jun-10	107.42	114.51								
10-Jun-10	110.59	117.61								
11-Jun-10	111.12	118.19								
14-Jun-10	110.92	118.41								
15-Jun-10	113.53	120.87								
16-Jun-10	113.47	120.72								
17-Jun-10	113.63	120.75								
18-Jun-10	113.78	120.93								
21-Jun-10	113.34	120.42								
22-Jun-10	111.53	118.25								
23-Jun-10	111.2	117.96								
24-Jun-10	109.34	115.76								
25-Jun-10	109.65	115.65								
28-Jun-10	109.45	116.15								
29-Jun-10	106.06	112.98								
30-Jun-10	105	112.24								
1-Jul-10	104.66	112.4								
2-Jul-10	104.18	111.93								
6-Jul-10	104.73	111.86								
7-Jul-10	108.07	114.77								
8-Jul-10	109.09	115.76								
9-Jul-10	109.87	116.3								
12-Jul-10	109.96	116.55								
13-Jul-10	111.66	118.15								
14-Jul-10	111.64	118.6								
15-Jul-10	111.78	118.93								
16-Jul-10	108.56	115.98								
19-Jul-10	109.21	116.23								
20-Jul-10	110.46	117.83								
21-Jul-10	109.06	116.23								
22-Jul-10	111.52	117.94								
23-Jul-10	112.43	119.26								
26-Jul-10	113.69	120.22								
27-Jul-10	113.57	119.38								
28-Jul-10	112.8	119.22								
29-Jul-10	112.34	118.82								
30-Jul-10	112.35	119.25								
2-Aug-10	114.83	121.48								
3-Aug-10	114.28	120.91								
4-Aug-10	115.01	121.96								
5-Aug-10	114.87	122.28								
6-Aug-10	114.45	122.1								
9-Aug-10	115.08	122.66								
10-Aug-10	114.4	121.86								
11-Aug-10	111.23	118.54								
12-Aug-10	110.65	118.03								
13-Aug-10	110.21	117.51								
16-Aug-10	110.23	117.48								
17-Aug-10	111.6	119.36								
18-Aug-10	111.78	119.57								
19-Aug-10	109.89	117.55								
20-Aug-10	109.49	117.26								
23-Aug-10	109.05	117.02								
24-Aug-10	107.47	114.67								
25-Aug-10	107.83	115.03								
26-Aug-10	107.01	114.6								
27-Aug-10	108.81	116.26								
30-Aug-10	107.23	114.79								
31-Aug-10	107.28	113.94								
1-Sep-10	110.46	117.42								
2-Sep-10	111.47	118.57								
3-Sep-10	112.94	119.87								
7-Sep-10	111.66	119.01								
8-Sep-10	112.4	119.45								
9-Sep-10	112.94	119.72								
10-Sep-10	113.5	120.62								
13-Sep-10	114.8	121.79								
14-Sep-10	114.72	122.09								
15-Sep-10	115.13	122.63								
16-Sep-10	115.1	122.54								
17-Sep-10	115.2	123.17								
20-Sep-10	116.95	124.62								
21-Sep-10	116.66	124.28								
22-Sep-10	116.11	123.72								
23-Sep-10	115.14	122.69								
24-Sep-10	117.58	125.44								
27-Sep-10	116.92	124.2								
28-Sep-10	117.5	124.81								
29-Sep-10	117.21	124.35								
30-Sep-10	116.85	123.98								
1-Oct-10	117.37	123.99								
4-Oct-10	116.44	123.03								
5-Oct-10	118.87	125.33								
6-Oct-10	118.85	125.69								
7-Oct-10	118.65	125.35								
8-Oct-10	119.38	126.11								
11-Oct-10	119.39	126.05								
12-Oct-10	119.85	126.22								
13-Oct-10	120.72	127.68								
14-Oct-10	120.28	127.22								
15-Oct-10	120.52	127.82								
18-Oct-10	121.4	128.31								
19-Oct-10	119.47	126.49								
20-Oct-10	120.74	127.83								
21-Oct-10	120.96	128.96								
22-Oct-10	121.25	128.88								
25-Oct-10	121.52	129.49								
26-Oct-10	121.52	129.88								
27-Oct-10	121.21	129.69								
28-Oct-10	121.35	129.73								
29-Oct-10	121.3	129.92								
1-Nov-10	121.41	129.9								
2-Nov-10	122.36	130.78								
3-Nov-10	122.83	131.23								
4-Nov-10	125.22	133.41								
5-Nov-10	125.72	133.6								
8-Nov-10	125.47	133.34								
9-Nov-10	124.5	132.47								
10-Nov-10	125.07	132.88								
11-Nov-10	124.54	132.63								
12-Nov-10	123.07	131.04								
15-Nov-10	122.93	130.95								
16-Nov-10	120.97	129.19								
17-Nov-10	121.02	129.49								
18-Nov-10	122.88	131.05								
19-Nov-10	123.2	131.66								
22-Nov-10	123.01	131.53								
23-Nov-10	121.26	130.08								
24-Nov-10	123.07	131.94								
26-Nov-10	122.18	130.77								
29-Nov-10	122.05	130.31								
30-Nov-10	121.32	129.81								
1-Dec-10	123.96	132.12								
2-Dec-10	125.55	133.01								
3-Dec-10	125.88	133.43								
6-Dec-10	125.72	133.1								
7-Dec-10	125.79	133.56								
8-Dec-10	126.29	133.59								
9-Dec-10	126.78	133.46								
10-Dec-10	127.54	133.48								
13-Dec-10	127.57	133								
14-Dec-10	127.69	133.83								
15-Dec-10	127.04	133.51								
16-Dec-10	127.83	134.52								
17-Dec-10	127.93	134.48								
20-Dec-10	128.26	134.6								
21-Dec-10	129.05	135.02								
22-Dec-10	129.51	135.32								
23-Dec-10	129.31	135.4								
27-Dec-10	129.38	135.12								
28-Dec-10	129.49	135.17								
29-Dec-10	129.64	135.52								
30-Dec-10	129.45	135.37								
31-Dec-10	129.42	135.24								
3-Jan-11	130.89	135.9								
4-Jan-11	130.72	135.23								
5-Jan-11	131.39	135.12								
6-Jan-11	131.17	135.35								
7-Jan-11	130.92	135.82								
10-Jan-11	130.74	135.52								
11-Jan-11	131.23	136.17								
12-Jan-11	132.43	137.33								
13-Jan-11	132.2	137.18								
14-Jan-11	133.18	137.8								
18-Jan-11	133.37	138.63								
19-Jan-11	132.04	138.09								
20-Jan-11	131.86	137.94								
21-Jan-11	132.19	137.91								
24-Jan-11	132.96	138.86								
25-Jan-11	133	138.92								
26-Jan-11	133.56	139.2								
27-Jan-11	133.87	139.46								
28-Jan-11	131.48	136.83								
31-Jan-11	132.49	137.54								
1-Feb-11	134.7	138.83								
2-Feb-11	134.36	137.84								
3-Feb-11	134.7	137.9								
4-Feb-11	135.09	138.7								
7-Feb-11	135.93	139.66								
8-Feb-11	136.54	140.82								
9-Feb-11	136.18	140.63								
10-Feb-11	136.29	140.89								
11-Feb-11	137.06	141.53								
14-Feb-11	137.42	141.47								
15-Feb-11	136.99	141.07								
16-Feb-11	137.87	142.43								
17-Feb-11	138.31	143.27								
18-Feb-11	138.57	143.9								
22-Feb-11	135.73	141.3								
23-Feb-11	134.91	139.97								
24-Feb-11	134.81	140.39								
25-Feb-11	136.26	141.76								
28-Feb-11	137.03	142.27								
1-Mar-11	134.87	140.53								
2-Mar-11	135.11	141.09								
3-Mar-11	137.44	143.52								
4-Mar-11	136.43	142.51								
7-Mar-11	135.3	141.41								
8-Mar-11	136.53	142.58								
9-Mar-11	136.37	143								
10-Mar-11	133.79	141.22								
11-Mar-11	134.78	142.21								
14-Mar-11	133.97	141.09								
15-Mar-11	132.47	139.53								
16-Mar-11	129.89	137.61								
17-Mar-11	131.64	138.69								
18-Mar-11	132.2	139.61								
21-Mar-11	134.19	141.81								
22-Mar-11	133.72	141.57								
23-Mar-11	134.12	141.76								
24-Mar-11	135.37	142.93								
25-Mar-11	135.8	143.19								
28-Mar-11	135.42	142.64								
29-Mar-11	136.41	143.71								
30-Mar-11	137.34	144.22								
31-Mar-11	137.08	143.97								
1-Apr-11	137.77	144.78								
4-Apr-11	137.83	145.14								
5-Apr-11	137.81	149.72								
6-Apr-11	138.17	150.27								
7-Apr-11	137.96	149.8								
8-Apr-11	137.41	149.33								
11-Apr-11	137.03	149.3								
12-Apr-11	135.96	148.65								
13-Apr-11	136	148.41								
14-Apr-11	136.02	148.28								
15-Apr-11	136.55	149.02								
18-Apr-11	135.05	148.06								
19-Apr-11	135.82	148.91								
20-Apr-11	137.66	150.37								
21-Apr-11	138.39	150.77								
25-Apr-11	138.17	150.43								
26-Apr-11	139.41	152.17								
27-Apr-11	140.31	153.47								
28-Apr-11	140.82	154.36								
29-Apr-11	141.14	154.67								
2-May-11	140.9	154.36								
3-May-11	140.42	154.61								
4-May-11	139.48	153.18								
5-May-11	138.22	153								
6-May-11	138.77	153.31								
9-May-11	139.4	154.2								
10-May-11	140.53	155.34								
11-May-11	139.04	154.08								
12-May-11	139.74	155.23								
13-May-11	138.62	154.48								
16-May-11	137.77	154.37								
17-May-11	137.75	154.04								
18-May-11	138.99	154.78								
19-May-11	139.3	155.3								
20-May-11	138.23	154.48								
23-May-11	136.59	153.39								
24-May-11	136.47	153.07								
25-May-11	136.92	153.58								
26-May-11	137.49	154.1								
27-May-11	138.08	154.08								
31-May-11	139.55	154.73								
1-Jun-11	136.38	151.83								
2-Jun-11	136.22	151.46								
3-Jun-11	134.9	150.24								
6-Jun-11	133.45	149.2								
7-Jun-11	133.33	149.68								
8-Jun-11	132.8	148.92								
9-Jun-11	133.78	149.75								
10-Jun-11	131.91	147.92								
13-Jun-11	132.05	148.31								
14-Jun-11	133.72	149.97								
15-Jun-11	131.39	148.22								
16-Jun-11	131.64	148.63								
17-Jun-11	132.05	149.41								
20-Jun-11	132.76	150.27								
21-Jun-11	134.56	151.74								
22-Jun-11	133.69	151.26								
23-Jun-11	133.31	150.72								
24-Jun-11	131.75	148.92								
27-Jun-11	132.96	149.82								
28-Jun-11	134.71	151.98								
29-Jun-11	135.84	152.51								
30-Jun-11	137.22	153.71								
1-Jul-11	139.22	156.17								
5-Jul-11	139.03	155.43								
6-Jul-11	139.22	155.92								
7-Jul-11	140.69	156.86								
8-Jul-11	139.71	155.87								
11-Jul-11	137.18	153.79								
12-Jul-11	136.58	153.51								
13-Jul-11	137.01	153.97								
14-Jul-11	136.1	153.07								
15-Jul-11	136.85	153.55								
18-Jul-11	135.74	152.44								
19-Jul-11	137.96	154.5								
20-Jul-11	137.88	154.13								
21-Jul-11	139.76	155.13								
22-Jul-11	139.89	155.11								
25-Jul-11	139.11	154.26								
26-Jul-11	138.54	153.79								
27-Jul-11	135.73	151.23								
28-Jul-11	135.3	151.35								
29-Jul-11	134.43	150.9								
1-Aug-11	133.87	149.85								
2-Aug-11	130.45	146.76								
3-Aug-11	131.15	147.18								
4-Aug-11	124.89	141.39								
5-Aug-11	124.82	142								
8-Aug-11	116.52	134.78								
9-Aug-11	122.04	140.03								
10-Aug-11	116.71	134.83								
11-Aug-11	122.13	140.36								
12-Aug-11	122.77	141.47								
15-Aug-11	125.46	143.51								
16-Aug-11	124.26	142.8								
17-Aug-11	124.41	142.6								
18-Aug-11	118.87	137.74								
19-Aug-11	117.09	136.65								
22-Aug-11	117.12	136.85								
23-Aug-11	121.13	140.44								
24-Aug-11	122.74	142.19								
25-Aug-11	120.83	139.99								
26-Aug-11	122.68	142.26								
29-Aug-11	126.16	145.47								
30-Aug-11	126.49	146.51								
31-Aug-11	127.13	147.76								
1-Sep-11	125.63	146.16								
2-Sep-11	122.46	143.35								
6-Sep-11	121.55	142.71								
7-Sep-11	125.06	146.54								
8-Sep-11	123.74	145.51								
9-Sep-11	120.44	142.21								
12-Sep-11	121.28	143								
13-Sep-11	122.43	144.52								
14-Sep-11	124.08	146.46								
15-Sep-11	126.24	148.52								
16-Sep-11	126.96	149.31								
19-Sep-11	125.72	148.65								
20-Sep-11	125.51	148.41								
21-Sep-11	121.83	144.52								
22-Sep-11	117.94	140.76								
23-Sep-11	118.68	141.92								
26-Sep-11	121.45	144.7								
27-Sep-11	122.74	146.24								
28-Sep-11	120.24	143.4								
29-Sep-11	121.22	143.31								
30-Sep-11	118.19	140.55								
3-Oct-11	114.83	137.65								18.59%
4-Oct-11	117.43	140.61								
5-Oct-11	119.59	142.54								
6-Oct-11	121.79	144.7								
7-Oct-11	120.8	143.95								
10-Oct-11	124.92	148.15								
11-Oct-11	124.99	148.46								
12-Oct-11	126.24	149.35								
13-Oct-11	125.87	149.27								
14-Oct-11	128.06	150.85								
17-Oct-11	125.58	148.32								
18-Oct-11	128.15	151.04								
19-Oct-11	126.55	149.99								
20-Oct-11	127.12	151.22								
21-Oct-11	129.52	154.59								
24-Oct-11	131.19	156								
25-Oct-11	128.56	153.52								
26-Oct-11	129.91	154.46								
27-Oct-11	134.38	159.17								
28-Oct-11	134.43	159.14								
31-Oct-11	131.11	155.85								
1-Nov-11	127.44	152.89								
2-Nov-11	129.51	154.59								
3-Nov-11	131.97	157.86								
4-Nov-11	131.14	157.51								
7-Nov-11	131.98	158.11								
8-Nov-11	133.6	159.81								
9-Nov-11	128.71	154.66								
10-Nov-11	129.84	156.1								
11-Nov-11	132.37	159.09								
14-Nov-11	131.12	157.92								
15-Nov-11	131.78	158.36								
16-Nov-11	129.63	156.09								
17-Nov-11	127.45	153.8								
18-Nov-11	127.41	153.99								
21-Nov-11	125.04	151.75								
22-Nov-11	124.53	151.16								
23-Nov-11	121.79	148.22								
25-Nov-11	121.48	147.9								
28-Nov-11	125.05	151.5								
29-Nov-11	125.37	152.01								
30-Nov-11	130.82	157.16								
1-Dec-11	130.57	156.87								
2-Dec-11	130.55	156.65								
5-Dec-11	131.9	158.17								
6-Dec-11	132.04	158.45								
7-Dec-11	132.35	157.86								
8-Dec-11	129.55	155.49								
9-Dec-11	131.74	157.83								
12-Dec-11	129.78	156.17								
13-Dec-11	128.68	154.77								
14-Dec-11	127.23	153.32								
15-Dec-11	127.66	153.8								
16-Dec-11	128.07	154.45								
19-Dec-11	126.57	152.92								
20-Dec-11	130.36	157.04								
21-Dec-11	130.62	156.97								
22-Dec-11	131.73	157.51								
23-Dec-11	132.92	159.27								
27-Dec-11	132.94	159.62								
28-Dec-11	131.31	157.77								
29-Dec-11	132.72	159.17								
30-Dec-11	132.16	158.31								
3-Jan-12	134.2	160.13								
4-Jan-12	134.26	160.79								
5-Jan-12	134.65	161.6								
6-Jan-12	134.36	160.97								
9-Jan-12	134.67	161.52								
10-Jan-12	135.87	163.12								
11-Jan-12	135.92	163.28								
12-Jan-12	136.25	163.75								
13-Jan-12	135.57	162.75								
17-Jan-12	136.05	163.51								
18-Jan-12	137.59	165.28								
19-Jan-12	138.27	166.73								
20-Jan-12	138.36	167.15								
23-Jan-12	138.43	167.21								
24-Jan-12	138.29	167.41								
25-Jan-12	139.49	168.61								
26-Jan-12	138.7	167.7								
27-Jan-12	138.49	167.34								
30-Jan-12	138.14	167.22								
31-Jan-12	138.08	166.89								
1-Feb-12	139.34	168.24								
2-Feb-12	139.5	168.33								
3-Feb-12	141.56	171.23								
6-Feb-12	141.5	170.49								
7-Feb-12	141.79	170.78								
8-Feb-12	142.14	170.69								
9-Feb-12	142.36	171.41								
10-Feb-12	141.38	170.47								
13-Feb-12	142.37	171.31								
14-Feb-12	142.26	171.26								
15-Feb-12	141.54	169.53								
16-Feb-12	143.12	171.5								
17-Feb-12	143.46	171.78								
21-Feb-12	143.57	171.38								
22-Feb-12	143.1	171.17								
23-Feb-12	143.74	172.19								
24-Feb-12	143.99	172.06								
27-Feb-12	144.2	172.4								
28-Feb-12	144.71	172.57								
29-Feb-12	144.05	171.96								
1-Mar-12	144.95	172.97								
2-Mar-12	144.48	172.31								
5-Mar-12	143.93	172.28								
6-Mar-12	141.72	169.62								
7-Mar-12	142.74	170.8								
8-Mar-12	144.16	172.37								
9-Mar-12	144.68	173.35								
12-Mar-12	144.71	173.59								
13-Mar-12	147.39	176.24								
14-Mar-12	147.22	175.5								
15-Mar-12	148.1	177.1								
16-Mar-12	148.26	177.09								
19-Mar-12	148.85	177.06								
20-Mar-12	148.41	176.24								
21-Mar-12	148.14	176.46								
22-Mar-12	147.08	175.48								
23-Mar-12	147.53	175.91								
26-Mar-12	149.58	178.42								
27-Mar-12	149.18	178.07								
28-Mar-12	148.48	176.4								
29-Mar-12	148.24	176.59								
30-Mar-12	148.79	177.62								
2-Apr-12	149.92	178.79								
3-Apr-12	149.35	178.15							94	
4-Apr-12	147.83	176.55								
5-Apr-12	147.79	177.27								
9-Apr-12	146.12	175.39								
10-Apr-12	143.62	172.12								
11-Apr-12	144.71	173.94								
12-Apr-12	146.71	176.17								
13-Apr-12	144.88	174.97								
16-Apr-12	144.81	175.45								
17-Apr-12	147.05	177.76								
18-Apr-12	146.46	177.14								
19-Apr-12	145.59	175.37								
20-Apr-12	145.77	176.55								
23-Apr-12	144.55	174.6								
24-Apr-12	145.08	174.65								
25-Apr-12	147.08	176.75								
26-Apr-12	148.07	178.18								
27-Apr-12	148.43	179.37								
30-Apr-12	147.86	178.2								
1-May-12	148.69	178.79								
2-May-12	148.34	179.17								
3-May-12	147.23	178.53								
4-May-12	144.85	176.34								
7-May-12	144.91	176.33								
8-May-12	144.31	175.82								
9-May-12	143.38	175.01								
10-May-12	143.79	175.64								
11-May-12	143.31	175.66								
14-May-12	141.74	173.72								
15-May-12	140.95	173.64								
16-May-12	140.38	173.18								
17-May-12	138.28	170.05								
18-May-12	137.26	168.7								
21-May-12	139.46	171.54								
22-May-12	139.53	172.39								
23-May-12	139.77	173.01								
24-May-12	139.99	173.49								
25-May-12	139.68	173.35								
29-May-12	141.25	175.1								
30-May-12	139.27	173.03								
31-May-12	138.97	173.08								
1-Jun-12	135.55	168.39								
4-Jun-12	135.57	168.56								
5-Jun-12	136.35	168.72								
6-Jun-12	139.53	172.26								
7-Jun-12	139.52	172.36								
8-Jun-12	140.66	173.48								
11-Jun-12	138.89	171.2								
12-Jun-12	140.51	173.32								
13-Jun-12	139.57	171.92								
14-Jun-12	141.09	174.04								
15-Jun-12	142.55	175.49								
18-Jun-12	142.75	176.1								
19-Jun-12	144.16	177.64								
20-Jun-12	143.92	177.03								
21-Jun-12	140.74	173.64								
22-Jun-12	141.75	174.5								
25-Jun-12	139.5	172.3								
26-Jun-12	140.17	172.7								
27-Jun-12	141.46	173.22								
28-Jun-12	141.17	172.46								
29-Jun-12	144.7	176.28								
2-Jul-12	145.06	176.83								
3-Jul-12	146	177.9								
5-Jul-12	145.32	178.23								
6-Jul-12	143.99	176.78								
9-Jul-12	143.76	176.16								
10-Jul-12	142.59	174.42								
11-Jul-12	142.61	173.37								
12-Jul-12	141.9	173.4								
13-Jul-12	144.24	176.42								
16-Jul-12	143.91	175.54								
17-Jul-12	144.98	176.52								
18-Jul-12	145.97	178.63								
19-Jul-12	146.38	178.99								
20-Jul-12	144.91	177								
23-Jul-12	143.62	175.51								
24-Jul-12	142.32	174.48								
25-Jul-12	142.28	174.02								
26-Jul-12	144.64	176.14								
27-Jul-12	147.41	179								
30-Jul-12	147.34	178.96								
31-Jul-12	146.71	178.39								
1-Aug-12	146.28	177.22								
2-Aug-12	145.22	177.13								
3-Aug-12	148	179.99								
6-Aug-12	148.35	180.23								
7-Aug-12	149.11	181.01								
8-Aug-12	149.25	180.91								
9-Aug-12	149.37	180.21								
10-Aug-12	149.71	180.62								
13-Aug-12	149.55	180.63								
14-Aug-12	149.55	180.23								
15-Aug-12	149.78	180.55								
16-Aug-12	150.85	181.44								
17-Aug-12	151.14	182.48								
20-Aug-12	151.14	182.22								
21-Aug-12	150.61	181.83								
22-Aug-12	150.65	181.64								
23-Aug-12	149.44	180.37								
24-Aug-12	150.43	181.28								
27-Aug-12	150.35	180.63								
28-Aug-12	150.24	180.21								
29-Aug-12	150.4	180.78								
30-Aug-12	149.25	179.57								
31-Aug-12	150.01	180.64								
4-Sep-12	149.84	180.58								
5-Sep-12	149.72	179.59								
6-Sep-12	152.8	182.88								
7-Sep-12	153.42	183.41								
10-Sep-12	152.49	183.03								
11-Sep-12	152.97	183.84								
12-Sep-12	153.33	184.33								
13-Sep-12	155.85	186.11								
14-Sep-12	156.47	186.62								
17-Sep-12	155.99	186								72
18-Sep-12	155.79	185.54								
19-Sep-12	155.98	185.45								
20-Sep-12	155.92	184.53								
21-Sep-12	155.91	183.9								
24-Sep-12	155.56	183.93								
25-Sep-12	153.94	182.1								
26-Sep-12	153.09	181.78								
27-Sep-12	154.58	183.28								
28-Sep-12	153.89	182.69								
1-Oct-12	154.3	183.4								
2-Oct-12	154.45	183.13								
3-Oct-12	155.04	184.09								
4-Oct-12	156.15	185.28								
5-Oct-12	156.16	185.72								
8-Oct-12	155.62	185.58								
9-Oct-12	154.08	183.8								
10-Oct-12	153.14	183.63								
11-Oct-12	153.2	183.41								
12-Oct-12	152.74	183.44								
15-Oct-12	153.98	185.09								
16-Oct-12	155.56	186.52								
17-Oct-12	156.22	186.13								
18-Oct-12	155.85	185.94								
19-Oct-12	153.27	183.12								
22-Oct-12	153.34	183.05								
23-Oct-12	151.12	181.99								
24-Oct-12	150.66	180.7								
25-Oct-12	151.11	181.28								
26-Oct-12	151	181.03								
31-Oct-12	151.04	179.6								
1-Nov-12	152.71	182.14								
2-Nov-12	151.28	180.88								
5-Nov-12	151.62	181.34								
6-Nov-12	152.82	182.58								
7-Nov-12	149.33	179.93								
8-Nov-12	147.51	178.46								
9-Nov-12	147.76	178.76								
12-Nov-12	147.78	178.98								
13-Nov-12	147.24	179.02								
14-Nov-12	145.26	176.89								
15-Nov-12	145.03	176.46								
16-Nov-12	145.75	177								
19-Nov-12	148.65	179.94								
20-Nov-12	148.77	179.49								
21-Nov-12	149.11	179.91								
23-Nov-12	151.08	181.98								
26-Nov-12	150.78	181.37								
27-Nov-12	150	180.88								
28-Nov-12	151.23	182.43								
29-Nov-12	151.9	182.8								
30-Nov-12	151.92	181.75								
3-Dec-12	151.2	180.54								
4-Dec-12	150.95	180.27								
5-Dec-12	151.23	181.16								
6-Dec-12	151.77	181.46								
7-Dec-12	152.23	182.24								
10-Dec-12	152.29	182.34								
11-Dec-12	153.28	182.76								
12-Dec-12	153.39	182.5								
13-Dec-12	152.46	182.02								
14-Dec-12	151.83	181.8								
17-Dec-12	153.64	183.76								
18-Dec-12	155.4	185.76								
19-Dec-12	154.23	184.87								
