price,date,split_ratio,tri,shares_owned,tri_2,tri_2,dividend_value,,,,
1.19,6/5/1990,1,291.35,244.26,582.7,1165.4,,,,,
1.19,6/6/1990,1,291.35,244.26,582.7,1165.4,,,,,
1.18,6/7/1990,1,287.66,244.26,575.32,1150.64,,,,,
1.16,6/8/1990,1,282.13,244.26,564.26,1128.52,,,,,
1.18,6/11/1990,1,287.66,244.26,575.32,1150.64,,,,,
1.22,6/12/1990,1,298.73,244.26,597.46,1194.92,,,,,
1.2,6/13/1990,1,293.2,244.26,586.4,1172.8,,,,,
1.2,6/14/1990,1,293.2,244.26,586.4,1172.8,,,,,
1.19,6/15/1990,1,291.35,244.26,582.7,1165.4,,,,,
1.19,6/18/1990,1,289.51,244.26,579.02,1158.04,,,,,
1.2,6/19/1990,1,292.31,244.26,584.62,1169.24,,,,,
1.21,6/20/1990,1,295.04,244.26,590.08,1180.16,,,,,
1.26,6/21/1990,1,308.91,244.26,617.82,1235.64,,,,,
1.25,6/22/1990,1,306.1,244.26,612.2,1224.4,,,,,
1.25,6/25/1990,1,304.26,244.26,608.52,1217.04,,,,,
1.23,6/26/1990,1,299.69,244.26,599.38,1198.76,,,,,
1.25,6/27/1990,1,306.1,244.26,612.2,1224.4,,,,,
1.3,6/28/1990,1,317.17,244.26,634.34,1268.68,,,,,
1.35,6/29/1990,1,330.08,244.26,660.16,1320.32,,,,,
1.33,7/2/1990,1,324.54,244.26,649.08,1298.16,,,,,
1.33,7/3/1990,1,324.54,244.26,649.08,1298.16,,,,,
1.31,7/5/1990,1,320.86,244.26,641.72,1283.44,,,,,
1.35,7/6/1990,1,330.08,244.26,660.16,1320.32,,,,,
1.41,7/9/1990,1,343.94,244.26,687.88,1375.76,,,,,
1.42,7/10/1990,1,346.67,244.26,693.34,1386.68,,,,,
1.42,7/11/1990,1,346.67,244.26,693.34,1386.68,,,,,
1.43,7/12/1990,1,349.47,244.26,698.94,1397.88,,,,,
1.41,7/13/1990,1,344.83,244.26,689.66,1379.32,,,,,
1.38,7/16/1990,1,336.57,244.26,673.14,1346.28,,,,,
1.34,7/17/1990,1,326.39,244.26,652.78,1305.56,,,,,
1.35,7/18/1990,1,329.19,244.26,658.38,1316.76,,,,,
1.26,7/19/1990,1,307.95,244.26,615.9,1231.8,,,,,
1.24,7/20/1990,1,302.42,244.26,604.84,1209.68,,,,,
1.25,7/23/1990,1,306.1,244.26,612.2,1224.4,,,,,
1.27,7/24/1990,1,310.75,244.26,621.5,1243,,,,,
1.28,7/25/1990,1,311.64,244.26,623.28,1246.56,,,,,
1.25,7/26/1990,1,305.22,244.26,610.44,1220.88,,,,,
1.25,7/27/1990,1,305.22,244.26,610.44,1220.88,,,,,
1.28,7/30/1990,1,312.59,244.26,625.18,1250.36,,,,,
1.27,7/31/1990,1,309.79,244.26,619.58,1239.16,,,,,
1.28,8/1/1990,1,312.59,244.26,625.18,1250.36,,,,,
1.31,8/2/1990,1,320.86,244.26,641.72,1283.44,,,,,
1.25,8/3/1990,1,304.26,244.26,608.52,1217.04,,,,,
1.19,8/6/1990,1,291.35,244.26,582.7,1165.4,,,,,
1.19,8/7/1990,1,291.35,244.26,582.7,1165.4,,,,,
1.21,8/8/1990,1,296,244.26,592,1184,,,,,
1.19,8/9/1990,1,291.35,244.26,582.7,1165.4,,,,,
1.17,8/10/1990,1,285.82,244.26,571.64,1143.28,,,,,
1.2,8/13/1990,1,294.15,244.26,588.3,1176.6,,,,,
1.2,8/14/1990,1,293.2,244.26,586.4,1172.8,,,,,
1.19,8/15/1990,1,289.51,244.26,579.02,1158.04,,,,,
1.16,8/16/1990,1,283.98,244.26,567.96,1135.92,,,,,
1.1,8/17/1990,1,269.22,244.26,538.44,1076.88,,,,,
1.11,8/20/1990,1,272.83,245.11,545.66,1091.32,0.0039,,,,
1.1,8/21/1990,1,269.12,245.11,538.24,1076.48,,,,,
1.06,8/22/1990,1,260.81,245.11,521.62,1043.24,,,,,
1.04,8/23/1990,1,256.13,245.11,512.26,1024.52,,,,,
1.08,8/24/1990,1,263.55,245.11,527.1,1054.2,,,,,
1.14,8/27/1990,1,280.26,245.11,560.52,1121.04,,,,,
1.15,8/28/1990,1,283.08,245.11,566.16,1132.32,,,,,
1.13,8/29/1990,1,276.54,245.11,553.08,1106.16,,,,,
1.1,8/30/1990,1,269.12,245.11,538.24,1076.48,,,,,
1.12,8/31/1990,1,274.69,245.11,549.38,1098.76,,,,,
1.12,9/4/1990,1,274.69,245.11,549.38,1098.76,,,,,
1.09,9/5/1990,1,267.26,245.11,534.52,1069.04,,,,,
1.08,9/6/1990,1,265.41,245.11,530.82,1061.64,,,,,
1.1,9/7/1990,1,270.09,245.11,540.18,1080.36,,,,,
1.08,9/10/1990,1,265.41,245.11,530.82,1061.64,,,,,
1.03,9/11/1990,1,252.42,245.11,504.84,1009.68,,,,,
1.03,9/12/1990,1,252.42,245.11,504.84,1009.68,,,,,
1.02,9/13/1990,1,250.56,245.11,501.12,1002.24,,,,,
1.03,9/14/1990,1,252.42,245.11,504.84,1009.68,,,,,
1.02,9/17/1990,1,250.56,245.11,501.12,1002.24,,,,,
1.01,9/18/1990,1,247.81,245.11,495.62,991.24,,,,,
0.98,9/19/1990,1,241.28,245.11,482.56,965.12,,,,,
0.96,9/20/1990,1,234.75,245.11,469.5,939,,,,,
0.95,9/21/1990,1,233.86,245.11,467.72,935.44,,,,,
0.92,9/24/1990,1,224.58,245.11,449.16,898.32,,,,,
0.91,9/25/1990,1,222.72,245.11,445.44,890.88,,,,,
0.9,9/26/1990,1,220.86,245.11,441.72,883.44,,,,,
0.86,9/27/1990,1,209.73,245.11,419.46,838.92,,,,,
0.88,9/28/1990,1,215.3,245.11,430.6,861.2,,,,,
0.92,10/1/1990,1,226.43,245.11,452.86,905.72,,,,,
0.9,10/2/1990,1,219.9,245.11,439.8,879.6,,,,,
0.82,10/3/1990,1,200.45,245.11,400.9,801.8,,,,,
0.85,10/4/1990,1,207.87,245.11,415.74,831.48,,,,,
0.85,10/5/1990,1,207.87,245.11,415.74,831.48,,,,,
0.88,10/8/1990,1,216.19,245.11,432.38,864.76,,,,,
0.85,10/9/1990,1,207.87,245.11,415.74,831.48,,,,,
0.8,10/10/1990,1,196.74,245.11,393.48,786.96,,,,,
0.84,10/11/1990,1,206.02,245.11,412.04,824.08,,,,,
0.86,10/12/1990,1,209.73,245.11,419.46,838.92,,,,,
0.84,10/15/1990,1,206.02,245.11,412.04,824.08,,,,,
0.76,10/16/1990,1,185.6,245.11,371.2,742.4,,,,,
0.8,10/17/1990,1,196.74,245.11,393.48,786.96,,,,,
0.86,10/18/1990,1,211.58,245.11,423.16,846.32,,,,,
0.95,10/19/1990,1,232.89,245.11,465.78,931.56,,,,,
0.94,10/22/1990,1,231.03,245.11,462.06,924.12,,,,,
0.94,10/23/1990,1,230.14,245.11,460.28,920.56,,,,,
0.92,10/24/1990,1,226.43,245.11,452.86,905.72,,,,,
0.91,10/25/1990,1,222.72,245.11,445.44,890.88,,,,,
0.91,10/26/1990,1,222.72,245.11,445.44,890.88,,,,,
0.9,10/29/1990,1,221.75,245.11,443.5,887,,,,,
0.92,10/30/1990,1,225.47,245.11,450.94,901.88,,,,,
0.93,10/31/1990,1,228.29,245.11,456.58,913.16,,,,,
0.92,11/1/1990,1,226.43,245.11,452.86,905.72,,,,,
0.96,11/2/1990,1,235.71,245.11,471.42,942.84,,,,,
1.01,11/5/1990,1,246.85,245.11,493.7,987.4,,,,,
1.01,11/6/1990,1,248.7,245.11,497.4,994.8,,,,,
1.01,11/7/1990,1,246.85,245.11,493.7,987.4,,,,,
1.04,11/8/1990,1,256.13,245.11,512.26,1024.52,,,,,
1.08,11/9/1990,1,263.55,245.11,527.1,1054.2,,,,,
1.1,11/12/1990,1,269.12,245.11,538.24,1076.48,,,,,
1.09,11/13/1990,1,267.26,245.11,534.52,1069.04,,,,,
1.12,11/14/1990,1,274.69,245.11,549.38,1098.76,,,,,
1.09,11/15/1990,1,267.26,245.11,534.52,1069.04,,,,,
1.07,11/16/1990,1,262.75,246.1,525.5,1051,0.0043,,,,
1.11,11/19/1990,1,272.1,246.1,544.2,1088.4,,,,,
1.08,11/20/1990,1,265.52,246.1,531.04,1062.08,,,,,
1.1,11/21/1990,1,270.23,246.1,540.46,1080.92,,,,,
1.11,11/23/1990,1,272.1,246.1,544.2,1088.4,,,,,
1.12,11/26/1990,1,274.87,246.1,549.74,1099.48,,,,,
1.14,11/27/1990,1,280.48,246.1,560.96,1121.92,,,,,
1.12,11/28/1990,1,274.87,246.1,549.74,1099.48,,,,,
1.12,11/29/1990,1,274.87,246.1,549.74,1099.48,,,,,
1.12,11/30/1990,1,274.87,246.1,549.74,1099.48,,,,,
1.16,12/3/1990,1,285.19,246.1,570.38,1140.76,,,,,
1.17,12/4/1990,1,287.96,246.1,575.92,1151.84,,,,,
1.22,12/5/1990,1,300.15,246.1,600.3,1200.6,,,,,
1.25,12/6/1990,1,308.52,246.1,617.04,1234.08,,,,,
1.29,12/7/1990,1,317.87,246.1,635.74,1271.48,,,,,
1.27,12/10/1990,1,312.26,246.1,624.52,1249.04,,,,,
1.22,12/11/1990,1,299.17,246.1,598.34,1196.68,,,,,
1.2,12/12/1990,1,296.41,246.1,592.82,1185.64,,,,,
1.24,12/13/1990,1,304.78,246.1,609.56,1219.12,,,,,
1.21,12/14/1990,1,298.28,246.1,596.56,1193.12,,,,,
1.22,12/17/1990,1,300.15,246.1,600.3,1200.6,,,,,
1.28,12/18/1990,1,316,246.1,632,1264,,,,,
1.27,12/19/1990,1,313.24,246.1,626.48,1252.96,,,,,
1.34,12/20/1990,1,329.09,246.1,658.18,1316.36,,,,,
1.37,12/21/1990,1,336.57,246.1,673.14,1346.28,,,,,
1.34,12/24/1990,1,329.09,246.1,658.18,1316.36,,,,,
1.33,12/26/1990,1,327.22,246.1,654.44,1308.88,,,,,
1.32,12/27/1990,1,325.35,246.1,650.7,1301.4,,,,,
1.31,12/28/1990,1,321.61,246.1,643.22,1286.44,,,,,
1.31,12/31/1990,1,321.61,246.1,643.22,1286.44,,,,,
1.32,1/2/1991,1,325.35,246.1,650.7,1301.4,,,,,
1.31,1/3/1991,1,321.61,246.1,643.22,1286.44,,,,,
1.31,1/4/1991,1,323.48,246.1,646.96,1293.92,,,,,
1.31,1/7/1991,1,323.48,246.1,646.96,1293.92,,,,,
1.31,1/8/1991,1,323.48,246.1,646.96,1293.92,,,,,
1.38,1/9/1991,1,338.44,246.1,676.88,1353.76,,,,,
1.43,1/10/1991,1,352.5,246.1,705,1410,,,,,
1.43,1/11/1991,1,351.53,246.1,703.06,1406.12,,,,,
1.41,1/14/1991,1,345.92,246.1,691.84,1383.68,,,,,
1.42,1/15/1991,1,349.66,246.1,699.32,1398.64,,,,,
1.51,1/16/1991,1,372.1,246.1,744.2,1488.4,,,,,
1.56,1/17/1991,1,383.32,246.1,766.64,1533.28,,,,,
1.53,1/18/1991,1,375.84,246.1,751.68,1503.36,,,,,
1.54,1/21/1991,1,379.58,246.1,759.16,1518.32,,,,,
1.56,1/22/1991,1,383.32,246.1,766.64,1533.28,,,,,
1.57,1/23/1991,1,387.06,246.1,774.12,1548.24,,,,,
1.58,1/24/1991,1,389.9,246.1,779.8,1559.6,,,,,
1.63,1/25/1991,1,400.15,246.1,800.3,1600.6,,,,,
1.66,1/28/1991,1,407.63,246.1,815.26,1630.52,,,,,
1.63,1/29/1991,1,402.02,246.1,804.04,1608.08,,,,,
1.69,1/30/1991,1,415.1,246.1,830.2,1660.4,,,,,
1.69,1/31/1991,1,415.1,246.1,830.2,1660.4,,,,,
1.69,2/1/1991,1,416.97,246.1,833.94,1667.88,,,,,
1.68,2/4/1991,1,413.23,246.1,826.46,1652.92,,,,,
1.76,2/5/1991,1,431.93,246.1,863.86,1727.72,,,,,
1.73,2/6/1991,1,425.43,246.1,850.86,1701.72,,,,,
1.76,2/7/1991,1,431.93,246.1,863.86,1727.72,,,,,
1.82,2/8/1991,1,447.86,246.1,895.72,1791.44,,,,,
1.87,2/11/1991,1,459.08,246.1,918.16,1836.32,,,,,
1.82,2/12/1991,1,448.76,246.1,897.52,1795.04,,,,,
1.82,2/13/1991,1,448.76,246.1,897.52,1795.04,,,,,
1.74,2/14/1991,1,427.3,246.1,854.6,1709.2,,,,,
1.76,2/15/1991,1,432.99,246.7,865.98,1731.96,0.0043,,,,
1.83,2/19/1991,1,450.8,246.7,901.6,1803.2,,,,,
1.86,2/20/1991,1,458.31,246.7,916.62,1833.24,,,,,
1.8,2/21/1991,1,443.28,246.7,886.56,1773.12,,,,,
1.82,2/22/1991,1,448.92,246.7,897.84,1795.68,,,,,
1.77,2/25/1991,1,435.77,246.7,871.54,1743.08,,,,,
1.77,2/26/1991,1,437.65,246.7,875.3,1750.6,,,,,
1.77,2/27/1991,1,437.65,246.7,875.3,1750.6,,,,,
1.74,2/28/1991,1,430.14,246.7,860.28,1720.56,,,,,
1.76,3/1/1991,1,433.89,246.7,867.78,1735.56,,,,,
1.78,3/4/1991,1,438.63,246.7,877.26,1754.52,,,,,
1.92,3/5/1991,1,474.31,246.7,948.62,1897.24,,,,,
1.92,3/6/1991,1,473.34,246.7,946.68,1893.36,,,,,
2.05,3/7/1991,1,505.27,246.7,1010.54,2021.08,,,,,
1.98,3/8/1991,1,488.36,246.7,976.72,1953.44,,,,,
1.93,3/11/1991,1,477.09,246.7,954.18,1908.36,,,,,
1.91,3/12/1991,1,472.44,246.7,944.88,1889.76,,,,,
2.02,3/13/1991,1,497.76,246.7,995.52,1991.04,,,,,
1.99,3/14/1991,1,490.24,246.7,980.48,1960.96,,,,,
2.02,3/15/1991,1,497.76,246.7,995.52,1991.04,,,,,
2.06,3/18/1991,1,509.03,246.7,1018.06,2036.12,,,,,
2.12,3/19/1991,1,522.17,246.7,1044.34,2088.68,,,,,
2.06,3/20/1991,1,509.03,246.7,1018.06,2036.12,,,,,
1.97,3/21/1991,1,486.49,246.7,972.98,1945.96,,,,,
1.93,3/22/1991,1,475.22,246.7,950.44,1900.88,,,,,
1.96,3/25/1991,1,484.61,246.7,969.22,1938.44,,,,,
2.13,3/26/1991,1,525.93,246.7,1051.86,2103.72,,,,,
2.11,3/27/1991,1,520.3,246.7,1040.6,2081.2,,,,,
2.07,3/28/1991,1,510.9,246.7,1021.8,2043.6,,,,,
2.09,4/1/1991,1,514.66,246.7,1029.32,2058.64,,,,,
2.22,4/2/1991,1,546.59,246.7,1093.18,2186.36,,,,,
2.13,4/3/1991,1,525.93,246.7,1051.86,2103.72,,,,,
2.18,4/4/1991,1,537.2,246.7,1074.4,2148.8,,,,,
2.11,4/5/1991,1,521.2,246.7,1042.4,2084.8,,,,,
2.13,4/8/1991,1,525.93,246.7,1051.86,2103.72,,,,,
2.09,4/9/1991,1,516.54,246.7,1033.08,2066.16,,,,,
2.04,4/10/1991,1,502.41,246.7,1004.82,2009.64,,,,,
2.16,4/11/1991,1,533.44,246.7,1066.88,2133.76,,,,,
2.19,4/12/1991,1,539.08,246.7,1078.16,2156.32,,,,,
1.9,4/15/1991,1,467.7,246.7,935.4,1870.8,,,,,
1.96,4/16/1991,1,482.73,246.7,965.46,1930.92,,,,,
1.93,4/17/1991,1,475.22,246.7,950.44,1900.88,,,,,
1.86,4/18/1991,1,458.31,246.7,916.62,1833.24,,,,,
1.82,4/19/1991,1,448.02,246.7,896.04,1792.08,,,,,
1.87,4/22/1991,1,462.07,246.7,924.14,1848.28,,,,,
1.87,4/23/1991,1,462.07,246.7,924.14,1848.28,,,,,
1.85,4/24/1991,1,456.43,246.7,912.86,1825.72,,,,,
1.78,4/25/1991,1,439.53,246.7,879.06,1758.12,,,,,
1.79,4/26/1991,1,440.5,246.7,881,1762,,,,,
1.77,4/29/1991,1,437.65,246.7,875.3,1750.6,,,,,
1.68,4/30/1991,1,413.23,246.7,826.46,1652.92,,,,,
1.44,5/1/1991,1,355,246.7,710,1420,,,,,
1.49,5/2/1991,1,368.15,246.7,736.3,1472.6,,,,,
1.49,5/3/1991,1,368.15,246.7,736.3,1472.6,,,,,
1.53,5/6/1991,1,377.54,246.7,755.08,1510.16,,,,,
1.54,5/7/1991,1,380.4,246.7,760.8,1521.6,,,,,
1.52,5/8/1991,1,373.79,246.7,747.58,1495.16,,,,,
1.55,5/9/1991,1,381.3,246.7,762.6,1525.2,,,,,
1.56,5/10/1991,1,385.06,246.7,770.12,1540.24,,,,,
1.61,5/13/1991,1,396.33,246.7,792.66,1585.32,,,,,
1.63,5/14/1991,1,401.96,246.7,803.92,1607.84,,,,,
1.54,5/15/1991,1,379.42,246.7,758.84,1517.68,,,,,
1.49,5/16/1991,1,368.15,246.7,736.3,1472.6,,,,,
1.43,5/17/1991,1,353.12,246.7,706.24,1412.48,,,,,
1.35,5/20/1991,1,334.43,247.49,668.86,1337.72,0.0043,,,,
1.38,5/21/1991,1,341.98,247.49,683.96,1367.92,,,,,
1.41,5/22/1991,1,349.54,247.49,699.08,1398.16,,,,,
1.38,5/23/1991,1,341.08,247.49,682.16,1364.32,,,,,
1.4,5/24/1991,1,346.74,247.49,693.48,1386.96,,,,,
1.4,5/28/1991,1,347.65,247.49,695.3,1390.6,,,,,
1.44,5/29/1991,1,355.21,247.49,710.42,1420.84,,,,,
1.45,5/30/1991,1,359.97,247.49,719.94,1439.88,,,,,
1.44,5/31/1991,1,355.21,247.49,710.42,1420.84,,,,,
1.5,6/3/1991,1,372.21,247.49,744.42,1488.84,,,,,
1.5,6/4/1991,1,371.31,247.49,742.62,1485.24,,,,,
1.47,6/5/1991,1,362.77,247.49,725.54,1451.08,,,,,
1.42,6/6/1991,1,352.41,247.49,704.82,1409.64,,,,,
1.41,6/7/1991,1,348.63,247.49,697.26,1394.52,,,,,
1.4,6/10/1991,1,347.65,247.49,695.3,1390.6,,,,,
1.36,6/11/1991,1,337.3,247.49,674.6,1349.2,,,,,
1.29,6/12/1991,1,320.29,247.49,640.58,1281.16,,,,,
1.29,6/13/1991,1,318.4,247.49,636.8,1273.6,,,,,
1.26,6/14/1991,1,310.85,247.49,621.7,1243.4,,,,,
1.28,6/17/1991,1,317.42,247.49,634.84,1269.68,,,,,
1.29,6/18/1991,1,318.4,247.49,636.8,1273.6,,,,,
1.27,6/19/1991,1,315.53,247.49,631.06,1262.12,,,,,
1.28,6/20/1991,1,317.42,247.49,634.84,1269.68,,,,,
1.28,6/21/1991,1,317.42,247.49,634.84,1269.68,,,,,
1.27,6/24/1991,1,315.53,247.49,631.06,1262.12,,,,,
1.29,6/25/1991,1,320.29,247.49,640.58,1281.16,,,,,
1.31,6/26/1991,1,324.98,247.49,649.96,1299.92,,,,,
1.3,6/27/1991,1,321.2,247.49,642.4,1284.8,,,,,
1.27,6/28/1991,1,313.64,247.49,627.28,1254.56,,,,,
1.3,7/1/1991,1,321.2,247.49,642.4,1284.8,,,,,
1.29,7/2/1991,1,319.31,247.49,638.62,1277.24,,,,,
1.32,7/3/1991,1,325.96,247.49,651.92,1303.84,,,,,
1.39,7/5/1991,1,344.86,247.49,689.72,1379.44,,,,,
1.43,7/8/1991,1,353.32,247.49,706.64,1413.28,,,,,
1.43,7/9/1991,1,354.3,247.49,708.6,1417.2,,,,,
1.44,7/10/1991,1,357.1,247.49,714.2,1428.4,,,,,
1.43,7/11/1991,1,353.32,247.49,706.64,1413.28,,,,,
1.43,7/12/1991,1,353.32,247.49,706.64,1413.28,,,,,
1.39,7/15/1991,1,343.87,247.49,687.74,1375.48,,,,,
1.34,7/16/1991,1,330.65,247.49,661.3,1322.6,,,,,
1.3,7/17/1991,1,321.2,247.49,642.4,1284.8,,,,,
1.37,7/18/1991,1,339.19,247.49,678.38,1356.76,,,,,
1.4,7/19/1991,1,347.65,247.49,695.3,1390.6,,,,,
1.4,7/22/1991,1,347.65,247.49,695.3,1390.6,,,,,
1.37,7/23/1991,1,340.09,247.49,680.18,1360.36,,,,,
1.37,7/24/1991,1,340.09,247.49,680.18,1360.36,,,,,
1.38,7/25/1991,1,341.98,247.49,683.96,1367.92,,,,,
1.37,7/26/1991,1,339.19,247.49,678.38,1356.76,,,,,
1.39,7/29/1991,1,343.87,247.49,687.74,1375.48,,,,,
1.42,7/30/1991,1,351.43,247.49,702.86,1405.72,,,,,
1.41,7/31/1991,1,349.54,247.49,699.08,1398.16,,,,,
1.5,8/1/1991,1,371.31,247.49,742.62,1485.24,,,,,
1.53,8/2/1991,1,377.88,247.49,755.76,1511.52,,,,,
1.48,8/5/1991,1,366.55,247.49,733.1,1466.2,,,,,
1.51,8/6/1991,1,374.1,247.49,748.2,1496.4,,,,,
1.54,8/7/1991,1,380.75,247.49,761.5,1523,,,,,
1.54,8/8/1991,1,381.66,247.49,763.32,1526.64,,,,,
1.55,8/9/1991,1,383.55,247.49,767.1,1534.2,,,,,
1.58,8/12/1991,1,391.11,247.49,782.22,1564.44,,,,,
1.63,8/13/1991,1,404.33,247.49,808.66,1617.32,,,,,
1.68,8/14/1991,1,414.76,247.49,829.52,1659.04,,,,,
1.63,8/15/1991,1,402.44,247.49,804.88,1609.76,,,,,
1.63,8/16/1991,1,402.44,247.49,804.88,1609.76,,,,,
1.55,8/19/1991,1,383.63,248.18,767.26,1534.52,0.0043,,,,
1.56,8/20/1991,1,387.43,248.18,774.86,1549.72,,,,,
1.65,8/21/1991,1,408.32,248.18,816.64,1633.28,,,,,
1.66,8/22/1991,1,412.12,248.18,824.24,1648.48,,,,,
1.62,8/23/1991,1,402.62,248.18,805.24,1610.48,,,,,
1.62,8/26/1991,1,402.62,248.18,805.24,1610.48,,,,,
1.65,8/27/1991,1,410.22,248.18,820.44,1640.88,,,,,
1.63,8/28/1991,1,404.52,248.18,809.04,1618.08,,,,,
1.62,8/29/1991,1,402.62,248.18,805.24,1610.48,,,,,
1.62,8/30/1991,1,402.62,248.18,805.24,1610.48,,,,,
1.61,9/3/1991,1,398.83,248.18,797.66,1595.32,,,,,
1.58,9/4/1991,1,391.23,248.18,782.46,1564.92,,,,,
1.56,9/5/1991,1,387.43,248.18,774.86,1549.72,,,,,
1.58,9/6/1991,1,391.23,248.18,782.46,1564.92,,,,,
1.63,9/9/1991,1,404.52,248.18,809.04,1618.08,,,,,
1.53,9/10/1991,1,380.82,248.18,761.64,1523.28,,,,,
1.55,9/11/1991,1,383.63,248.18,767.26,1534.52,,,,,
1.55,9/12/1991,1,384.62,248.18,769.24,1538.48,,,,,
1.49,9/13/1991,1,369.43,248.18,738.86,1477.72,,,,,
1.45,9/16/1991,1,358.94,248.18,717.88,1435.76,,,,,
1.5,9/17/1991,1,372.24,248.18,744.48,1488.96,,,,,
1.53,9/18/1991,1,380.82,248.18,761.64,1523.28,,,,,
1.52,9/19/1991,1,377.93,248.18,755.86,1511.72,,,,,
1.55,9/20/1991,1,384.62,248.18,769.24,1538.48,,,,,
1.52,9/23/1991,1,376.04,248.18,752.08,1504.16,,,,,
1.54,9/24/1991,1,381.73,248.18,763.46,1526.92,,,,,
1.55,9/25/1991,1,383.63,248.18,767.26,1534.52,,,,,
1.53,9/26/1991,1,379.83,248.18,759.66,1519.32,,,,,
1.5,9/27/1991,1,372.24,248.18,744.48,1488.96,,,,,
1.52,9/30/1991,1,376.04,248.18,752.08,1504.16,,,,,
1.55,10/1/1991,1,385.53,248.18,771.06,1542.12,,,,,
1.52,10/2/1991,1,377.93,248.18,755.86,1511.72,,,,,
1.46,10/3/1991,1,362.74,248.18,725.48,1450.96,,,,,
1.48,10/4/1991,1,366.54,248.18,733.08,1466.16,,,,,
1.47,10/7/1991,1,365.63,248.18,731.26,1462.52,,,,,
1.48,10/8/1991,1,366.54,248.18,733.08,1466.16,,,,,
1.47,10/9/1991,1,364.64,248.18,729.28,1458.56,,,,,
1.46,10/10/1991,1,362.74,248.18,725.48,1450.96,,,,,
1.48,10/11/1991,1,368.44,248.18,736.88,1473.76,,,,,
1.53,10/14/1991,1,378.92,248.18,757.84,1515.68,,,,,
1.61,10/15/1991,1,398.83,248.18,797.66,1595.32,,,,,
1.64,10/16/1991,1,406.42,248.18,812.84,1625.68,,,,,
1.6,10/17/1991,1,397.91,248.18,795.82,1591.64,,,,,
1.68,10/18/1991,1,417.82,248.18,835.64,1671.28,,,,,
1.68,10/21/1991,1,415.92,248.18,831.84,1663.68,,,,,
1.67,10/22/1991,1,414.02,248.18,828.04,1656.08,,,,,
1.63,10/23/1991,1,403.61,248.18,807.22,1614.44,,,,,
1.6,10/24/1991,1,396.01,248.18,792.02,1584.04,,,,,
1.57,10/25/1991,1,389.33,248.18,778.66,1557.32,,,,,
1.58,10/28/1991,1,391.23,248.18,782.46,1564.92,,,,,
1.58,10/29/1991,1,393.13,248.18,786.26,1572.52,,,,,
1.52,10/30/1991,1,377.93,248.18,755.86,1511.72,,,,,
1.58,10/31/1991,1,391.23,248.18,782.46,1564.92,,,,,
1.56,11/1/1991,1,387.43,248.18,774.86,1549.72,,,,,
1.52,11/4/1991,1,377.93,248.18,755.86,1511.72,,,,,
1.49,11/5/1991,1,370.34,248.18,740.68,1481.36,,,,,
1.47,11/6/1991,1,364.64,248.18,729.28,1458.56,,,,,
1.52,11/7/1991,1,377.93,248.18,755.86,1511.72,,,,,
1.63,11/8/1991,1,404.52,248.18,809.04,1618.08,,,,,
1.65,11/11/1991,1,408.32,248.18,816.64,1633.28,,,,,
1.67,11/12/1991,1,414.02,248.18,828.04,1656.08,,,,,
1.66,11/13/1991,1,411.21,248.18,822.42,1644.84,,,,,
1.68,11/14/1991,1,415.92,248.18,831.84,1663.68,,,,,
1.53,11/15/1991,1,379.83,248.18,759.66,1519.32,,,,,
1.6,11/18/1991,1,397.99,248.84,795.98,1591.96,0.0043,,,,
1.57,11/19/1991,1,391.28,248.84,782.56,1565.12,,,,,
1.55,11/20/1991,1,385.55,248.84,771.1,1542.2,,,,,
1.56,11/21/1991,1,389.37,248.84,778.74,1557.48,,,,,
1.57,11/22/1991,1,391.28,248.84,782.56,1565.12,,,,,
1.57,11/25/1991,1,391.28,248.84,782.56,1565.12,,,,,
1.58,11/26/1991,1,393.18,248.84,786.36,1572.72,,,,,
1.56,11/27/1991,1,389.37,248.84,778.74,1557.48,,,,,
1.56,11/29/1991,1,387.46,248.84,774.92,1549.84,,,,,
1.59,12/2/1991,1,395.09,248.84,790.18,1580.36,,,,,
1.55,12/3/1991,1,385.55,248.84,771.1,1542.2,,,,,
1.55,12/4/1991,1,385.55,248.84,771.1,1542.2,,,,,
1.53,12/5/1991,1,381.73,248.84,763.46,1526.92,,,,,
1.5,12/6/1991,1,372.19,248.84,744.38,1488.76,,,,,
1.51,12/9/1991,1,375.09,248.84,750.18,1500.36,,,,,
1.51,12/10/1991,1,375.09,248.84,750.18,1500.36,,,,,
1.5,12/11/1991,1,374.1,248.84,748.2,1496.4,,,,,
1.51,12/12/1991,1,377,248.84,754,1508,,,,,
1.55,12/13/1991,1,384.63,248.84,769.26,1538.52,,,,,
1.55,12/16/1991,1,385.55,248.84,771.1,1542.2,,,,,
1.55,12/17/1991,1,385.55,248.84,771.1,1542.2,,,,,
1.59,12/18/1991,1,395.09,248.84,790.18,1580.36,,,,,
1.56,12/19/1991,1,387.46,248.84,774.92,1549.84,,,,,
1.54,12/20/1991,1,383.64,248.84,767.28,1534.56,,,,,
1.58,12/23/1991,1,393.18,248.84,786.36,1572.72,,,,,
1.6,12/24/1991,1,398.91,248.84,797.82,1595.64,,,,,
1.68,12/26/1991,1,418.99,248.84,837.98,1675.96,,,,,
1.69,12/27/1991,1,419.9,248.84,839.8,1679.6,,,,,
1.74,12/30/1991,1,433.27,248.84,866.54,1733.08,,,,,
1.73,12/31/1991,1,430.44,248.84,860.88,1721.76,,,,,
